Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,17030.58,27397.02,0,139,0,0,NA,NA,NA,NA,NA
2,1,2,17559.48,26656.56,6,141,909.954,909.954,NA,909.954,151.659,-54.462,NA
3,1,3,18405.72,25492.98,12,149,2348.718,2348.697,NA,1438.764,239.794,-53.973,0.49
4,1,4,20203.98,23165.82,18,132,5289.706,5289,NA,2940.988,490.165,-52.306,1.667
5,1,5,23165.82,21473.34,24,139,8701.008,8528.256,NA,3411.302,568.55,-29.745,22.561
6,1,6,26233.44,20309.76,30,139,11981.894,11615.588,NA,3280.886,546.814,-20.772,8.973
7,1,7,25281.42,15761.22,36,161,16628.996,14264.228,NA,4647.102,774.517,-101.821,-81.049
8,1,8,25175.64,13010.94,42,142,19381.31,16531.827,NA,2752.313,458.719,-92.203,9.619
9,1,9,25175.64,13010.94,48,159,19381.31,16531.827,NA,0,0,0,92.203
10,1,10,25175.64,12905.16,54,159,19487.09,16623.959,NA,105.78,17.63,-90,-90
11,1,11,25175.64,12799.38,59,155,19592.87,16716.252,NA,105.78,21.156,-90,0
12,2,1,19251.96,21896.46,0,123,0,0,NA,NA,NA,NA,NA
13,2,2,20415.54,19357.74,6,125,2792.672,2792.672,NA,2792.672,465.445,-65.376,NA
14,2,3,19251.96,15972.78,12,180,6372.04,5923.68,NA,3579.368,596.561,-108.97,-43.594
15,2,4,19040.4,12376.26,18,157,9974.777,9522.55,NA,3602.737,600.456,-93.366,15.604
16,2,5,17876.82,8673.96,24,135,13855.62,13293.815,NA,3880.843,646.807,-107.447,-14.081
17,2,6,17559.48,7933.5,30,123,14661.216,14065.161,NA,805.596,134.266,-113.199,-5.751
18,2,7,17771.04,8145.06,36,122,14960.407,13830.912,NA,299.191,49.865,45,158.199
19,2,8,17665.26,7933.5,42,160,15196.939,14052.824,NA,236.531,39.422,-116.565,-161.565
20,2,9,17136.36,7298.82,48,138,16023.107,14750.148,NA,826.168,137.695,-129.806,-13.241
21,2,10,15761.22,5712.12,54,148,18122.78,16556.513,NA,2099.673,349.946,-130.914,-1.109
22,2,11,14597.64,3384.96,59,120,20724.624,19087.649,NA,2601.844,520.369,-116.565,14.349
23,3,1,55957.62,23165.82,0,132,0,0,NA,NA,NA,NA,NA
24,3,2,58179,24223.62,6,132,2460.38,2460.38,NA,2460.38,410.063,25.463,NA
25,3,3,59448.36,25387.2,12,134,4182.354,4137.607,NA,1721.974,286.996,42.51,17.047
26,3,4,59659.92,26550.78,18,153,5365.01,5016.471,NA,1182.656,197.109,79.695,37.185
27,3,5,59977.26,27714.36,24,150,6571.088,6070.15,NA,1206.078,201.013,74.745,-4.95
28,3,6,60294.6,30676.2,30,147,9549.879,8672.67,NA,2978.792,496.465,83.884,9.14
29,3,7,60294.6,33214.92,36,160,12088.599,10945.036,NA,2538.72,423.12,90,6.116
30,3,8,61035.06,35330.52,42,141,14330.037,13181.818,NA,2241.438,373.573,70.71,-19.29
31,3,9,61987.08,36917.22,48,134,16180.432,15015.172,NA,1850.394,308.399,59.036,-11.674
32,3,10,63996.9,37551.9,54,127,18288.083,16479.967,NA,2107.652,351.275,17.526,-41.511
33,3,11,67064.52,38398.14,59,143,21470.286,18851.705,NA,3182.203,636.441,15.422,-2.103
34,4,1,43158.24,28137.48,0,131,0,0,NA,NA,NA,NA,NA
35,4,2,43581.36,26868.12,6,128,1338.023,1338.023,NA,1338.023,223.004,-71.565,NA
36,4,3,43369.8,25492.98,12,120,2729.342,2652.949,NA,1391.319,231.886,-98.746,-27.181
37,4,4,43898.7,24752.52,18,140,3639.296,3465.001,NA,909.954,151.659,-54.462,44.284
38,4,5,44744.94,23271.6,24,135,5344.947,5118.047,NA,1705.651,284.275,-60.255,-5.793
39,4,6,44744.94,22319.58,30,146,6296.967,6030.388,NA,952.02,158.67,-90,-29.745
40,4,7,44427.6,21261.78,36,141,7401.342,6991.89,NA,1104.376,184.063,-106.699,-16.699
41,4,8,43687.14,19675.08,42,142,9152.313,8478.912,NA,1750.971,291.828,-115.017,-8.318
42,4,9,43687.14,19357.74,48,149,9469.653,8795.656,NA,317.34,52.89,-90,25.017
43,4,10,43158.24,17771.04,54,118,11142.182,10366.44,NA,1672.529,278.755,-108.435,-18.435
44,4,11,42735.12,17347.92,59,136,11740.564,10797.853,NA,598.382,119.676,-135,-26.565
45,5,1,15867,40196.4,0,158,0,0,NA,NA,NA,NA,NA
46,5,2,17242.14,39667.5,6,122,1473.345,1473.345,NA,1473.345,245.557,-21.038,NA
47,5,3,20521.32,37869.24,12,135,5213.233,5203.688,NA,3739.888,623.315,-28.74,-7.702
48,5,4,22742.7,37128.78,18,135,7554.773,7528.98,NA,2341.54,390.257,-18.435,10.305
49,5,5,26656.56,36811.44,24,124,11481.477,11308.075,NA,3926.704,654.451,-4.635,13.799
50,5,6,28454.82,36811.44,30,119,13279.737,13034.998,NA,1798.26,299.71,0,4.635
51,5,7,29089.5,36705.66,36,112,13923.171,13675.517,NA,643.435,107.239,-9.462,-9.462
52,5,8,31310.88,38292.36,42,132,16653.033,15560.81,NA,2729.862,454.977,35.538,45
53,5,9,34590.06,37551.9,48,125,20014.774,18908.896,NA,3361.741,560.29,-12.724,-48.262
54,5,10,36494.1,37446.12,54,144,21921.75,20809.644,NA,1906.976,317.829,-3.18,9.545
55,5,11,39244.38,37551.9,59,144,24674.064,23526.48,NA,2752.313,550.463,2.203,5.382
56,6,1,46120.08,56486.52,0,159,0,0,NA,NA,NA,NA,NA
57,6,2,42417.78,57226.98,6,136,3775.62,3775.62,NA,3775.62,629.27,168.69,NA
58,6,3,40619.52,59765.7,12,141,6886.703,6403.841,NA,3111.083,518.514,125.311,-43.379
59,6,4,39138.6,62410.2,18,153,9917.628,9155.93,NA,3030.925,505.154,119.249,-6.062
