Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
11,11,11,48235.68,61246.62,56986.571,4907.118,87691.62,102923.94,93884.558,5734.089,59,119,149,134.545,10.202,21576.339,0,19427.844,7339.724,7205.968,NA,NA,NA,NA,528.9,4862.429,2157.634,1467.203,88.15,810.405,364.402,242.384,36.87,159.775,110.65,40.325,-46.026,62.65,8.949,32.743
12,12,11,71824.62,86845.38,76594.336,5531.081,80815.92,88326.3,84864.409,2518.404,59,116,155,136.909,15.182,22829.06,0,15102.48,10676.769,5357.13,NA,NA,NA,NA,473.063,4233.844,2282.906,1267.07,78.844,705.641,386.181,209.069,-151.113,178.091,12.182,127.636,-4.764,55.403,16.788,20.395
13,13,11,96154.02,113713.5,108578.362,6330.094,30041.52,41148.42,34426.582,3079.766,59,112,142,128.727,8.344,27460.778,0,18363.42,13288.891,6726.45,NA,NA,NA,NA,105.78,5393.743,2746.078,2060.718,17.63,898.957,471.998,358.088,-90,131.634,35.355,70.423,-153.435,87.397,-28.652,78.963
14,14,11,80710.14,90970.8,86537.656,3508.152,35965.2,46437.42,41917.729,3408.051,59,113,160,144.636,15.832,17382.838,0,14661.123,7556.293,4659.24,NA,NA,NA,NA,423.12,4119.992,1738.284,1417.242,74.798,686.665,291.124,234.791,-174.806,180,101.35,103.621,-69.624,54.462,-9.296,43.015
15,15,11,76690.5,85893.36,83181.545,3202.278,25387.2,39244.38,33407.247,4155.369,59,114,166,135.545,19.012,18733.494,0,16634.725,6567.961,5063.439,NA,NA,NA,NA,528.9,4021.032,1873.349,1125.897,88.15,804.206,325.628,218.336,-164.745,-53.13,-116.475,36.133,-111.615,40.135,-2.952,46.519
16,16,9,74257.56,77325.18,76079.327,1023.907,39879.06,44533.38,42006.413,1622.822,54,116,167,141.556,17.436,5901.106,0,5574.315,2470.659,1911.09,NA,NA,NA,NA,0,1469.543,737.638,515.092,0,215.202,107.632,70.544,0,165.964,103.527,47.53,-45.707,119.745,17.179,59.156
17,17,11,107472.48,118579.38,113742.349,3721.018,47283.66,59977.26,54640.178,4750.067,59,110,134,117.727,7.617,18487.533,0,16866.852,9707.72,5959.688,NA,NA,NA,NA,211.56,3987.499,1848.753,1092.733,35.26,664.583,311.598,179.586,-90,76.43,37.191,48.813,-122.276,113.962,-4.824,65.448
18,18,11,89278.32,91393.92,90538.064,804.839,40090.62,50985.96,46754.76,3089.79,59,124,155,139.545,10.453,11902.757,0,11010.27,4336.815,3163.053,NA,NA,NA,NA,0,2663.472,1190.276,994.708,0,532.694,207.258,181.981,-131.186,90,-73.493,67.888,-108.435,180,1.313,81.915
19,19,11,70555.26,72247.74,71593.827,438.236,43792.92,51514.86,48379.925,2907.42,59,120,164,136.727,10.91,8718.924,0,7801.947,3185.123,2837.137,NA,NA,NA,NA,211.56,1480.92,871.892,444.067,35.26,265.084,149.733,80.093,-149.036,165.964,-74.558,86.966,-59.036,104.036,8.381,44.398
20,20,11,59871.48,68545.44,62775.622,3131.647,54370.92,58496.34,56409.589,1411.353,59,121,161,142.818,15.407,14980.776,0,7768.171,3479.805,2731.488,NA,NA,NA,NA,423.12,3244.878,1498.078,1051.505,70.52,569.643,259.174,190.688,-175.236,68.199,-47.606,69.095,-68.537,103.671,11.321,55.748
