Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,97952.28,14491.86,0,143,0,0,NA,NA,NA,NA,NA
2,1,2,97952.28,14491.86,6,143,0,0,NA,0,0,0,NA
3,1,3,97952.28,14491.86,12,152,0,0,NA,0,0,0,0
4,1,4,98058.06,14386.08,18,156,149.596,149.596,NA,149.596,24.933,-45,-45
5,1,5,98058.06,14386.08,24,153,149.596,149.596,NA,0,0,0,45
6,1,6,98058.06,14491.86,30,151,255.376,105.78,NA,105.78,17.63,90,90
7,1,7,97952.28,14491.86,36,164,361.156,0,NA,105.78,17.63,180,90
8,1,8,97952.28,14491.86,42,151,361.156,0,NA,0,0,0,-180
9,1,9,98058.06,14491.86,48,153,466.936,105.78,NA,105.78,17.63,0,0
10,1,10,98058.06,14386.08,54,152,572.716,149.596,NA,105.78,17.63,-90,-90
11,1,11,98058.06,14386.08,59,146,572.716,149.596,NA,0,0,0,90
12,2,1,83989.32,24435.18,0,120,0,0,NA,NA,NA,NA,NA
13,2,2,83989.32,24540.96,6,132,105.78,105.78,NA,105.78,17.63,90,NA
14,2,3,83989.32,24540.96,12,129,105.78,105.78,NA,0,0,0,-90
15,2,4,83989.32,24540.96,18,137,105.78,105.78,NA,0,0,0,0
16,2,5,83989.32,24540.96,24,132,105.78,105.78,NA,0,0,0,0
17,2,6,83989.32,24540.96,30,138,105.78,105.78,NA,0,0,0,0
18,2,7,83989.32,24540.96,36,140,105.78,105.78,NA,0,0,0,0
19,2,8,83989.32,24540.96,42,138,105.78,105.78,NA,0,0,0,0
20,2,9,83989.32,24540.96,48,138,105.78,105.78,NA,0,0,0,0
21,2,10,83989.32,24540.96,54,126,105.78,105.78,NA,0,0,0,0
22,2,11,83989.32,24540.96,59,123,105.78,105.78,NA,0,0,0,0
23,3,1,87585.84,51197.52,0,155,0,0,NA,NA,NA,NA,NA
24,3,2,87691.62,51197.52,6,159,105.78,105.78,NA,105.78,17.63,0,NA
25,3,3,87480.06,51197.52,12,164,317.34,105.78,NA,211.56,35.26,180,180
