Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,35753.64,6769.92,0,419,0,0,NA,NA,NA,NA,NA
2,1,2,37128.78,8039.28,6,361,1871.439,1871.439,NA,1871.439,311.907,42.709,NA
3,1,3,37869.24,10789.56,12,385,4719.653,4542.386,NA,2848.214,474.702,74.932,32.222
4,1,4,39244.38,15338.1,18,222,9471.518,9251.971,NA,4751.866,791.978,73.179,-1.753
5,1,5,42946.68,15761.22,24,269,13197.918,11514.482,NA,3726.4,621.067,6.52,-66.659
6,1,6,43581.36,17136.36,30,364,14712.457,12989.853,NA,1514.539,252.423,65.225,58.705
7,1,7,43581.36,20415.54,36,345,17991.637,15731.375,NA,3279.18,546.53,90,24.775
8,1,8,46014.3,21790.68,42,196,20786.312,18190.777,NA,2794.675,465.779,29.476,-60.524
9,1,9,48870.36,19146.18,48,281,24678.671,18033.861,NA,3892.359,648.727,-42.797,-72.273
10,1,10,52149.54,16395.9,54,440,28958.515,19012.76,NA,4279.844,713.307,-39.987,2.811
11,1,11,55957.62,13434.06,59,373,33782.825,21274.67,NA,4824.31,964.862,-37.875,2.112
12,2,1,83248.86,25704.54,0,639,0,0,NA,NA,NA,NA,NA
13,2,2,84095.1,24646.74,6,342,1354.645,1354.645,NA,1354.645,225.774,-51.34,NA
14,2,3,84624,20838.66,12,253,5199.279,5056.461,NA,3844.634,640.772,-82.093,-30.753
15,2,4,86633.82,16290.12,18,336,10172.064,10004.462,NA,4972.785,828.798,-66.161,15.932
16,2,5,87056.94,15549.66,24,430,11024.89,10845.417,NA,852.826,142.138,-60.255,5.906
17,2,6,89595.66,14597.64,30,372,13736.244,12792.384,NA,2711.354,451.892,-20.556,39.699
18,2,7,92980.62,12482.04,36,286,17727.95,16417.724,NA,3991.706,665.284,-32.005,-11.449
19,2,8,94461.54,12905.16,42,262,19268.13,17016.119,NA,1540.18,256.697,15.945,47.951
20,2,9,97846.5,17242.14,48,218,24769.707,16873.153,NA,5501.577,916.93,52.028,36.083
21,2,10,101019.9,17453.7,54,300,27950.151,19593.015,NA,3180.444,530.074,3.814,-48.214
22,2,11,102077.7,16924.8,59,338,29132.807,20775.203,NA,1182.656,236.531,-26.565,-30.379
23,3,1,92557.5,38821.26,0,343,0,0,NA,NA,NA,NA,NA
24,3,2,93086.4,37869.24,6,231,1089.072,1089.072,NA,1089.072,181.512,-60.945,NA
25,3,3,93509.52,35859.42,12,417,3142.948,3111.083,NA,2053.876,342.313,-78.111,-17.166
26,3,4,94249.98,34378.5,18,265,4798.667,4754.22,NA,1655.719,275.953,-63.435,14.676
27,3,5,94249.98,33532.26,24,443,5644.907,5553.198,NA,846.24,141.04,-90,-26.565
28,3,6,94144.2,33638.04,30,440,5794.502,5420.644,NA,149.596,24.933,135,-135
29,3,7,93192.18,31099.32,36,329,8505.856,7747.979,NA,2711.354,451.892,-110.556,114.444
30,3,8,90759.24,31522.44,42,405,10975.315,7517.081,NA,2469.459,411.576,170.134,-79.31
31,3,9,88749.42,33743.82,48,387,13970.963,6346.8,NA,2995.648,499.275,132.138,-37.997
32,3,10,82931.52,37446.12,54,348,20866.975,9723.708,NA,6896.012,1149.335,147.529,15.391
33,3,11,82402.62,39667.5,59,360,23150.452,10190.079,NA,2283.476,456.695,103.392,-44.136
34,4,1,91076.58,36282.54,0,241,0,0,NA,NA,NA,NA,NA
35,4,2,87691.62,39032.82,6,409,4361.421,4361.421,NA,4361.421,726.904,140.906,NA
36,4,3,83671.98,39350.16,12,273,8393.568,8014.886,NA,4032.147,672.025,175.486,34.58
37,4,4,78488.76,41148.42,18,257,13879.87,13495.555,NA,5486.302,914.384,160.866,-14.62
38,4,5,79017.66,44533.38,24,212,17305.901,14611.431,NA,3426.031,571.005,81.119,-79.747
39,4,6,79017.66,46225.86,30,425,18998.381,15629.689,NA,1692.48,282.08,90,8.881
