Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
1,1,11,71507.28,72141.96,71834.236,197.639,61246.62,61881.3,61612.042,247.46,59,164,263,194.636,30.266,1923.116,0,709.594,448.844,238.765,NA,NA,NA,NA,105.78,473.063,192.312,153.482,17.63,78.844,32.405,25.383,-153.435,180,52.97,124.444,-90,180,70,82.507
2,2,11,91605.48,108953.4,96577.14,5889.771,41042.64,51409.08,48899.209,3463.416,59,187,368,244.818,59.496,26539.981,0,18277.915,12732.687,6164.803,NA,NA,NA,NA,0,5923.68,2653.998,2064.449,0,987.28,451.507,345.779,-144.162,180,16.097,142.762,-180,40.126,-29.285,76.147
3,3,11,98692.74,98904.3,98808.136,99.844,38715.48,38927.04,38782.795,71.317,59,240,360,305.636,46.599,572.716,0,299.191,192.044,109.641,NA,NA,NA,NA,0,149.596,57.272,61.767,0,24.933,9.545,10.294,-90,180,4.5,68.575,-180,180,10,97.5
4,4,11,110540.1,115405.98,113001.889,1717.478,44956.5,48235.68,46552.816,1132.839,59,174,398,256.636,85.423,6420.321,0,5867.692,2889.945,2051.039,NA,NA,NA,NA,105.78,1734.921,642.032,518.947,17.63,289.153,107.711,85.868,-135,180,101.16,97.462,-80.538,180,35.704,82.002
5,5,11,126089.76,126301.32,126185.924,87.925,35224.74,36811.44,36080.596,574.444,59,264,366,316.545,35.853,1967.7,0,1590.222,872.068,563.095,NA,NA,NA,NA,0,436.142,196.77,129.06,0,72.69,33.5,21.714,0,135,64.253,50.137,-135,135,10,93.021
6,6,11,101125.68,101231.46,101192.995,53.369,51091.74,51197.52,51110.973,42.79,59,341,396,365.545,19.362,423.12,0,149.596,46.432,65.895,NA,NA,NA,NA,0,105.78,42.312,54.625,0,17.63,7.052,9.104,0,180,45,76.485,-180,180,0,119.059
7,7,11,103135.5,103347.06,103318.211,68.405,46120.08,46120.08,46120.08,0,59,198,266,224.727,21.298,634.68,0,211.56,28.849,68.405,NA,NA,NA,NA,0,211.56,63.468,89.202,0,35.26,10.931,15.093,0,180,36,75.895,-180,180,0,127.279
8,8,11,54582.48,58919.46,56563.451,1461.978,31416.66,33743.82,32628.322,747.025,59,198,434,354,80.88,6044.511,0,4618.118,2294.569,1609.135,NA,NA,NA,NA,105.78,1273.76,604.451,362.125,17.63,212.293,103.585,63.126,-71.565,180,1.215,74.195,-135,153.435,4.208,90.727
9,9,11,57121.2,57544.32,57255.829,189.762,27925.92,28243.26,28118.247,155.595,59,345,402,371.545,20.186,592.955,0,528.9,350.729,239.052,NA,NA,NA,NA,0,381.395,59.296,121.418,0,63.566,9.883,20.236,0,180,41.631,70.376,-180,180,0,110.384
10,10,11,57332.76,57967.44,57698.182,247.46,23060.04,23906.28,23473.544,308.234,59,208,427,326.818,60.646,1380.284,0,997.927,468.724,363.392,NA,NA,NA,NA,0,473.063,138.028,161.479,0,78.844,23.357,26.858,0,180,68.313,78.221,-180,180,0,124.195
11,11,11,39879.06,40831.08,40379.111,338.135,35542.08,36811.44,36099.829,387.481,59,177,278,240.455,32.889,4775.02,0,1057.8,557.363,382.282,NA,NA,NA,NA,105.78,897.573,477.502,309.864,17.63,149.596,81.841,53.714,-164.055,108.435,-15.49,96.708,-161.565,145.751,14.296,130.306
12,12,11,39138.6,40407.96,39600.185,464.163,31522.44,31734,31637.836,57.053,59,213,400,308.273,63.728,1628.837,0,1273.76,507.505,424.174,NA,NA,NA,NA,0,528.9,162.884,170.16,0,88.15,27.936,28.845,-90,90,-0.813,43.766,-90,180,7.048,72.816
13,13,11,37657.68,37657.68,37657.68,0,34801.62,35013.18,34926.633,63.788,59,255,317,288.182,19.585,634.68,0,105.78,38.465,53.369,NA,NA,NA,NA,0,105.78,63.468,54.625,0,17.63,10.578,9.104,-90,90,0,73.485,-180,180,0,127.279
14,14,11,29089.5,33743.82,31955.176,1604.55,32051.34,35224.74,34253.487,1116.285,59,217,582,390.636,125.644,6394.405,0,5516.81,3624.813,1932.664,NA,NA,NA,NA,211.56,1338.023,639.44,396.701,35.26,223.004,107.571,65.236,-45,68.199,18.581,39.354,-78.69,98.13,-11.257,56.413
15,15,11,25916.1,27185.46,26300.755,345.28,39244.38,39455.94,39379.009,83.169,59,177,387,234.909,80.235,2267.323,0,1286.869,418.507,340.829,NA,NA,NA,NA,0,957.879,226.732,303.435,0,191.576,40.982,59.365,-90,146.31,5.825,62.764,-150.255,90,-44.296,79.678
16,16,11,634.68,9202.86,4298.515,3175.611,36705.66,57332.76,49014.605,7496.851,59,202,397,307.455,62.189,23704.598,0,21915.87,9793.657,7959.191,NA,NA,NA,NA,381.395,4314.994,2370.46,1349.687,63.566,719.166,403.194,226.837,-149.036,-68.839,-117.157,25.936,-23.651,31.466,5.301,16.368
