Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
21,2,10,92874.84,43792.92,54,187,23787.667,17209.336,NA,3813.952,635.659,-70.56,33.476
22,2,11,92980.62,41042.64,59,194,26539.981,18277.915,NA,2752.313,550.463,-87.797,-17.237
23,3,1,98692.74,38927.04,0,331,0,0,NA,NA,NA,NA,NA
24,3,2,98692.74,38821.26,6,356,105.78,105.78,NA,105.78,17.63,-90,NA
25,3,3,98692.74,38821.26,12,360,105.78,105.78,NA,0,0,0,90
26,3,4,98798.52,38821.26,18,332,211.56,149.596,NA,105.78,17.63,0,0
27,3,5,98692.74,38821.26,24,351,317.34,105.78,NA,105.78,17.63,180,180
28,3,6,98798.52,38821.26,30,322,423.12,149.596,NA,105.78,17.63,0,-180
29,3,7,98904.3,38715.48,36,310,572.716,299.191,NA,149.596,24.933,-45,-45
30,3,8,98904.3,38715.48,42,253,572.716,299.191,NA,0,0,0,45
31,3,9,98904.3,38715.48,48,257,572.716,299.191,NA,0,0,0,0
32,3,10,98904.3,38715.48,54,240,572.716,299.191,NA,0,0,0,0
33,3,11,98904.3,38715.48,59,250,572.716,299.191,NA,0,0,0,0
34,4,1,115405.98,44956.5,0,326,0,0,NA,NA,NA,NA,NA
35,4,2,114982.86,45485.4,6,398,677.322,677.322,NA,677.322,112.887,128.66,NA
36,4,3,113925.06,46014.3,12,186,1859.979,1819.908,NA,1182.656,197.109,153.435,24.775
37,4,4,113819.28,45908.52,18,184,2009.574,1850.394,NA,149.596,24.933,-135,71.565
38,4,5,113925.06,45908.52,24,204,2115.354,1760.53,NA,105.78,17.63,0,135
39,4,6,113713.5,45908.52,30,323,2326.914,1941.863,NA,211.56,35.26,180,180
40,4,7,113184.6,46331.64,36,356,3004.237,2612.573,NA,677.322,112.887,141.34,-38.66
41,4,8,111809.46,47389.44,42,181,4739.158,4342.137,NA,1734.921,289.153,142.431,1.091
42,4,9,111174.78,47918.34,48,309,5565.326,5164.838,NA,826.168,137.695,140.194,-2.237
43,4,10,110540.1,48024.12,54,182,6208.761,5752.137,NA,643.435,107.239,170.538,30.343
44,4,11,110540.1,48235.68,59,174,6420.321,5867.692,NA,211.56,42.312,90,-80.538
45,5,1,126089.76,35224.74,0,266,0,0,NA,NA,NA,NA,NA
46,5,2,126195.54,35224.74,6,347,105.78,105.78,NA,105.78,17.63,0,NA
47,5,3,126089.76,35436.3,12,366,342.311,211.56,NA,236.531,39.422,116.565,116.565
48,5,4,126089.76,35753.64,18,357,659.651,528.9,NA,317.34,52.89,90,-26.565
49,5,5,126195.54,36176.76,24,264,1095.793,957.879,NA,436.142,72.69,75.964,-14.036
50,5,6,126301.32,36282.54,30,325,1245.389,1078.749,NA,149.596,24.933,45,-30.964
51,5,7,126301.32,36388.32,36,333,1351.169,1182.656,NA,105.78,17.63,90,45
52,5,8,126301.32,36388.32,42,336,1351.169,1182.656,NA,0,0,0,-90
53,5,9,126089.76,36599.88,48,277,1650.36,1375.14,NA,299.191,49.865,135,135
54,5,10,126195.54,36599.88,54,305,1756.14,1379.202,NA,105.78,17.63,0,-135
55,5,11,126195.54,36811.44,59,306,1967.7,1590.222,NA,211.56,42.312,90,90
56,6,1,101231.46,51091.74,0,396,0,0,NA,NA,NA,NA,NA
57,6,2,101231.46,51091.74,6,382,0,0,NA,0,0,0,NA
58,6,3,101231.46,51091.74,12,390,0,0,NA,0,0,0,0
59,6,4,101231.46,51091.74,18,355,0,0,NA,0,0,0,0
60,6,5,101231.46,51091.74,24,378,0,0,NA,0,0,0,0
61,6,6,101231.46,51091.74,30,362,0,0,NA,0,0,0,0
62,6,7,101125.68,51091.74,36,358,105.78,105.78,NA,105.78,17.63,180,180
63,6,8,101231.46,51091.74,42,372,211.56,0,NA,105.78,17.63,0,-180
64,6,9,101125.68,51091.74,48,343,317.34,105.78,NA,105.78,17.63,180,180
65,6,10,101125.68,51197.52,54,344,423.12,149.596,NA,105.78,17.63,90,-90
66,6,11,101125.68,51197.52,59,341,423.12,149.596,NA,0,0,0,-90
67,7,1,103347.06,46120.08,0,236,0,0,NA,NA,NA,NA,NA
68,7,2,103347.06,46120.08,6,233,0,0,NA,0,0,0,NA
69,7,3,103347.06,46120.08,12,204,0,0,NA,0,0,0,0
70,7,4,103347.06,46120.08,18,198,0,0,NA,0,0,0,0
71,7,5,103347.06,46120.08,24,204,0,0,NA,0,0,0,0
72,7,6,103347.06,46120.08,30,206,0,0,NA,0,0,0,0
73,7,7,103135.5,46120.08,36,240,211.56,211.56,NA,211.56,35.26,180,180
74,7,8,103347.06,46120.08,42,212,423.12,0,NA,211.56,35.26,0,-180
75,7,9,103347.06,46120.08,48,266,423.12,0,NA,0,0,0,0
76,7,10,103241.28,46120.08,54,241,528.9,105.78,NA,105.78,17.63,180,180
77,7,11,103347.06,46120.08,59,232,634.68,0,NA,105.78,21.156,0,-180
78,8,1,54582.48,33743.82,0,374,0,0,NA,NA,NA,NA,NA
79,8,2,54899.82,33426.48,6,410,448.787,448.787,NA,448.787,74.798,-45,NA
80,8,3,54794.04,33426.48,12,413,554.567,381.395,NA,105.78,17.63,180,-135
81,8,4,55640.28,33003.36,18,426,1500.692,1291.209,NA,946.125,157.688,-26.565,153.435
82,8,5,56274.96,32897.58,24,295,2144.126,1892.25,NA,643.435,107.239,-9.462,17.103
83,8,6,56486.52,32686.02,30,282,2443.317,2178.144,NA,299.191,49.865,-45,-35.538
84,8,7,57332.76,31734,36,421,3717.077,3406.379,NA,1273.76,212.293,-48.366,-3.366
85,8,8,57438.54,31416.66,42,434,4051.583,3684.122,NA,334.506,55.751,-71.565,-23.199
86,8,9,57755.88,32157.12,48,261,4857.179,3547.969,NA,805.596,134.266,66.801,138.366
87,8,10,58073.22,32262.9,54,380,5191.685,3791.885,NA,334.506,55.751,18.435,-48.366
88,8,11,58919.46,32157.12,59,198,6044.511,4618.118,NA,852.826,170.565,-7.125,-25.56
89,9,1,57544.32,27925.92,0,402,0,0,NA,NA,NA,NA,NA
90,9,2,57544.32,27925.92,6,365,0,0,NA,0,0,0,NA
91,9,3,57438.54,27925.92,12,348,105.78,105.78,NA,105.78,17.63,180,180
92,9,4,57438.54,27925.92,18,345,105.78,105.78,NA,0,0,0,-180
93,9,5,57121.2,28137.48,24,395,487.175,473.063,NA,381.395,63.566,146.31,146.31
94,9,6,57121.2,28243.26,30,371,592.955,528.9,NA,105.78,17.63,90,-56.31
95,9,7,57121.2,28243.26,36,394,592.955,528.9,NA,0,0,0,-90
96,9,8,57121.2,28243.26,42,387,592.955,528.9,NA,0,0,0,0
97,9,9,57121.2,28243.26,48,366,592.955,528.9,NA,0,0,0,0
98,9,10,57121.2,28243.26,54,364,592.955,528.9,NA,0,0,0,0
99,9,11,57121.2,28243.26,59,350,592.955,528.9,NA,0,0,0,0
100,10,1,57861.66,23060.04,0,427,0,0,NA,NA,NA,NA,NA
101,10,2,57861.66,23060.04,6,390,0,0,NA,0,0,0,NA
102,10,3,57967.44,23377.38,12,282,334.506,334.506,NA,334.506,55.751,71.565,71.565
103,10,4,57967.44,23377.38,18,301,334.506,334.506,NA,0,0,0,-71.565
104,10,5,57861.66,23377.38,24,328,440.286,317.34,NA,105.78,17.63,180,180
105,10,6,57861.66,23377.38,30,208,440.286,317.34,NA,0,0,0,-180
106,10,7,57650.1,23377.38,36,342,651.846,381.395,NA,211.56,35.26,180,180
107,10,8,57544.32,23483.16,42,360,801.441,528.9,NA,149.596,24.933,135,-45
108,10,9,57332.76,23906.28,48,270,1274.504,997.927,NA,473.063,78.844,116.565,-18.435
109,10,10,57332.76,23906.28,54,323,1274.504,997.927,NA,0,0,0,-116.565
110,10,11,57438.54,23906.28,59,364,1380.284,946.125,NA,105.78,21.156,0,0
111,11,1,40725.3,36388.32,0,277,0,0,NA,NA,NA,NA,NA
112,11,2,40725.3,35965.2,6,225,423.12,423.12,NA,423.12,70.52,-90,NA
113,11,3,40619.52,36282.54,12,251,757.626,149.596,NA,334.506,55.751,108.435,-161.565
114,11,4,39984.84,35647.86,18,278,1655.199,1047.169,NA,897.573,149.596,-135,116.565
115,11,5,40090.62,35647.86,24,261,1760.979,975.243,NA,105.78,17.63,0,135
116,11,6,40090.62,35542.08,30,248,1866.759,1057.8,NA,105.78,17.63,-90,-90
117,11,7,40619.52,36176.76,36,191,2692.927,236.531,NA,826.168,137.695,50.194,140.194
118,11,8,39879.06,35965.2,42,265,3463.017,946.125,NA,770.09,128.348,-164.055,145.751
119,11,9,40302.18,36282.54,48,244,3991.917,436.142,NA,528.9,88.15,36.87,-159.075
120,11,10,40302.18,36388.32,54,228,4097.697,423.12,NA,105.78,17.63,90,53.13
121,11,11,40831.08,36811.44,59,177,4775.02,436.142,NA,677.322,135.464,38.66,-51.34
122,12,1,39138.6,31734,0,231,0,0,NA,NA,NA,NA,NA
123,12,2,39138.6,31522.44,6,263,211.56,211.56,NA,211.56,35.26,-90,NA
124,12,3,39138.6,31628.22,12,313,317.34,105.78,NA,105.78,17.63,90,180
125,12,4,39138.6,31628.22,18,386,317.34,105.78,NA,0,0,0,-90
126,12,5,39244.38,31628.22,24,400,423.12,149.596,NA,105.78,17.63,0,0
127,12,6,39773.28,31628.22,30,213,952.02,643.435,NA,528.9,88.15,0,0
128,12,7,39773.28,31628.22,36,267,952.02,643.435,NA,0,0,0,0
129,12,8,39773.28,31628.22,42,268,952.02,643.435,NA,0,0,0,0
130,12,9,39879.06,31628.22,48,368,1057.8,747.978,NA,105.78,17.63,0,0
131,12,10,40196.4,31734,54,340,1392.306,1057.8,NA,334.506,55.751,18.435,18.435
132,12,11,40407.96,31628.22,59,342,1628.837,1273.76,NA,236.531,47.306,-26.565,-45
133,13,1,37657.68,34907.4,0,312,0,0,NA,NA,NA,NA,NA
134,13,2,37657.68,34907.4,6,309,0,0,NA,0,0,0,NA
135,13,3,37657.68,34907.4,12,317,0,0,NA,0,0,0,0
136,13,4,37657.68,35013.18,18,305,105.78,105.78,NA,105.78,17.63,90,90
137,13,5,37657.68,34907.4,24,281,211.56,0,NA,105.78,17.63,-90,-180
138,13,6,37657.68,35013.18,30,281,317.34,105.78,NA,105.78,17.63,90,180
139,13,7,37657.68,35013.18,36,274,317.34,105.78,NA,0,0,0,-90
140,13,8,37657.68,34907.4,42,284,423.12,0,NA,105.78,17.63,-90,-90
141,13,9,37657.68,34801.62,48,277,528.9,105.78,NA,105.78,17.63,-90,0
142,13,10,37657.68,34907.4,54,275,634.68,0,NA,105.78,17.63,90,180
143,13,11,37657.68,34907.4,59,255,634.68,0,NA,0,0,0,-90
144,14,1,29089.5,32051.34,0,380,0,0,NA,NA,NA,NA,NA
145,14,2,29512.62,32686.02,6,385,762.79,762.79,NA,762.79,127.132,56.31,NA
146,14,3,30781.98,33109.14,12,425,2100.813,1995.853,NA,1338.023,223.004,18.435,-37.875
147,14,4,31205.1,34166.94,18,326,3240.099,2991.91,NA,1139.285,189.881,68.199,49.764
148,14,5,32051.34,34695.84,24,452,4238.025,3970.627,NA,997.927,166.321,32.005,-36.193
149,14,6,32474.46,34801.62,30,260,4674.167,4361.421,NA,436.142,72.69,14.036,-17.969
150,14,7,32791.8,35013.18,36,217,5055.563,4741.257,NA,381.395,63.566,33.69,19.654
151,14,8,33003.36,34801.62,42,221,5354.754,4783.549,NA,299.191,49.865,-45,-78.69
152,14,9,33320.7,35224.74,48,533,5883.654,5289,NA,528.9,88.15,53.13,98.13
153,14,10,33532.26,35224.74,54,582,6095.214,5459.724,NA,211.56,35.26,0,-53.13
154,14,11,33743.82,35013.18,59,516,6394.405,5516.81,NA,299.191,59.838,-45,-45
155,15,1,25916.1,39244.38,0,194,0,0,NA,NA,NA,NA,NA
156,15,2,26021.88,39350.16,6,186,149.596,149.596,NA,149.596,24.933,45,NA
157,15,3,26021.88,39350.16,12,195,149.596,149.596,NA,0,0,0,-45
158,15,4,26445,39455.94,18,182,585.738,569.643,NA,436.142,72.69,14.036,14.036
159,15,5,26550.78,39244.38,24,177,822.269,634.68,NA,236.531,39.422,-63.435,-77.471
160,15,6,26233.44,39455.94,30,186,1203.664,381.395,NA,381.395,63.566,146.31,-150.255
161,15,7,26233.44,39455.94,36,193,1203.664,381.395,NA,0,0,0,-146.31
162,15,8,26233.44,39455.94,42,197,1203.664,381.395,NA,0,0,0,0
163,15,9,26233.44,39350.16,48,355,1309.444,334.506,NA,105.78,17.63,-90,-90
164,15,10,26233.44,39350.16,54,387,1309.444,334.506,NA,0,0,0,90
165,15,11,27185.46,39455.94,59,332,2267.323,1286.869,NA,957.879,191.576,6.34,6.34
166,16,1,9202.86,57332.76,0,397,0,0,NA,NA,NA,NA,NA
167,16,2,7933.5,56274.96,6,382,1652.336,1652.336,NA,1652.336,275.389,-140.194,NA
168,16,3,7404.6,55957.62,12,317,2269.135,2263.791,NA,616.798,102.8,-149.036,-8.842
169,16,4,7087.26,55746.06,18,363,2650.53,2644.5,NA,381.395,63.566,-146.31,2.726
170,16,5,5394.78,53524.68,24,238,5443.202,5385.438,NA,2792.672,465.445,-127.304,19.006
171,16,6,3384.96,50668.62,30,276,8935.544,8846.396,NA,3492.342,582.057,-125.134,2.17
172,16,7,1692.48,47812.56,36,202,12255.419,12126.006,NA,3319.875,553.312,-120.651,4.484
173,16,8,846.24,43581.36,42,269,16570.413,16091.429,NA,4314.994,719.166,-101.31,19.341
174,16,9,634.68,42417.78,48,357,17753.069,17200.882,NA,1182.656,197.109,-100.305,1.005
175,16,10,1904.04,39138.6,54,306,21269.36,19603.577,NA,3516.29,586.048,-68.839,31.466
176,16,11,1798.26,36705.66,59,275,23704.598,21915.87,NA,2435.238,487.048,-92.49,-23.651
177,17,1,15549.66,61035.06,0,416,0,0,NA,NA,NA,NA,NA
178,17,2,15549.66,61035.06,6,467,0,0,NA,0,0,0,NA
179,17,3,16078.56,61352.4,12,279,616.798,616.798,NA,616.798,102.8,30.964,30.964
180,17,4,16078.56,61352.4,18,400,616.798,616.798,NA,0,0,0,-30.964
181,17,5,16078.56,61352.4,24,445,616.798,616.798,NA,0,0,0,0
182,17,6,16078.56,61352.4,30,415,616.798,616.798,NA,0,0,0,0
183,17,7,16078.56,61352.4,36,416,616.798,616.798,NA,0,0,0,0
184,17,8,16078.56,61352.4,42,422,616.798,616.798,NA,0,0,0,0
185,17,9,16078.56,61352.4,48,386,616.798,616.798,NA,0,0,0,0
186,17,10,16078.56,61352.4,54,381,616.798,616.798,NA,0,0,0,0
187,17,11,16078.56,61352.4,59,384,616.798,616.798,NA,0,0,0,0
188,18,1,13962.96,75950.04,0,340,0,0,NA,NA,NA,NA,NA
189,18,2,14174.52,75950.04,6,385,211.56,211.56,NA,211.56,35.26,0,NA
190,18,3,14703.42,75738.48,12,275,781.203,770.09,NA,569.643,94.94,-21.801,-21.801
191,18,4,14703.42,75738.48,18,265,781.203,770.09,NA,0,0,0,21.801
192,18,5,14809.2,75209.58,24,334,1320.577,1124.457,NA,539.374,89.896,-78.69,-78.69
193,18,6,14914.98,74998.02,30,447,1557.108,1346.36,NA,236.531,39.422,-63.435,15.255
194,18,7,15020.76,74998.02,36,437,1662.888,1423.124,NA,105.78,17.63,0,63.435
195,18,8,15338.1,74786.46,42,339,2044.284,1801.368,NA,381.395,63.566,-33.69,-33.69
196,18,9,15443.88,74574.9,48,215,2280.815,2020.924,NA,236.531,39.422,-63.435,-29.745
197,18,10,15867,74151.78,54,169,2879.197,2618.99,NA,598.382,99.73,-45,18.435
198,18,11,15972.78,74363.34,59,173,3115.728,2560.663,NA,236.531,47.306,63.435,108.435
199,19,1,24435.18,72988.2,0,430,0,0,NA,NA,NA,NA,NA
200,19,2,24435.18,72988.2,6,402,0,0,NA,0,0,0,NA
201,19,3,24435.18,72882.42,12,360,105.78,105.78,NA,105.78,17.63,-90,-90
202,19,4,24435.18,72988.2,18,280,211.56,0,NA,105.78,17.63,90,180
203,19,5,24646.74,72882.42,24,190,448.091,236.531,NA,236.531,39.422,-26.565,-116.565
204,19,6,24858.3,72882.42,30,181,659.651,436.142,NA,211.56,35.26,0,26.565
205,19,7,24646.74,72882.42,36,180,871.211,236.531,NA,211.56,35.26,180,180
206,19,8,24329.4,73093.98,42,300,1252.606,149.596,NA,381.395,63.566,146.31,-33.69
207,19,9,24329.4,73093.98,48,288,1252.606,149.596,NA,0,0,0,-146.31
208,19,10,24329.4,73093.98,54,301,1252.606,149.596,NA,0,0,0,0
209,19,11,24329.4,73093.98,59,290,1252.606,149.596,NA,0,0,0,0
210,20,1,29301.06,59236.8,0,291,0,0,NA,NA,NA,NA,NA
211,20,2,29301.06,59236.8,6,307,0,0,NA,0,0,0,NA
212,20,3,29301.06,59236.8,12,294,0,0,NA,0,0,0,0
213,20,4,29301.06,59342.58,18,277,105.78,105.78,NA,105.78,17.63,90,90
214,20,5,29301.06,59342.58,24,260,105.78,105.78,NA,0,0,0,-90
215,20,6,29301.06,59236.8,30,283,211.56,0,NA,105.78,17.63,-90,-90
216,20,7,29301.06,59342.58,36,268,317.34,105.78,NA,105.78,17.63,90,180
217,20,8,29301.06,59236.8,42,266,423.12,0,NA,105.78,17.63,-90,-180
218,20,9,29301.06,59236.8,48,263,423.12,0,NA,0,0,0,90
219,20,10,29301.06,59236.8,54,256,423.12,0,NA,0,0,0,0
220,20,11,29301.06,59131.02,59,263,528.9,105.78,NA,105.78,21.156,-90,-90
