Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
57,6,2,81133.26,54053.58,6,170,105.78,105.78,NA,105.78,17.63,90,NA
58,6,3,81239.04,53947.8,12,168,255.376,105.78,NA,149.596,24.933,-45,-135
59,6,4,81239.04,53842.02,18,179,361.156,149.596,NA,105.78,17.63,-90,-45
60,6,5,81133.26,53842.02,24,179,466.936,105.78,NA,105.78,17.63,180,-90
61,6,6,81027.48,54053.58,30,183,703.467,149.596,NA,236.531,39.422,116.565,-63.435
62,6,7,81027.48,53947.8,36,178,809.247,105.78,NA,105.78,17.63,-90,153.435
63,6,8,81239.04,53947.8,42,175,1020.807,105.78,NA,211.56,35.26,0,90
64,6,9,81133.26,53947.8,48,185,1126.587,0,NA,105.78,17.63,180,180
65,6,10,81239.04,53842.02,54,173,1276.182,149.596,NA,149.596,24.933,-45,135
66,6,11,81027.48,53842.02,59,187,1487.742,149.596,NA,211.56,42.312,180,-135
67,7,1,101548.8,53947.8,0,193,0,0,NA,NA,NA,NA,NA
68,7,2,101337.24,53842.02,6,194,236.531,236.531,NA,236.531,39.422,-153.435,NA
69,7,3,101337.24,53842.02,12,206,236.531,236.531,NA,0,0,0,153.435
70,7,4,101548.8,53842.02,18,184,448.091,105.78,NA,211.56,35.26,0,0
71,7,5,101231.46,53842.02,24,195,765.431,334.506,NA,317.34,52.89,180,180
72,7,6,101231.46,53842.02,30,189,765.431,334.506,NA,0,0,0,-180
73,7,7,101231.46,53842.02,36,204,765.431,334.506,NA,0,0,0,0
74,7,8,101337.24,53947.8,42,196,915.027,211.56,NA,149.596,24.933,45,45
75,7,9,101337.24,53842.02,48,194,1020.807,236.531,NA,105.78,17.63,-90,-135
76,7,10,101231.46,53842.02,54,188,1126.587,334.506,NA,105.78,17.63,180,-90
77,7,11,101443.02,53947.8,59,203,1363.118,105.78,NA,236.531,47.306,26.565,-153.435
78,8,1,108953.4,39984.84,0,201,0,0,NA,NA,NA,NA,NA
79,8,2,109164.96,40090.62,6,331,236.531,236.531,NA,236.531,39.422,26.565,NA
80,8,3,109059.18,40090.62,12,241,342.311,149.596,NA,105.78,17.63,180,153.435
81,8,4,109164.96,39879.06,18,191,578.843,236.531,NA,236.531,39.422,-63.435,116.565
82,8,5,109164.96,40090.62,24,198,790.403,236.531,NA,211.56,35.26,90,153.435
83,8,6,109164.96,40090.62,30,202,790.403,236.531,NA,0,0,0,-90
84,8,7,109270.74,40090.62,36,195,896.183,334.506,NA,105.78,17.63,0,0
85,8,8,109059.18,39984.84,42,186,1132.714,105.78,NA,236.531,39.422,-153.435,-153.435
86,8,9,109059.18,39984.84,48,190,1132.714,105.78,NA,0,0,0,153.435
87,8,10,109164.96,39879.06,54,187,1282.309,236.531,NA,149.596,24.933,-45,-45
88,8,11,109164.96,39984.84,59,186,1388.089,211.56,NA,105.78,21.156,90,135
89,9,1,19780.86,59871.48,0,373,0,0,NA,NA,NA,NA,NA
90,9,2,19357.74,60188.82,6,241,528.9,528.9,NA,528.9,88.15,143.13,NA
91,9,3,18723.06,60294.6,12,310,1172.335,1139.285,NA,643.435,107.239,170.538,27.408
92,9,4,18511.5,60294.6,18,229,1383.895,1338.023,NA,211.56,35.26,180,9.462
93,9,5,17242.14,59236.8,24,263,3036.231,2616.853,NA,1652.336,275.389,-140.194,39.806
94,9,6,15972.78,58496.34,30,273,4505.774,4048.763,NA,1469.543,244.924,-149.744,-9.549
95,9,7,13857.18,56698.08,36,240,7282.373,6720.153,NA,2776.599,462.767,-139.635,10.108
96,9,8,12587.82,56274.96,42,318,8620.396,8042.063,NA,1338.023,223.004,-161.565,-21.93
97,9,9,11741.58,56274.96,48,350,9466.636,8807.098,NA,846.24,141.04,180,-18.435
98,9,10,11106.9,56274.96,54,226,10101.316,9390.023,NA,634.68,105.78,180,0
99,9,11,10578,56169.18,59,226,10640.69,9919.66,NA,539.374,107.875,-168.69,11.31
100,10,1,10154.88,60294.6,0,450,0,0,NA,NA,NA,NA,NA
101,10,2,9731.76,60400.38,6,372,436.142,436.142,NA,436.142,72.69,165.964,NA
102,10,3,9414.42,60506.16,12,283,770.648,770.09,NA,334.506,55.751,161.565,-4.399
103,10,4,9414.42,60611.94,18,210,876.428,805.596,NA,105.78,17.63,90,-71.565
104,10,5,10049.1,60506.16,24,206,1519.862,236.531,NA,643.435,107.239,-9.462,-99.462
105,10,6,9943.32,60717.72,30,201,1756.394,473.063,NA,236.531,39.422,116.565,126.027
106,10,7,9943.32,60717.72,36,205,1756.394,473.063,NA,0,0,0,-116.565
107,10,8,10049.1,60611.94,42,201,1905.989,334.506,NA,149.596,24.933,-45,-45
108,10,9,9943.32,60717.72,48,202,2055.585,473.063,NA,149.596,24.933,135,180
109,10,10,9837.54,60717.72,54,200,2161.365,528.9,NA,105.78,17.63,180,45
110,10,11,10049.1,60506.16,59,187,2460.556,236.531,NA,299.191,59.838,-45,135
111,11,1,39879.06,20838.66,0,411,0,0,NA,NA,NA,NA,NA
112,11,2,39984.84,20732.88,6,180,149.596,149.596,NA,149.596,24.933,-45,NA
113,11,3,39879.06,20944.44,12,170,386.127,105.78,NA,236.531,39.422,116.565,161.565
114,11,4,40090.62,20838.66,18,176,622.658,211.56,NA,236.531,39.422,-26.565,-143.13
115,11,5,39984.84,20944.44,24,187,772.254,149.596,NA,149.596,24.933,135,161.565
116,11,6,39879.06,20838.66,30,185,921.849,0,NA,149.596,24.933,-135,90
117,11,7,39879.06,20838.66,36,186,921.849,0,NA,0,0,0,135
118,11,8,39879.06,20944.44,42,179,1027.629,105.78,NA,105.78,17.63,90,90
