Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
19,19,6,7298.82,8039.28,7686.68,273.123,70978.38,71613.06,71295.72,211.56,30,247,385,285.833,51.561,1027.629,0,975.243,502.485,343.121,NA,NA,NA,NA,105.78,299.191,205.526,77.093,17.63,49.865,34.254,12.849,-63.435,0,-36,23.978,-36.87,45,-4.609,36.538
20,20,5,68757,68862.78,68778.156,47.306,87797.4,87903.18,87860.868,57.938,24,312,382,354.2,29.482,211.56,0,149.596,102.15,61.162,NA,NA,NA,NA,0,105.78,52.89,61.072,0,17.63,8.815,10.179,-90,180,22.5,113.248,-180,90,-60,137.477
21,21,4,80498.58,80604.36,80577.915,52.89,87480.06,87585.84,87532.95,61.072,18,235,313,269.25,32.315,255.376,0,105.78,79.335,52.89,NA,NA,NA,NA,0,149.596,85.125,76.907,0,24.933,14.188,12.818,-135,90,-15,113.248,-135,-90,-112.5,31.82
22,22,10,102606.6,103558.62,103061.454,299.399,91605.48,91817.04,91764.15,74.798,53,293,346,316.7,15.144,1330.341,0,957.879,505.043,299.284,NA,NA,NA,NA,0,334.506,147.816,94.803,0,55.751,25.028,15.648,-161.565,180,67.048,133.027,-180,180,11.25,102.329
23,23,10,118896.72,125137.74,121446.018,2135.749,93721.08,94673.1,94249.98,311.408,53,263,356,309.8,28.58,6650.506,0,6244.605,2655.172,2087.337,NA,NA,NA,NA,236.531,1206.078,738.945,312.46,39.422,241.216,127.624,60.614,-21.801,63.435,8.237,27.982,-26.565,11.31,-9.836,13.455
24,24,10,120906.54,121858.56,121361.394,273.35,100385.22,101019.9,100818.918,189.553,53,306,349,328.2,15.142,1283.005,0,1089.072,521.633,305,NA,NA,NA,NA,0,299.191,142.556,103.468,0,59.838,24.867,19.327,-135,180,-0.903,139.91,-180,135,-36.054,106.586
25,25,9,119954.52,121541.22,120694.98,593.689,59659.92,60506.16,60012.52,377.71,53,278,358,316.222,29.895,1925.975,0,1798.26,830.923,689.259,NA,NA,NA,NA,0,448.787,240.747,167.546,0,74.798,36.592,26.001,0,56.31,17.739,22.619,-42.274,56.31,0,34.064
26,26,10,90653.46,90970.8,90727.506,132.401,55217.16,55534.5,55365.252,102.193,53,256,378,317.6,35.582,915.027,0,448.787,201.093,144.782,NA,NA,NA,NA,0,236.531,101.67,71.8,0,39.422,17.337,12.049,-90,90,-32.048,65.179,-116.565,180,0,99.523
27,27,10,25175.64,26127.66,25651.65,414.961,43158.24,43687.14,43369.8,217.357,53,302,511,422.8,67.616,1581.84,0,975.243,560.4,366.999,NA,NA,NA,NA,0,616.798,175.76,215.337,0,102.8,29.685,35.765,-90,59.036,-15,47.246,-90,90,0,58.02
28,28,10,103664.4,104616.42,104108.676,314.586,59025.24,61458.18,60336.912,802.814,53,250,402,340.3,54.084,3109.882,0,2453.549,1344.714,804.02,NA,NA,NA,NA,149.596,669.011,345.542,175.269,24.933,111.502,58.699,29.071,0,135,74.161,44.327,-108.435,90,1.414,65.285
