Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,84412.44,61140.84,0,288,0,0,NA,NA,NA,NA,NA
2,1,2,84412.44,60929.28,6,310,211.56,211.56,NA,211.56,35.26,-90,NA
3,1,3,84835.56,61246.62,12,331,740.46,436.142,NA,528.9,88.15,36.87,126.87
4,1,4,84835.56,61246.62,18,372,740.46,436.142,NA,0,0,0,-36.87
5,1,5,85258.68,61246.62,24,309,1163.58,852.826,NA,423.12,70.52,0,0
6,1,6,85258.68,61035.06,30,327,1375.14,852.826,NA,211.56,35.26,-90,-90
7,1,7,85470.24,60823.5,36,295,1674.331,1104.376,NA,299.191,49.865,-45,45
8,1,8,85470.24,60611.94,42,354,1885.891,1182.656,NA,211.56,35.26,-90,-45
9,1,9,85999.14,60506.16,48,304,2425.265,1708.928,NA,539.374,89.896,-11.31,78.69
10,1,10,86422.26,60400.38,54,289,2861.407,2141.882,NA,436.142,72.69,-14.036,-2.726
11,1,11,86633.82,60506.16,59,315,3097.939,2310.27,NA,236.531,47.306,26.565,40.601
12,2,1,84412.44,64102.68,0,365,0,0,NA,NA,NA,NA,NA
13,2,2,84624,63679.56,6,296,473.063,473.063,NA,473.063,78.844,-63.435,NA
14,2,3,84835.56,63679.56,12,351,684.623,598.382,NA,211.56,35.26,0,63.435
15,2,4,84941.34,63468,18,376,921.154,826.168,NA,236.531,39.422,-63.435,-63.435
16,2,5,84835.56,63256.44,24,379,1157.685,946.125,NA,236.531,39.422,-116.565,-53.13
17,2,6,84835.56,62833.32,30,317,1580.805,1338.023,NA,423.12,70.52,-90,26.565
18,2,7,84729.78,62621.76,36,371,1817.336,1514.539,NA,236.531,39.422,-116.565,-26.565
19,2,8,84729.78,62621.76,42,388,1817.336,1514.539,NA,0,0,0,116.565
20,2,9,84835.56,62515.98,48,364,1966.932,1642.147,NA,149.596,24.933,-45,-45
21,2,10,84729.78,62198.64,54,324,2301.438,1930.304,NA,334.506,55.751,-108.435,-63.435
22,2,11,84835.56,62304.42,59,380,2451.033,1847.368,NA,149.596,29.919,45,153.435
23,3,1,27925.92,24012.06,0,344,0,0,NA,NA,NA,NA,NA
24,3,2,28772.16,23271.6,6,341,1124.457,1124.457,NA,1124.457,187.409,-41.186,NA
25,3,3,28877.94,22742.7,12,328,1663.831,1586.7,NA,539.374,89.896,-78.69,-37.504
26,3,4,29829.96,22531.14,18,440,2639.075,2412.155,NA,975.243,162.541,-12.529,66.161
27,3,5,29935.74,21684.9,24,648,3491.9,3074.907,NA,852.826,142.138,-82.875,-70.346
28,3,6,29829.96,21156,30,639,4031.274,3432.557,NA,539.374,89.896,-101.31,-18.435
29,3,7,29829.96,21050.22,36,558,4137.054,3521.06,NA,105.78,17.63,-90,11.31
30,3,8,29829.96,21050.22,42,584,4137.054,3521.06,NA,0,0,0,90
31,3,9,29829.96,21050.22,48,586,4137.054,3521.06,NA,0,0,0,0
32,3,10,29724.18,21050.22,54,503,4242.834,3465.001,NA,105.78,17.63,180,180
33,3,11,29724.18,21050.22,59,513,4242.834,3465.001,NA,0,0,0,-180
34,4,1,24540.96,26656.56,0,551,0,0,NA,NA,NA,NA,NA
35,4,2,25281.42,26868.12,6,394,770.09,770.09,NA,770.09,128.348,15.945,NA
36,4,3,25492.98,26868.12,12,400,981.65,975.243,NA,211.56,35.26,0,-15.945
37,4,4,25704.54,26973.9,18,405,1218.181,1206.078,NA,236.531,39.422,26.565,26.565
38,4,5,25916.1,26973.9,24,360,1429.741,1411.281,NA,211.56,35.26,0,-26.565
39,4,6,25810.32,26868.12,30,380,1579.337,1286.869,NA,149.596,24.933,-135,-135
40,4,7,25916.1,26973.9,36,349,1728.932,1411.281,NA,149.596,24.933,45,180
41,4,8,25810.32,26973.9,42,365,1834.712,1308.426,NA,105.78,17.63,180,135
42,4,9,26127.66,27079.68,48,347,2169.218,1642.147,NA,334.506,55.751,18.435,-161.565
43,4,10,26233.44,27079.68,54,369,2274.998,1744.568,NA,105.78,17.63,0,-18.435
44,4,11,26656.56,27185.46,59,279,2711.14,2180.711,NA,436.142,87.228,14.036,14.036
45,5,1,58179,38080.8,0,352,0,0,NA,NA,NA,NA,NA
46,5,2,58179,38080.8,6,330,0,0,NA,0,0,0,NA
47,5,3,58179,38080.8,12,311,0,0,NA,0,0,0,0
48,5,4,57650.1,38292.36,18,309,569.643,569.643,NA,569.643,94.94,158.199,158.199
49,5,5,57544.32,37869.24,24,328,1005.785,669.011,NA,436.142,72.69,-104.036,97.765
50,5,6,57544.32,37763.46,30,355,1111.565,709.594,NA,105.78,17.63,-90,14.036
51,5,7,57226.98,37763.46,36,385,1428.905,1003.517,NA,317.34,52.89,180,-90
52,5,8,56803.86,37657.68,42,420,1865.047,1438.764,NA,436.142,72.69,-165.964,14.036
53,5,9,56169.18,37657.68,48,330,2499.727,2053.876,NA,634.68,105.78,180,-14.036
54,5,10,56380.74,37340.34,54,354,2881.122,1944.742,NA,381.395,63.566,-56.31,123.69
