Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,102712.38,46543.2,0,425,0,0,NA,NA,NA,NA,NA
2,1,2,102712.38,46543.2,6,375,0,0,NA,0,0,0,NA
3,1,3,102712.38,46543.2,12,341,0,0,NA,0,0,0,0
4,2,2,107155.14,43475.58,6,357,0,0,NA,NA,NA,NA,NA
5,2,3,107155.14,43475.58,12,345,0,0,NA,0,0,0,NA
6,2,4,107049.36,43475.58,18,380,105.78,105.78,NA,105.78,17.63,180,180
7,3,1,72882.42,72459.3,0,656,0,0,NA,NA,NA,NA,NA
8,3,2,73199.76,72247.74,6,493,381.395,381.395,NA,381.395,63.566,-33.69,NA
9,3,3,73305.54,71930.4,12,411,715.901,677.322,NA,334.506,55.751,-71.565,-37.875
10,3,4,73834.44,71401.5,18,390,1463.878,1423.124,NA,747.978,124.663,-45,26.565
11,3,5,73834.44,71401.5,24,415,1463.878,1423.124,NA,0,0,0,45
12,3,6,74151.78,71189.94,30,353,1845.274,1795.146,NA,381.395,63.566,-33.69,-33.69
13,3,7,74257.56,71084.16,36,353,1994.869,1944.742,NA,149.596,24.933,-45,-11.31
14,3,8,74786.46,70872.6,42,380,2564.512,2478.505,NA,569.643,94.94,-21.801,23.199
15,3,9,74786.46,70766.82,48,378,2670.292,2547.52,NA,105.78,17.63,-90,-68.199
16,3,10,74892.24,70661.04,54,403,2819.887,2696.871,NA,149.596,24.933,-45,45
17,3,11,74786.46,70661.04,59,375,2925.667,2618.99,NA,105.78,21.156,180,-135
18,4,1,69391.68,66324.06,0,335,0,0,NA,NA,NA,NA,NA
19,4,2,69391.68,66324.06,6,321,0,0,NA,0,0,0,NA
20,4,3,69391.68,66324.06,12,318,0,0,NA,0,0,0,0
21,4,4,69391.68,66324.06,18,301,0,0,NA,0,0,0,0
22,4,5,69391.68,66218.28,24,288,105.78,105.78,NA,105.78,17.63,-90,-90
23,4,6,69391.68,66324.06,30,308,211.56,0,NA,105.78,17.63,90,180
24,4,7,69391.68,66218.28,36,295,317.34,105.78,NA,105.78,17.63,-90,-180
25,4,8,69391.68,66218.28,42,289,317.34,105.78,NA,0,0,0,90
26,4,9,69391.68,66324.06,48,285,423.12,0,NA,105.78,17.63,90,90
27,4,10,69391.68,66324.06,54,274,423.12,0,NA,0,0,0,-90
28,4,11,69391.68,66218.28,59,296,528.9,105.78,NA,105.78,21.156,-90,-90
29,5,1,122493.24,91711.26,0,270,0,0,NA,NA,NA,NA,NA
30,5,2,122493.24,91711.26,6,258,0,0,NA,0,0,0,NA
31,5,3,122387.46,91711.26,12,282,105.78,105.78,NA,105.78,17.63,180,180
32,5,4,122387.46,91817.04,18,347,211.56,149.596,NA,105.78,17.63,90,-90
33,5,5,122387.46,91711.26,24,321,317.34,105.78,NA,105.78,17.63,-90,-180
34,5,6,122387.46,91817.04,30,295,423.12,149.596,NA,105.78,17.63,90,180
35,5,7,122387.46,91817.04,36,299,423.12,149.596,NA,0,0,0,-90
36,5,8,122387.46,91711.26,42,305,528.9,105.78,NA,105.78,17.63,-90,-90
37,5,9,122387.46,91711.26,48,328,528.9,105.78,NA,0,0,0,90
38,5,10,122387.46,91711.26,54,277,528.9,105.78,NA,0,0,0,0
39,5,11,122387.46,91711.26,59,253,528.9,105.78,NA,0,0,0,0
40,6,1,131590.32,73517.1,0,261,0,0,NA,NA,NA,NA,NA
41,6,2,131590.32,73517.1,6,259,0,0,NA,0,0,0,NA
42,7,1,129474.72,74257.56,0,271,0,0,NA,NA,NA,NA,NA
43,7,2,129474.72,74151.78,6,268,105.78,105.78,NA,105.78,17.63,-90,NA
44,7,3,129474.72,74151.78,12,260,105.78,105.78,NA,0,0,0,90
45,8,1,14280.3,30253.08,0,215,0,0,NA,NA,NA,NA,NA
46,8,2,14386.08,30358.86,6,208,149.596,149.596,NA,149.596,24.933,45,NA
47,8,3,14386.08,30253.08,12,208,255.376,105.78,NA,105.78,17.63,-90,-135
48,8,4,14386.08,30464.64,18,206,466.936,236.531,NA,211.56,35.26,90,180
49,8,5,14491.86,30358.86,24,208,616.531,236.531,NA,149.596,24.933,-45,-135
50,8,6,14280.3,30464.64,30,197,853.062,211.56,NA,236.531,39.422,153.435,-161.565
51,8,7,14491.86,30253.08,36,206,1152.253,211.56,NA,299.191,49.865,-45,161.565
52,8,8,14280.3,30253.08,42,204,1363.813,0,NA,211.56,35.26,180,-135
53,8,9,14386.08,30358.86,48,211,1513.409,149.596,NA,149.596,24.933,45,-135
54,8,10,14280.3,30464.64,54,196,1663.004,211.56,NA,149.596,24.933,135,90
55,8,11,14280.3,30253.08,59,199,1874.564,0,NA,211.56,42.312,-90,135
56,9,1,34801.62,41677.32,0,290,0,0,NA,NA,NA,NA,NA
57,9,2,34801.62,41677.32,6,261,0,0,NA,0,0,0,NA
58,9,3,34801.62,41677.32,12,242,0,0,NA,0,0,0,0
59,10,1,32686.02,20627.1,17,390,0,0,NA,NA,NA,NA,NA
60,10,2,32686.02,20627.1,23,382,0,0,NA,0,0,0,NA
61,10,3,32686.02,20627.1,29,323,0,0,NA,0,0,0,0
62,10,4,32686.02,20627.1,35,357,0,0,NA,0,0,0,0
63,10,5,32686.02,20627.1,41,350,0,0,NA,0,0,0,0
64,10,6,32686.02,20627.1,47,334,0,0,NA,0,0,0,0
65,10,7,32686.02,20627.1,53,224,0,0,NA,0,0,0,0
66,10,8,32686.02,20627.1,59,302,0,0,NA,0,0,0,0
67,11,1,25175.64,20521.32,0,335,0,0,NA,NA,NA,NA,NA
68,11,2,25069.86,20521.32,6,363,105.78,105.78,NA,105.78,17.63,180,NA
69,11,3,25069.86,20521.32,12,343,105.78,105.78,NA,0,0,0,-180
70,11,4,25175.64,20521.32,18,317,211.56,0,NA,105.78,17.63,0,0
71,11,5,25175.64,20521.32,24,318,211.56,0,NA,0,0,0,0
72,11,6,25069.86,20521.32,30,316,317.34,105.78,NA,105.78,17.63,180,180
73,11,7,25069.86,20521.32,36,312,317.34,105.78,NA,0,0,0,-180
74,11,8,25069.86,20521.32,42,319,317.34,105.78,NA,0,0,0,0
75,11,9,24964.08,20521.32,48,307,423.12,211.56,NA,105.78,17.63,180,180
76,11,10,25069.86,20521.32,54,307,528.9,105.78,NA,105.78,17.63,0,-180
77,11,11,24964.08,20521.32,59,307,634.68,211.56,NA,105.78,21.156,180,180
78,12,2,98481.18,15549.66,6,304,0,0,NA,NA,NA,NA,NA
79,12,3,98481.18,15549.66,12,275,0,0,NA,0,0,0,NA
80,13,1,114453.96,6558.36,0,309,0,0,NA,NA,NA,NA,NA
81,13,2,114453.96,6558.36,6,319,0,0,NA,0,0,0,NA
82,13,3,114453.96,6664.14,12,287,105.78,105.78,NA,105.78,17.63,90,90
83,13,4,114453.96,6558.36,18,288,211.56,0,NA,105.78,17.63,-90,-180
84,13,5,114453.96,6664.14,24,286,317.34,105.78,NA,105.78,17.63,90,180
85,13,6,114453.96,6664.14,30,274,317.34,105.78,NA,0,0,0,-90
86,13,7,114453.96,6769.92,36,264,423.12,211.56,NA,105.78,17.63,90,90
87,13,8,114453.96,6664.14,42,261,528.9,105.78,NA,105.78,17.63,-90,-180
88,13,9,114453.96,6558.36,48,284,634.68,0,NA,105.78,17.63,-90,0
89,13,10,114453.96,6664.14,54,265,740.46,105.78,NA,105.78,17.63,90,180
90,13,11,114453.96,6769.92,59,211,846.24,211.56,NA,105.78,21.156,90,0
91,14,1,132013.44,4125.42,0,303,0,0,NA,NA,NA,NA,NA
92,14,2,131907.66,4231.2,6,332,149.596,149.596,NA,149.596,24.933,135,NA
93,14,3,131907.66,4125.42,12,313,255.376,105.78,NA,105.78,17.63,-90,135
94,14,4,131907.66,4125.42,18,303,255.376,105.78,NA,0,0,0,90
95,14,5,132013.44,4125.42,24,275,361.156,0,NA,105.78,17.63,0,0
96,14,6,131907.66,4125.42,30,294,466.936,105.78,NA,105.78,17.63,180,180
97,14,7,131907.66,4125.42,36,310,466.936,105.78,NA,0,0,0,-180
98,14,8,131907.66,4125.42,42,295,466.936,105.78,NA,0,0,0,0
99,14,9,131907.66,4125.42,48,297,466.936,105.78,NA,0,0,0,0
100,14,10,131907.66,4125.42,54,271,466.936,105.78,NA,0,0,0,0
101,14,11,131907.66,4125.42,59,282,466.936,105.78,NA,0,0,0,0
102,15,1,131061.42,55957.62,0,248,0,0,NA,NA,NA,NA,NA
103,15,2,131061.42,55957.62,6,259,0,0,NA,0,0,0,NA
104,15,3,131061.42,55957.62,12,255,0,0,NA,0,0,0,0
105,15,4,131061.42,55957.62,18,241,0,0,NA,0,0,0,0
106,15,5,131061.42,55957.62,24,231,0,0,NA,0,0,0,0
107,15,6,131061.42,55957.62,30,238,0,0,NA,0,0,0,0
108,15,7,131061.42,55957.62,36,240,0,0,NA,0,0,0,0
109,15,8,131061.42,55957.62,42,235,0,0,NA,0,0,0,0
110,15,9,131061.42,55957.62,48,242,0,0,NA,0,0,0,0
111,15,10,131061.42,55957.62,54,229,0,0,NA,0,0,0,0
112,15,11,131061.42,55957.62,59,214,0,0,NA,0,0,0,0
113,16,1,78594.54,19251.96,0,484,0,0,NA,NA,NA,NA,NA
114,16,2,78488.76,19251.96,6,450,105.78,105.78,NA,105.78,17.63,180,NA
115,16,3,78700.32,19251.96,12,400,317.34,105.78,NA,211.56,35.26,0,-180
116,16,4,78700.32,19251.96,18,393,317.34,105.78,NA,0,0,0,0
117,16,5,78382.98,19251.96,24,298,634.68,211.56,NA,317.34,52.89,180,180
118,16,6,78277.2,19251.96,30,276,740.46,317.34,NA,105.78,17.63,180,0
119,16,7,78382.98,19251.96,36,299,846.24,211.56,NA,105.78,17.63,0,-180
120,16,8,78277.2,19251.96,42,292,952.02,317.34,NA,105.78,17.63,180,180
121,16,9,78277.2,19251.96,48,304,952.02,317.34,NA,0,0,0,-180
122,16,10,78277.2,19251.96,54,286,952.02,317.34,NA,0,0,0,0
123,16,11,78382.98,19251.96,59,285,1057.8,211.56,NA,105.78,21.156,0,0
124,17,1,78488.76,28983.72,0,438,0,0,NA,NA,NA,NA,NA
125,17,2,78277.2,28983.72,6,424,211.56,211.56,NA,211.56,35.26,180,NA
126,17,3,78277.2,28983.72,12,395,211.56,211.56,NA,0,0,0,-180
127,17,4,78382.98,28983.72,18,393,317.34,105.78,NA,105.78,17.63,0,0
128,17,5,78277.2,28983.72,24,390,423.12,211.56,NA,105.78,17.63,180,180
129,17,6,78277.2,28983.72,30,383,423.12,211.56,NA,0,0,0,-180
130,17,7,78488.76,28983.72,36,357,634.68,0,NA,211.56,35.26,0,0
131,17,8,78277.2,28983.72,42,381,846.24,211.56,NA,211.56,35.26,180,180
132,17,9,78382.98,28983.72,48,383,952.02,105.78,NA,105.78,17.63,0,-180
133,17,10,78277.2,28983.72,54,363,1057.8,211.56,NA,105.78,17.63,180,180
134,17,11,78277.2,28983.72,59,357,1057.8,211.56,NA,0,0,0,-180
135,18,1,82296.84,37023,0,268,0,0,NA,NA,NA,NA,NA
136,18,2,82296.84,37023,6,230,0,0,NA,0,0,0,NA
137,18,3,82296.84,37023,12,229,0,0,NA,0,0,0,0
