Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
11,11,11,64314.24,73622.88,69420.529,3538.84,38292.36,47389.44,44417.984,2799.657,59,116,160,138.818,14.275,15957.886,0,11763.954,4700.513,4090.991,NA,NA,NA,NA,105.78,3222.386,1595.789,1025.666,17.63,644.477,276.706,191.955,-165.964,176.987,-30.02,134.254,-22.521,165.964,45.863,68.61
12,12,11,60083.04,67910.76,64429.636,2862.89,36705.66,49399.26,43235.171,5369.852,59,114,141,122.273,7.444,17309.928,0,14643.941,7555.512,5711.587,NA,NA,NA,NA,105.78,3987.499,1730.993,1310.405,17.63,664.583,290.398,216.606,-108.435,90,-35.399,60.242,-176.309,56.31,-6.734,73.69
13,13,11,70343.7,88114.74,78354.131,5329.484,30464.64,38503.92,34186.173,3147.49,59,113,153,130.364,11.578,22177.131,0,19461.508,8889.491,6029.052,NA,NA,NA,NA,334.506,4778.868,2217.713,1358.104,55.751,796.478,380.908,239.575,-18.435,96.34,28.65,36.51,-57.051,79.389,2.247,37.998
14,14,11,92451.72,102077.7,95009.673,3476.549,23906.28,25704.54,24444.796,601.096,59,119,149,135.818,9.304,10723.886,0,9792.509,7180.31,3526.122,NA,NA,NA,NA,105.78,2969.386,1072.389,1196.882,17.63,494.898,179.23,199.059,-175.914,180,-50.363,130.514,-153.435,169.695,-16.096,104.351
15,15,11,115617.54,122493.24,117560.045,2362.602,22425.36,24540.96,23646.638,757.437,59,113,139,121.182,8.67,8806.909,0,6956.593,4989.617,2359.903,NA,NA,NA,NA,0,2126.152,880.691,805.465,0,354.359,147.57,133.565,-165.964,180,66.929,127.333,-50.194,165.964,33.586,74.001
16,16,11,106837.8,113501.94,111347.875,2393.188,10578,13751.4,11270.378,1019.407,59,114,149,129.727,13.587,7855.466,0,7250.368,5175.699,2538.85,NA,NA,NA,NA,0,2283.476,785.547,853.926,0,380.579,132.823,141.914,-60.945,21.801,-10.112,24.675,-20.709,41.292,6.893,19.232
17,17,11,98692.74,116358,106030.025,5761.52,5817.9,8568.18,7279.587,901.079,59,114,139,126.364,9.244,19138.568,0,17767.577,7399.019,5800.104,NA,NA,NA,NA,105.78,4449.052,1913.857,1667.132,17.63,741.509,326.456,280.495,-28.393,135,33.679,62.186,-67.751,135,2.16,57.977
18,18,11,111280.56,123868.38,119973.753,4643.204,28454.82,33849.6,31599.371,1460.447,59,115,192,136.364,22.25,16595.309,0,12764.364,9481.867,4336.087,NA,NA,NA,NA,105.78,3579.368,1659.531,1404.971,17.63,596.561,277.86,232.908,-135,63.435,-22.536,55.953,-74.745,135,-10.792,65.186
19,19,11,74151.78,88008.96,79190.755,4448.618,55322.94,77325.18,65497.053,7629.784,59,113,147,129.182,10.265,27080.687,0,26002.308,11387.891,8783.254,NA,NA,NA,NA,747.978,5061.99,2708.069,1443.04,124.663,903.785,466.408,264.981,32.574,90,64.612,19.134,-26.03,46.548,-5.477,23.204
20,20,11,41677.32,63044.88,51591.791,7796.796,88855.2,97211.82,92461.336,3116.996,59,113,154,131.273,14.492,28274.6,0,21393.727,12718.822,7200.728,NA,NA,NA,NA,236.531,4447.794,2827.46,1396.79,39.422,741.299,476.23,228.001,-175.711,157.521,-3.981,149.596,-49.044,30.964,-11.881,26.482
