Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
1,1,11,32897.58,48235.68,39917.525,4510.316,46966.32,59765.7,54611.329,4235.981,59,117,166,142.636,20.181,21577.18,0,19977.023,10411.385,6127.662,NA,NA,NA,NA,473.063,3469.842,2157.718,990.516,78.844,682.916,371.002,183.976,10.491,93.576,43.691,24.275,-38.568,53.771,-4.027,27.928
2,2,11,20098.2,25598.76,23127.355,1857.801,44004.48,56380.74,49399.26,4687.856,59,130,165,145.727,10.817,17584.042,0,12593.152,5760.222,4618.906,NA,NA,NA,NA,105.78,4316.291,1758.404,1445.095,17.63,719.382,296.26,239.089,0,180,78.016,63.038,-85.914,175.914,9.296,76.28
3,3,11,38398.14,49610.82,44014.096,3651.312,34272.72,46437.42,41215.735,4193.553,59,126,164,141.545,12.856,17039.01,0,16544.006,7706.292,5502.526,NA,NA,NA,NA,436.142,2980.669,1703.901,861.047,72.69,496.778,290.766,147.938,-63.435,-14.036,-43.218,16.717,-27.897,22.834,-2.804,16.888
4,4,3,10895.34,15443.88,13010.94,2290.815,59448.36,61035.06,60118.3,821.641,11,127,146,137,9.539,4833.663,0,4817.347,2601.214,2431.65,NA,NA,NA,NA,1847.368,2986.295,2416.832,805.343,369.474,497.716,433.595,90.681,-166.759,-157.068,-161.914,6.853,-9.692,-9.692,-9.692,NA
5,5,11,2644.5,15549.66,10664.547,4417.71,36494.1,49822.38,43148.624,5112.897,59,112,169,138.182,17.325,23793.113,0,18552.256,10556.536,6543.667,NA,NA,NA,NA,381.395,4264.128,2379.311,1213.601,63.566,710.688,402.546,199.953,-82.875,146.31,-9.336,75.452,-163.791,44.078,-27.78,73.483
6,6,11,18194.16,31099.32,27041.215,4435.014,15761.22,31628.22,21146.384,4974.687,59,117,158,131.909,11.853,28999.062,0,16141.071,11262.155,5428.057,NA,NA,NA,NA,997.927,4907.098,2899.906,1044.464,166.321,817.85,492.653,175.589,-172.875,169.114,-22.239,125.415,-51.282,28.92,-13.38,30.198
7,7,11,74680.68,103135.5,91191.976,10278.796,23377.38,35436.3,30656.967,3814.192,59,113,140,126.636,11.681,39055.955,0,28467.401,16987.703,10344.338,NA,NA,NA,NA,2157.497,6223.065,3905.595,1304.027,388.26,1037.178,658.124,207.597,-103.325,31.799,-18.962,50.896,-48.597,38.989,-13.582,31.615
8,8,11,103664.4,113925.06,108722.607,3548.858,13857.18,23377.38,19175.029,2647.921,59,108,131,119.182,8.256,15342.928,0,13996.977,6615.259,4363.233,NA,NA,NA,NA,211.56,3726.4,1534.293,1226.103,35.26,621.067,265.084,216.946,-71.565,180,-20.508,73.836,-161.565,123.69,-1.956,77.02
9,9,11,73093.98,81767.94,79238.836,3269.425,10049.1,12164.7,11212.68,639.947,59,115,151,128.364,11.69,10399.866,0,8676.54,6181.68,3272.636,NA,NA,NA,NA,105.78,3489.137,1039.987,1130.74,17.63,581.523,174.12,187.85,-153.435,90,-18.381,69.958,-116.565,123.69,22.952,72.606
10,10,11,53736.24,61035.06,57890.509,2582.458,31839.78,39561.72,35340.136,2565.227,59,113,158,127,13.993,11412.42,0,10625.494,5306.605,3571.329,NA,NA,NA,NA,236.531,2223.897,1141.242,689.162,39.422,370.65,192.774,113.604,-164.055,-26.565,-124.223,39.033,-117.181,108.435,-7.325,59.125
