Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
1,1,11,55322.94,72247.74,63054.496,6169.696,33003.36,39455.94,34897.784,2340.801,59,113,163,136.636,16.305,19907.296,0,17796.208,7924.551,6418.546,NA,NA,NA,NA,334.506,3139.724,1990.73,1063.809,55.751,523.287,336.922,175.621,-14.621,57.381,15.773,23.59,-41.435,28.939,0.515,25.72
2,2,11,74046,81873.72,77469.425,2813.141,30676.2,39032.82,33541.876,2890.894,59,122,161,139.818,10.137,12132.595,0,11373.195,4458.94,3958.69,NA,NA,NA,NA,105.78,1874.426,1213.259,714.371,17.63,374.885,208.458,126.87,-26.565,73.61,32.499,32.353,-29.745,60.255,11.131,28.524
3,3,11,80392.8,90124.56,87230.035,3357.169,7616.16,23800.5,15030.376,6108.638,59,117,160,140.545,14.652,25812.177,0,17141.583,10682.009,5912.734,NA,NA,NA,NA,957.879,3739.888,2581.218,887.504,159.646,623.315,438.502,149.289,9.462,167.735,78.146,52.586,-6.34,43.21,17.586,16.967
4,4,11,53313.12,61987.08,56217.262,3288.164,3702.3,12799.38,9895.238,3542.087,59,113,169,130.273,16.224,14061.095,0,12569.584,4161.502,4781.566,NA,NA,NA,NA,0,4340.848,1406.109,1635.327,0,723.475,235.057,271.991,-130.601,180,-20.398,79.952,-133.025,62.403,-17.048,64.7
5,5,10,38715.48,50985.96,43380.378,4352.989,2432.94,3913.86,3152.244,493.136,54,115,160,134.3,17.77,12882.209,0,12325.526,4750.691,4343.851,NA,NA,NA,NA,299.191,2283.476,1431.357,804.814,49.865,380.579,238.559,134.136,-25.017,45,10.963,21.165,-30.964,45,-1.459,28.17
6,6,11,20627.1,32157.12,26464.233,4486.074,24964.08,32474.46,27800.907,2662.135,59,124,164,148,13.587,15419.497,0,13060.725,7595.495,5025.611,NA,NA,NA,NA,149.596,3224.122,1541.95,886.511,29.919,537.354,257.49,146.887,-66.801,45,-18.899,42.276,-20.772,61.28,12.422,23.158
7,7,11,29512.62,32474.46,30099.218,947.736,20838.66,30147.3,26695.025,3047.592,59,116,171,153.273,15.285,10347.505,0,9768.484,3521.386,3167.708,NA,NA,NA,NA,149.596,2231.432,1034.751,641.601,24.933,446.286,179.897,123.631,-95.711,135,-54.93,67.918,-143.13,153.435,2.589,75.471
8,8,11,28560.6,43158.24,35753.64,5104.036,59871.48,62727.54,61160.073,954.155,59,133,164,148.455,9.751,15307.43,0,14683.62,7469.398,5089.382,NA,NA,NA,NA,872.284,2139.268,1530.743,374.653,145.381,356.545,259.066,59.55,-172.875,171.87,66.053,158.665,-20.947,18.306,-2.705,15.338
9,9,11,34378.5,39879.06,36705.66,1675.203,55640.28,60506.16,57986.673,1778.752,54,125,174,158.273,14.492,12407.625,0,6190.616,4133.116,2076.772,NA,NA,NA,NA,677.322,2278.571,1240.762,538.397,112.887,1473.345,337.168,413.278,-158.962,172.875,78.563,104.791,-70.278,179.236,3.681,73.862
10,10,11,116992.68,120166.08,118117.795,1114.735,25704.54,37975.02,30378.093,4072.411,59,121,154,137.091,10.034,13081.344,0,12674.192,4815.676,4211.429,NA,NA,NA,NA,334.506,2676.046,1308.134,764.974,55.751,446.008,224.408,134.536,55.305,108.435,79.991,18.092,-45,38.991,1.58,27.144
11,11,11,65160.48,76796.28,70507.178,3938.473,70026.36,81133.26,74680.68,4155.687,59,117,151,135.636,9.862,16949.469,0,16085.866,7144.697,5648.433,NA,NA,NA,NA,826.168,4199.346,1694.947,1068.053,142.138,699.891,285.245,175.718,14.036,82.875,45.095,23.348,-40.815,56.602,2.863,27.449
12,12,8,45273.84,54899.82,51713.198,3736.654,83460.42,91605.48,87017.273,3039.055,42,122,186,144.375,18.958,14895.605,0,12080.243,7212.52,4419.558,NA,NA,NA,NA,1338.023,3642.889,2127.944,913.259,223.004,607.148,354.657,152.21,-23.962,90,44.957,41.35,-32.651,45.744,18.994,29.439
