Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,55322.94,33955.38,0,116,0,0,NA,NA,NA,NA,NA
2,1,2,55851.84,34061.16,6,113,539.374,539.374,NA,539.374,89.896,11.31,NA
3,1,3,56169.18,34166.94,12,149,873.88,872.284,NA,334.506,55.751,18.435,7.125
4,1,4,58602.12,33532.26,18,134,3388.242,3306.365,NA,2514.362,419.06,-14.621,-33.056
5,1,5,61458.18,33003.36,24,142,6292.861,6208.664,NA,2904.619,484.103,-10.491,4.129
6,1,6,62410.2,33214.92,30,155,7268.105,7125.836,NA,975.243,162.541,12.529,23.02
7,1,7,64631.58,33003.36,36,135,9499.536,9357.196,NA,2231.432,371.905,-5.44,-17.969
8,1,8,67064.52,34061.16,42,163,12152.485,11742.056,NA,2652.949,442.158,23.499,28.939
9,1,9,69074.34,36388.32,48,125,15227.392,13964.963,NA,3074.907,512.484,49.185,25.686
10,1,10,70766.82,39032.82,54,123,18367.116,16257.116,NA,3139.724,523.287,57.381,8.196
11,1,11,72247.74,39455.94,59,148,19907.296,17796.208,NA,1540.18,308.036,15.945,-41.435
12,2,1,74046,30781.98,0,145,0,0,NA,NA,NA,NA,NA
13,2,2,74257.56,30676.2,6,142,236.531,236.531,NA,236.531,39.422,-26.565,NA
14,2,3,74363.34,30676.2,12,128,342.311,334.506,NA,105.78,17.63,0,26.565
15,2,4,75950.04,31522.44,18,144,2140.571,2042.951,NA,1798.26,299.71,28.072,28.072
16,2,5,76373.16,31522.44,24,161,2563.691,2442.121,NA,423.12,70.52,0,-28.072
17,2,6,77219.4,33003.36,30,142,4269.343,3873.628,NA,1705.651,284.275,60.255,60.255
18,2,7,77642.52,33849.6,36,122,5215.468,4727.076,NA,946.125,157.688,63.435,3.18
19,2,8,78911.88,34695.84,42,141,6741.048,6244.605,NA,1525.581,254.263,33.69,-29.745
20,2,9,80181.24,35965.2,48,139,8536.195,8031.621,NA,1795.146,299.191,45,11.31
21,2,10,81344.82,37234.56,54,142,10258.168,9742.103,NA,1721.974,286.996,47.49,2.49
22,2,11,81873.72,39032.82,59,132,12132.595,11373.195,NA,1874.426,374.885,73.61,26.121
23,3,1,80392.8,7616.16,0,153,0,0,NA,NA,NA,NA,NA
24,3,2,82931.52,8039.28,6,117,2573.738,2573.738,NA,2573.738,428.956,9.462,NA
25,3,3,85470.24,8779.74,12,160,5218.238,5209.061,NA,2644.5,440.75,16.26,6.798
26,3,4,88749.42,10154.88,18,160,8774.083,8733.739,NA,3555.845,592.641,22.751,6.491
27,3,5,90018.78,12164.7,24,131,11151.193,10646.535,NA,2377.11,396.185,57.724,34.973
28,3,6,90018.78,15549.66,30,119,14536.153,12473.969,NA,3384.96,564.16,90,32.276
29,3,7,90124.56,16501.68,36,141,15494.032,13177.998,NA,957.879,159.646,83.66,-6.34
30,3,8,90018.78,17876.82,42,134,16873.234,14069.138,NA,1379.202,229.867,94.399,10.739
31,3,9,89489.88,21579.12,48,138,20613.122,16664.967,NA,3739.888,623.315,98.13,3.731
32,3,10,87374.28,23271.6,54,145,23322.412,17141.583,NA,2709.29,451.548,141.34,43.21
33,3,11,84941.34,23800.5,59,148,25812.177,16811.368,NA,2489.766,497.953,167.735,26.395
34,4,1,53313.12,12799.38,0,126,0,0,NA,NA,NA,NA,NA
35,4,2,53947.8,12482.04,6,118,709.594,709.594,NA,709.594,118.266,-26.565,NA
36,4,3,54265.14,12482.04,12,123,1026.934,1003.517,NA,317.34,52.89,0,26.565
37,4,4,54265.14,12482.04,18,116,1026.934,1003.517,NA,0,0,0,0
38,4,5,54476.7,12376.26,24,113,1263.465,1238.123,NA,236.531,39.422,-26.565,-26.565
39,4,6,53842.02,11635.8,30,126,2238.708,1278.145,NA,975.243,162.541,-130.601,-104.036
40,4,7,54053.58,11106.9,36,169,2808.351,1847.368,NA,569.643,94.94,-68.199,62.403
41,4,8,57438.54,9202.86,42,142,6692.077,5473.029,NA,3883.725,647.288,-29.358,38.841
42,4,9,59025.24,6875.7,48,143,9508.686,8229.113,NA,2816.61,469.435,-55.713,-26.355
43,4,10,61987.08,3702.3,54,135,13849.535,12569.584,NA,4340.848,723.475,-46.975,8.738
44,4,11,61775.52,3702.3,59,122,14061.095,12424.535,NA,211.56,42.312,180,-133.025
45,5,1,38715.48,2432.94,5,158,0,0,NA,NA,NA,NA,NA
46,5,2,39244.38,2750.28,11,116,616.798,616.798,NA,616.798,102.8,30.964,NA
47,5,3,39879.06,2750.28,17,115,1251.478,1206.078,NA,634.68,105.78,0,-30.964
48,5,4,40090.62,2961.84,23,116,1550.669,1473.345,NA,299.191,49.865,45,45
49,5,5,40936.86,3279.18,29,152,2454.454,2377.11,NA,903.785,150.631,20.556,-24.444
50,5,6,43158.24,3808.08,35,136,4737.93,4650.712,NA,2283.476,380.579,13.392,-7.164
51,5,7,45168.06,3913.86,41,132,6750.532,6620.341,NA,2012.602,335.434,3.013,-10.38
52,5,8,46754.76,3173.4,47,160,8501.503,8073.308,NA,1750.971,291.828,-25.017,-28.03
53,5,9,48870.36,2856.06,53,119,10640.771,10163.691,NA,2139.268,356.545,-8.531,16.486
54,5,10,50985.96,3596.52,59,139,12882.209,12325.526,NA,2241.438,373.573,19.29,27.821
55,6,1,20627.1,32474.46,0,164,0,0,NA,NA,NA,NA,NA
56,6,2,20944.44,31734,6,150,805.596,805.596,NA,805.596,134.266,-66.801,NA
57,6,3,21473.34,30676.2,12,157,1988.253,1987.426,NA,1182.656,197.109,-63.435,3.366
58,6,4,23588.94,28243.26,18,155,5212.374,5164.838,NA,3224.122,537.354,-48.991,14.444
59,6,5,24964.08,27608.58,24,135,6726.914,6518.143,NA,1514.539,252.423,-24.775,24.216
60,6,6,26445,26550.78,30,155,8546.822,8302.888,NA,1819.908,303.318,-35.538,-10.763
61,6,7,27502.8,24964.08,36,152,10453.798,10182.39,NA,1906.976,317.829,-56.31,-20.772
62,6,8,29935.74,25175.64,42,154,12895.919,11828.929,NA,2442.121,407.02,4.97,61.28
63,6,9,31416.66,25810.32,48,157,14507.111,12681.694,NA,1611.193,268.532,23.199,18.229
64,6,10,32051.34,26233.44,54,125,15269.902,13017.818,NA,762.79,127.132,33.69,10.491
65,6,11,32157.12,26339.22,59,124,15419.497,13060.725,NA,149.596,29.919,45,11.31
66,7,1,29512.62,30147.3,0,153,0,0,NA,NA,NA,NA,NA
67,7,2,29618.4,29406.84,6,116,747.978,747.978,NA,747.978,124.663,-81.87,NA
68,7,3,29512.62,29512.62,12,143,897.573,634.68,NA,149.596,24.933,135,-143.13
69,7,4,29618.4,29195.28,18,152,1232.079,957.879,NA,334.506,55.751,-71.565,153.435
70,7,5,29512.62,28137.48,24,166,2295.155,2009.82,NA,1063.076,177.179,-95.711,-24.146
71,7,6,29724.18,27291.24,30,153,3167.439,2863.885,NA,872.284,145.381,-75.964,19.747
72,7,7,29724.18,26550.78,36,160,3907.899,3602.737,NA,740.46,123.41,-90,-14.036
73,7,8,29829.96,25492.98,42,171,4970.975,4665.126,NA,1063.076,177.179,-84.289,5.711
74,7,9,30253.08,24329.4,48,163,6209.098,5864.831,NA,1238.123,206.354,-70.017,14.273
75,7,10,31310.88,22742.7,54,165,8116.074,7619.832,NA,1906.976,317.829,-56.31,13.707
76,7,11,32474.46,20838.66,59,144,10347.505,9768.484,NA,2231.432,446.286,-58.57,-2.261
77,8,1,43158.24,61140.84,0,139,0,0,NA,NA,NA,NA,NA
78,8,2,42312,60929.28,6,155,872.284,872.284,NA,872.284,145.381,-165.964,NA
79,8,3,40725.3,60083.04,12,160,2670.544,2652.949,NA,1798.26,299.71,-151.928,14.036
80,8,4,39032.82,59871.48,18,144,4376.195,4316.291,NA,1705.651,284.275,-172.875,-20.947
81,8,5,36917.22,60188.82,24,154,6515.464,6313.214,NA,2139.268,356.545,171.469,-15.656
82,8,6,35436.3,60717.72,30,164,8087.996,7733.524,NA,1572.533,262.089,160.346,-11.123
83,8,7,34166.94,61035.06,36,145,9396.423,8991.922,NA,1308.426,218.071,165.964,5.618
84,8,8,32368.68,61669.74,42,138,11303.399,10802.515,NA,1906.976,317.829,160.56,-5.404
85,8,9,30887.76,61881.3,48,154,12799.354,12292.801,NA,1495.955,249.326,171.87,11.31
86,8,10,29724.18,62515.98,54,147,14124.773,13504.258,NA,1325.42,220.903,151.39,-20.48
87,8,11,28560.6,62727.54,59,133,15307.43,14683.62,NA,1182.656,236.531,169.695,18.306
88,9,1,39879.06,55640.28,0,164,0,0,NA,NA,NA,NA,NA
89,9,2,38398.14,55957.62,6,158,1514.539,1514.539,NA,1514.539,252.423,167.905,NA
90,9,3,37657.68,56063.4,12,157,2262.517,2261.318,NA,747.978,124.663,171.87,3.965
91,9,4,36705.66,56803.86,18,125,3468.594,3379.998,NA,1206.078,201.013,142.125,-29.745
92,9,5,35859.42,56909.64,24,161,4321.42,4215.303,NA,852.826,142.138,172.875,30.75
93,9,6,34378.5,58073.22,30,140,6204.779,6014.595,NA,1883.359,313.893,141.843,-31.032
94,9,7,34695.84,59025.24,36,162,7208.296,6190.616,NA,1003.517,167.253,71.565,-70.278
95,9,8,35436.3,59236.8,42,157,7978.386,5716.036,NA,770.09,128.348,15.945,-55.62
96,9,9,35965.2,59659.92,48,173,8655.709,5610.33,NA,677.322,112.887,38.66,22.714
97,9,11,38080.8,60506.16,53,174,10934.28,5187.536,NA,2278.571,455.714,21.801,-16.858
98,9,10,36705.66,59977.26,54,170,12407.625,5373.999,NA,1473.345,1473.345,-158.962,179.236
99,10,1,116992.68,25704.54,0,137,0,0,NA,NA,NA,NA,NA
100,10,2,117310.02,26550.78,6,154,903.785,903.785,NA,903.785,150.631,69.444,NA
101,10,3,117204.24,26868.12,12,127,1238.29,1182.656,NA,334.506,55.751,108.435,38.991
102,10,4,117627.36,27714.36,18,148,2184.416,2107.652,NA,946.125,157.688,63.435,-45
103,10,5,117733.14,28349.04,24,128,2827.85,2746.209,NA,643.435,107.239,80.538,17.103
104,10,6,117627.36,28772.16,30,138,3263.992,3132.589,NA,436.142,72.69,104.036,23.499
105,10,7,117415.8,30464.64,36,134,4969.644,4778.868,NA,1705.651,284.275,97.125,-6.911
106,10,8,118156.26,32157.12,42,121,6817.012,6556.654,NA,1847.368,307.895,66.371,-30.754
107,10,9,119108.28,33532.26,48,132,8489.54,8108.573,NA,1672.529,278.755,55.305,-11.066
108,10,10,119954.52,36070.98,54,142,11165.586,10781.26,NA,2676.046,446.008,71.565,16.26
109,10,11,120166.08,37975.02,59,147,13081.344,12674.192,NA,1915.757,383.151,83.66,12.095
110,11,1,65160.48,70026.36,0,133,0,0,NA,NA,NA,NA,NA
111,11,2,66852.96,70449.48,6,145,1744.568,1744.568,NA,1744.568,290.761,14.036,NA
112,11,3,67910.76,70766.82,12,140,2848.944,2848.214,NA,1104.376,184.063,16.699,2.663
113,11,4,68228.1,71824.62,18,135,3953.32,3555.845,NA,1104.376,184.063,73.301,56.602
114,11,5,68333.88,72670.86,24,151,4806.145,4130.841,NA,852.826,142.138,82.875,9.574
115,11,6,68757,73517.1,30,135,5752.27,5012.008,NA,946.125,157.688,63.435,-19.44
116,11,7,70026.36,74046,36,132,7127.41,6311.442,NA,1375.14,229.19,22.62,-40.815
117,11,8,72776.64,77219.4,42,144,11326.757,10475.959,NA,4199.346,699.891,49.086,26.466
118,11,9,74574.9,79229.22,48,122,14023.628,13165.255,NA,2696.871,449.479,48.18,-0.906
119,11,10,76161.6,80604.36,54,117,16123.301,15261.675,NA,2099.673,349.946,40.914,-7.265
120,11,11,76796.28,81133.26,59,138,16949.469,16085.866,NA,826.168,165.234,39.806,-1.109
121,12,1,45273.84,84306.66,0,149,0,0,NA,NA,NA,NA,NA
122,12,2,47177.88,83460.42,6,186,2083.624,2083.624,NA,2083.624,347.271,-23.962,NA
123,12,3,50139.72,84306.66,12,145,5163.984,4865.88,NA,3080.36,513.393,15.945,39.908
124,12,4,53418.9,85893.36,18,136,8806.873,8298.17,NA,3642.889,607.148,25.821,9.876
125,12,5,53842.02,87162.72,24,147,10144.896,9031.655,NA,1338.023,223.004,71.565,45.744
126,12,6,54053.58,89172.54,30,137,12165.82,10037.959,NA,2020.924,336.821,83.991,12.426
127,12,7,54899.82,90230.34,36,122,13520.465,11302.631,NA,1354.645,225.774,51.34,-32.651
128,12,8,54899.82,91605.48,42,133,14895.605,12080.243,NA,1375.14,229.19,90,38.66
