Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
56,6,1,74469.12,41359.98,0,130,0,0,NA,NA,NA,NA,NA
57,6,2,74257.56,41359.98,6,131,211.56,211.56,NA,211.56,35.26,180,NA
58,6,3,74257.56,41465.76,12,123,317.34,236.531,NA,105.78,17.63,90,-90
59,6,4,74363.34,41359.98,18,121,466.936,105.78,NA,149.596,24.933,-45,-135
60,6,5,74469.12,41359.98,24,126,572.716,0,NA,105.78,17.63,0,45
61,6,6,74257.56,41359.98,30,130,784.276,211.56,NA,211.56,35.26,180,180
62,6,7,74257.56,41465.76,36,126,890.056,236.531,NA,105.78,17.63,90,-90
63,6,8,74257.56,41359.98,42,124,995.836,211.56,NA,105.78,17.63,-90,-180
64,6,9,74363.34,41571.54,48,120,1232.367,236.531,NA,236.531,39.422,63.435,153.435
65,6,10,74469.12,41571.54,54,118,1338.147,211.56,NA,105.78,17.63,0,-63.435
66,6,11,74363.34,41359.98,59,123,1574.678,105.78,NA,236.531,47.306,-116.565,-116.565
67,7,1,61246.62,54053.58,0,146,0,0,NA,NA,NA,NA,NA
68,7,2,61140.84,54053.58,6,152,105.78,105.78,NA,105.78,17.63,180,NA
69,7,3,61246.62,53947.8,12,157,255.376,105.78,NA,149.596,24.933,-45,135
70,7,4,61246.62,54053.58,18,143,361.156,0,NA,105.78,17.63,90,135
71,7,5,61246.62,54159.36,24,152,466.936,105.78,NA,105.78,17.63,90,0
72,7,6,61246.62,54053.58,30,148,572.716,0,NA,105.78,17.63,-90,-180
73,7,7,61246.62,53947.8,36,154,678.496,105.78,NA,105.78,17.63,-90,0
74,7,8,61246.62,54053.58,42,150,784.276,0,NA,105.78,17.63,90,180
75,7,9,61246.62,53947.8,48,136,890.056,105.78,NA,105.78,17.63,-90,-180
76,7,10,61246.62,54053.58,54,143,995.836,0,NA,105.78,17.63,90,180
77,7,11,61246.62,54053.58,59,145,995.836,0,NA,0,0,0,-90
78,8,1,88432.08,41254.2,0,136,0,0,NA,NA,NA,NA,NA
79,8,2,88537.86,41254.2,6,137,105.78,105.78,NA,105.78,17.63,0,NA
80,8,3,88537.86,41254.2,12,134,105.78,105.78,NA,0,0,0,0
81,8,4,88432.08,41254.2,18,148,211.56,0,NA,105.78,17.63,180,180
82,8,5,88537.86,41254.2,24,137,317.34,105.78,NA,105.78,17.63,0,-180
83,8,6,88643.64,41254.2,30,147,423.12,211.56,NA,105.78,17.63,0,0
84,8,7,88432.08,41254.2,36,137,634.68,0,NA,211.56,35.26,180,180
85,8,8,88537.86,41254.2,42,144,740.46,105.78,NA,105.78,17.63,0,-180
86,8,9,88643.64,41254.2,48,139,846.24,211.56,NA,105.78,17.63,0,0
87,8,10,88643.64,41254.2,54,147,846.24,211.56,NA,0,0,0,0
88,8,11,88643.64,41254.2,59,147,846.24,211.56,NA,0,0,0,0
89,9,1,90865.02,55428.72,0,129,0,0,NA,NA,NA,NA,NA
90,9,2,90970.8,55428.72,6,129,105.78,105.78,NA,105.78,17.63,0,NA
91,9,3,90970.8,55428.72,12,129,105.78,105.78,NA,0,0,0,0
92,9,4,90865.02,55428.72,18,134,211.56,0,NA,105.78,17.63,180,180
93,9,5,90865.02,55534.5,24,130,317.34,105.78,NA,105.78,17.63,90,-90
94,9,6,90759.24,55534.5,30,126,423.12,149.596,NA,105.78,17.63,180,90
95,9,7,90970.8,55428.72,36,126,659.651,105.78,NA,236.531,39.422,-26.565,153.435
96,9,8,90865.02,55428.72,42,129,765.431,0,NA,105.78,17.63,180,-153.435
97,9,9,90970.8,55534.5,48,138,915.027,149.596,NA,149.596,24.933,45,-135
98,9,10,90970.8,55428.72,54,133,1020.807,105.78,NA,105.78,17.63,-90,-135
99,9,11,90970.8,55534.5,59,129,1126.587,149.596,NA,105.78,21.156,90,180
100,10,1,4019.64,55957.62,0,126,0,0,NA,NA,NA,NA,NA
101,10,2,4019.64,55851.84,6,141,105.78,105.78,NA,105.78,17.63,-90,NA
102,10,3,4019.64,55957.62,12,148,211.56,0,NA,105.78,17.63,90,180
103,10,4,3808.08,55851.84,18,140,448.091,236.531,NA,236.531,39.422,-153.435,116.565
104,10,5,3702.3,55746.06,24,125,597.687,381.395,NA,149.596,24.933,-135,18.435
105,10,6,3596.52,55851.84,30,126,747.282,436.142,NA,149.596,24.933,135,-90
106,10,7,3808.08,55640.28,36,120,1046.473,381.395,NA,299.191,49.865,-45,-180
107,10,8,3702.3,55640.28,42,125,1152.253,448.787,NA,105.78,17.63,180,-135
108,10,9,3596.52,55746.06,48,126,1301.849,473.063,NA,149.596,24.933,135,-45
109,10,10,3490.74,55746.06,54,127,1407.629,569.643,NA,105.78,17.63,180,45
110,10,11,3490.74,55746.06,59,121,1407.629,569.643,NA,0,0,0,-180
