Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
14,14,11,86633.82,86845.38,86720.367,63.788,30358.86,30570.42,30522.338,86.761,59,113,131,123.091,5.262,1257.338,0,211.56,86.547,79.415,NA,NA,NA,NA,0,236.531,125.734,98.926,0,39.422,21.308,16.446,-90,180,27.813,97.069,-116.565,180,70,112.096
15,15,11,93192.18,93403.74,93249.878,72.729,48447.24,48658.8,48553.02,47.306,59,121,148,139,9.98,1295.027,0,211.56,71.298,74.818,NA,NA,NA,NA,105.78,211.56,129.503,35.467,17.63,35.26,21.936,5.752,-135,180,22.5,108.685,-180,180,-20,147.733
16,16,11,86739.6,92557.5,90124.56,2077.17,48658.8,64314.24,57361.609,5807.33,59,116,142,129.727,9.778,20273.397,0,15715.719,9310.986,5516.511,NA,NA,NA,NA,539.374,4549.77,2027.34,1308.801,107.239,758.295,339.688,215.925,26.565,168.69,100.847,47.448,-28.61,45,12.613,23.479
17,17,11,92663.28,92769.06,92749.827,42.79,61140.84,61458.18,61246.62,105.78,59,126,155,142.091,7.503,1189.247,0,334.506,215.391,107.834,NA,NA,NA,NA,0,211.56,118.925,54.171,0,35.26,20.319,9.469,-135,90,-40.5,88.614,-135,180,75,103.108
18,18,11,110222.76,110434.32,110376.622,86.761,62198.64,62410.2,62265.955,85.58,59,133,146,138.636,3.529,1749.94,0,236.531,112.033,98.444,NA,NA,NA,NA,0,299.191,174.994,83.68,0,49.865,29.518,13.664,-90,180,50.313,101.552,-180,180,-25,146.902
19,19,11,113184.6,113396.16,113299.996,74.115,57438.54,57650.1,57621.251,68.405,59,128,146,138.364,5.163,1101.616,0,236.531,112.033,86.332,NA,NA,NA,NA,0,211.56,110.162,51.754,0,35.26,18.713,8.665,-135,180,49.5,120.841,-180,180,-30,147.542
20,20,11,136244.64,136350.42,136273.489,49.41,35859.42,36070.98,35917.118,86.761,59,127,138,132.364,3.264,740.46,0,236.531,121.65,62.148,NA,NA,NA,NA,0,211.56,74.046,71.396,0,35.26,12.341,11.899,-90,180,27,95.341,-180,90,-20,98.362
21,21,11,139629.6,139841.16,139764.229,83.169,25810.32,25810.32,25810.32,0,59,119,134,125.091,4.7,740.46,0,105.78,67.315,53.369,NA,NA,NA,NA,0,211.56,74.046,87.086,0,35.26,12.341,14.514,0,180,54,86.948,-180,180,0,155.885
22,22,11,109482.3,109693.86,109588.08,66.901,19992.42,20098.2,20078.967,42.79,59,130,142,135.909,3.113,915.027,0,149.596,108.113,41.096,NA,NA,NA,NA,0,236.531,91.503,74.941,0,39.422,15.603,12.614,-45,180,55.843,86.463,-180,180,-30,140.076
23,23,11,69074.34,69285.9,69141.655,85.58,41994.66,42206.22,42158.138,72.729,59,114,132,120.545,5.41,1407.629,0,299.191,91.151,104.889,NA,NA,NA,NA,0,299.191,140.763,118.486,0,49.865,23.46,19.748,-90,153.435,19.843,80.332,-153.435,180,5,133.245
24,24,11,44004.48,44216.04,44100.644,87.925,74786.46,74998.02,74911.473,103.839,59,116,127,120.818,2.994,1960.805,0,236.531,159.642,74.39,NA,NA,NA,NA,105.78,299.191,196.08,67.266,17.63,49.865,33.385,11.606,-153.435,180,28.843,124.793,-180,180,-72.952,136.185
25,25,11,133600.14,133811.7,133725.153,79.415,71930.4,72036.18,71959.249,49.41,59,128,140,134.545,3.778,1145.431,0,149.596,106.463,56.544,NA,NA,NA,NA,105.78,149.596,114.543,18.474,17.63,24.933,19.443,3.095,-135,180,27,106.489,-180,180,5,126.17
