Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,41148.42,56169.18,0,132,0,0,NA,NA,NA,NA,NA
2,1,2,40725.3,56380.74,6,147,473.063,473.063,NA,473.063,78.844,153.435,NA
3,1,3,40090.62,56486.52,12,134,1116.497,1104.376,NA,643.435,107.239,170.538,17.103
4,1,4,39138.6,56803.86,18,123,2120.014,2107.652,NA,1003.517,167.253,161.565,-8.973
5,1,5,38292.36,56909.64,24,148,2972.84,2950.485,NA,852.826,142.138,172.875,11.31
6,1,6,38080.8,57226.98,30,127,3354.235,3244.878,NA,381.395,63.566,123.69,-49.185
7,1,7,37975.02,57226.98,36,124,3460.015,3345.057,NA,105.78,17.63,180,56.31
8,1,8,38186.58,58179,42,136,4435.259,3579.368,NA,975.243,162.541,77.471,-102.529
9,1,9,38398.14,58602.12,48,122,4908.321,3671.953,NA,473.063,78.844,63.435,-14.036
10,1,10,37657.68,59342.58,54,145,5955.49,4717.598,NA,1047.169,174.528,135,71.565
11,1,11,37234.56,60400.38,59,123,7094.775,5763.797,NA,1139.285,227.857,111.801,-23.199
12,2,1,35330.52,50245.5,0,117,0,0,NA,NA,NA,NA,NA
13,2,2,35436.3,50033.94,6,124,236.531,236.531,NA,236.531,39.422,-63.435,NA
14,2,3,35330.52,50245.5,12,122,473.063,0,NA,236.531,39.422,116.565,180
15,2,4,35330.52,50033.94,18,135,684.623,211.56,NA,211.56,35.26,-90,153.435
16,2,5,35330.52,50033.94,24,142,684.623,211.56,NA,0,0,0,90
17,2,6,35330.52,50139.72,30,139,790.403,105.78,NA,105.78,17.63,90,90
18,2,7,35436.3,50139.72,36,129,896.183,149.596,NA,105.78,17.63,0,-90
19,2,8,35436.3,50033.94,42,121,1001.963,236.531,NA,105.78,17.63,-90,-90
20,2,9,35330.52,50033.94,48,122,1107.743,211.56,NA,105.78,17.63,180,-90
21,2,10,35542.08,50033.94,54,118,1319.303,299.191,NA,211.56,35.26,0,-180
22,3,1,22425.36,40936.86,0,117,0,0,NA,NA,NA,NA,NA
23,3,2,22531.14,40936.86,6,123,105.78,105.78,NA,105.78,17.63,0,NA
24,3,3,22319.58,40936.86,12,118,317.34,105.78,NA,211.56,35.26,180,180
25,3,4,22425.36,40831.08,18,118,466.936,105.78,NA,149.596,24.933,-45,135
26,3,5,22425.36,40831.08,24,116,466.936,105.78,NA,0,0,0,45
27,3,6,22425.36,40831.08,30,116,466.936,105.78,NA,0,0,0,0
28,3,7,22531.14,40936.86,36,123,616.531,105.78,NA,149.596,24.933,45,45
29,3,8,22531.14,40831.08,42,113,722.311,149.596,NA,105.78,17.63,-90,-135
30,3,9,22531.14,40831.08,48,120,722.311,149.596,NA,0,0,0,90
31,3,10,22425.36,40831.08,54,116,828.091,105.78,NA,105.78,17.63,180,180
32,3,11,22319.58,40831.08,59,113,933.871,149.596,NA,105.78,21.156,180,0
33,4,1,47389.44,36388.32,0,138,0,0,NA,NA,NA,NA,NA
34,4,2,47495.22,36388.32,6,150,105.78,105.78,NA,105.78,17.63,0,NA
35,4,3,47601,36388.32,12,146,211.56,211.56,NA,105.78,17.63,0,0
36,4,4,47601,36388.32,18,127,211.56,211.56,NA,0,0,0,0
37,4,5,47601,36388.32,24,133,211.56,211.56,NA,0,0,0,0
38,4,6,47601,36494.1,30,125,317.34,236.531,NA,105.78,17.63,90,90
39,4,7,47601,36388.32,36,124,423.12,211.56,NA,105.78,17.63,-90,-180
40,4,8,47601,36388.32,42,123,423.12,211.56,NA,0,0,0,90
41,4,9,47601,36388.32,48,120,423.12,211.56,NA,0,0,0,0
42,4,10,47601,36388.32,54,130,423.12,211.56,NA,0,0,0,0
43,4,11,47601,36388.32,59,121,423.12,211.56,NA,0,0,0,0
44,5,1,33955.38,28983.72,0,157,0,0,NA,NA,NA,NA,NA
45,5,2,33955.38,28877.94,6,161,105.78,105.78,NA,105.78,17.63,-90,NA
46,5,3,33849.6,28983.72,12,165,255.376,105.78,NA,149.596,24.933,135,-135
47,5,4,33320.7,28454.82,18,158,1003.353,826.168,NA,747.978,124.663,-135,90
48,5,5,33320.7,28349.04,24,158,1109.133,897.573,NA,105.78,17.63,-90,45
49,5,6,33320.7,28349.04,30,159,1109.133,897.573,NA,0,0,0,90
