Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
1,1,11,37234.56,41148.42,38811.644,1294.2,56169.18,60400.38,57611.635,1355.696,59,122,148,132.818,10.068,7094.775,0,5763.797,2814.384,1759.36,NA,NA,NA,NA,105.78,1139.285,709.478,343.939,17.63,227.857,122.044,63.519,63.435,180,134.981,40.641,-102.529,71.565,-4.626,52.758
2,2,10,35330.52,35542.08,35383.41,74.798,50033.94,50245.5,50097.408,89.202,54,117,142,126.9,8.9,1319.303,0,299.191,166.231,101.611,NA,NA,NA,NA,0,236.531,146.589,81.218,0,39.422,24.432,13.536,-90,180,15.903,94.891,-180,180,7.929,135.404
3,3,11,22319.58,22531.14,22444.593,79.415,40831.08,40936.86,40869.545,53.369,59,113,123,117.545,3.387,933.871,0,149.596,108.113,41.096,NA,NA,NA,NA,0,211.56,93.387,72.312,0,35.26,15.917,12.17,-90,180,45,99.499,-135,180,60,100.623
4,4,11,47389.44,47601,47572.151,68.405,36388.32,36494.1,36397.936,31.894,59,120,150,130.636,10.122,423.12,0,236.531,184.981,69.857,NA,NA,NA,NA,0,105.78,42.312,54.625,0,17.63,7.052,9.104,-90,90,0,42.426,-180,90,0,77.942
5,5,11,33320.7,33955.38,33522.644,261.063,28243.26,28983.72,28512.518,285.267,59,139,165,153.636,8.225,1364.509,0,975.243,646.617,373.934,NA,NA,NA,NA,0,747.978,136.451,224.006,0,124.663,23.24,37.4,-135,135,-31.5,82.295,-135,90,-5,82.5
6,6,11,42100.44,42206.22,42177.371,49.41,24435.18,24540.96,24454.413,42.79,59,139,154,145.273,4.496,784.276,0,149.596,98.497,52.493,NA,NA,NA,NA,0,149.596,78.428,55.784,0,24.933,13.424,9.553,-135,180,22.5,102.286,-180,180,35,138.293
7,7,11,61669.74,61881.3,61737.055,85.58,28243.26,28454.82,28272.109,68.405,59,119,140,126.909,7.063,1319.998,0,299.191,84.897,99.874,NA,NA,NA,NA,0,299.191,132,96.1,0,49.865,22.499,16.195,-116.565,180,60.343,102.537,-180,180,-25,135.859
8,8,11,64102.68,64314.24,64208.46,94.613,30993.54,30993.54,30993.54,0,59,123,157,142.364,11.86,1269.36,0,211.56,105.78,94.613,NA,NA,NA,NA,0,211.56,126.936,83.44,0,35.26,21.509,13.852,0,180,54,86.948,-180,180,0,155.885
9,9,11,57332.76,57544.32,57505.855,71.317,48658.8,48870.36,48774.196,74.115,59,114,123,117.273,2.796,1295.027,0,236.531,73.568,79.718,NA,NA,NA,NA,0,299.191,129.503,78.937,0,49.865,21.936,13.085,-90,180,36,103.489,-180,180,10,165
10,10,11,52995.78,53207.34,53072.711,68.405,61352.4,61458.18,61438.947,42.79,59,144,157,150.727,3.636,1057.8,0,211.56,84.897,74.155,NA,NA,NA,NA,0,211.56,105.78,49.865,0,35.26,17.983,8.385,-90,180,45,106.066,-180,180,30,168.375
11,11,11,96788.7,96894.48,96865.631,49.41,56063.4,56063.4,56063.4,0,59,139,154,145.818,4.167,528.9,0,105.78,76.931,49.41,NA,NA,NA,NA,0,105.78,52.89,55.751,0,21.156,9.168,9.721,0,180,36,75.895,-180,180,0,127.279
12,12,11,29512.62,29724.18,29579.935,85.58,60929.28,60929.28,60929.28,0,59,140,156,147.364,4.365,1163.58,0,211.56,67.315,85.58,NA,NA,NA,NA,0,211.56,116.358,78.051,0,35.26,19.746,13.003,0,180,72,92.952,-180,180,0,155.885
13,13,11,18088.38,18299.94,18184.544,87.925,60506.16,60506.16,60506.16,0,59,128,147,136.727,5.479,952.02,0,211.56,96.164,87.925,NA,NA,NA,NA,0,211.56,95.202,60.046,0,35.26,16.22,10.138,0,180,72,92.952,-180,180,20,140.712
14,14,11,11212.68,11424.24,11279.995,97.785,79440.78,79546.56,79517.711,49.41,59,122,152,138.909,8.848,1381.962,0,236.531,152.769,100.667,NA,NA,NA,NA,0,236.531,138.196,85.877,0,39.422,23.385,14.208,-135,180,20.657,112.491,-135,180,45,108.299
15,15,11,4865.88,5712.12,5500.56,279.868,80710.14,84941.34,83479.653,1623.52,59,117,150,129.545,12.91,5390.802,0,4041.848,2654.443,1535.525,NA,NA,NA,NA,0,1904.04,539.08,679.415,0,317.34,90.635,112.873,-153.435,135,18.935,102.27,-164.745,153.435,7.952,114.678
16,16,11,14174.52,14386.08,14270.684,74.115,92240.16,92451.72,92278.625,71.317,59,112,118,115.182,2.089,809.247,0,211.56,80.914,71.46,NA,NA,NA,NA,0,236.531,80.925,94.266,0,39.422,13.487,15.711,-63.435,180,43.157,81.87,-180,180,0,119.9
17,17,11,82191.06,82402.62,82296.84,94.613,85047.12,85258.68,85114.435,71.317,59,118,135,122.455,4.987,1425.083,0,236.531,138.076,101.778,NA,NA,NA,NA,0,236.531,142.508,77.653,0,42.312,24.457,13.803,-116.565,180,57.687,97.098,-180,180,0,147.973
18,18,11,93192.18,93403.74,93278.727,92.437,68016.54,68122.32,68045.389,49.41,59,143,160,151,5.06,1207.396,0,149.596,120.063,45.237,NA,NA,NA,NA,0,211.56,120.74,60.782,0,35.26,20.123,10.13,-90,180,49.5,109.099,-180,180,60,107.906
19,19,11,101019.9,101231.46,101135.296,87.925,40831.08,41042.64,40956.093,79.415,59,139,147,143.909,3.015,1706.125,0,149.596,102.48,54.716,NA,NA,NA,NA,105.78,299.191,170.612,70.393,17.63,59.838,29.433,13.967,-135,180,44.187,115.893,-153.435,161.565,20,138.767
20,20,11,74680.68,74892.24,74776.844,57.053,46331.64,46543.2,46408.571,68.405,59,129,145,136.455,6.072,828.091,0,236.531,114.367,68.076,NA,NA,NA,NA,0,149.596,82.809,59.751,0,24.933,14.154,10.169,-90,135,9,75.895,-180,180,10,114.237
21,21,11,136350.42,136667.76,136504.282,86.761,39455.94,39455.94,39455.94,0,59,123,139,132.545,5.871,1163.58,0,317.34,163.478,86.761,NA,NA,NA,NA,0,211.56,116.358,60.046,0,35.26,19.746,10.001,0,180,90,94.868,-180,180,-20,189.737
22,22,11,132436.56,132648.12,132523.107,92.437,53736.24,53842.02,53755.473,42.79,59,123,139,129.182,4.167,1232.367,0,236.531,131.266,94.972,NA,NA,NA,NA,0,236.531,123.237,82.142,0,39.422,20.892,13.652,-26.565,180,82.843,94.222,-180,153.435,-20,126.755
23,23,11,129580.5,132859.68,130705.615,1320.576,66006.72,70237.92,68343.496,1777.264,59,116,145,132.364,9.003,6113.706,0,5353.137,3208.196,2165.961,NA,NA,NA,NA,0,1642.147,611.371,569.596,0,273.691,101.895,94.933,-171.87,180,74.451,105.504,-153.435,90,-20,78.531
24,24,11,121541.22,121752.78,121685.465,85.58,66958.74,67170.3,67006.822,72.729,59,112,126,118.182,4.4,1363.813,0,299.191,225.434,94.849,NA,NA,NA,NA,0,299.191,136.381,95.77,0,49.865,23.229,16.115,-153.435,135,-1.843,88.244,-135,180,80,97.935
