Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
13,13,12,14703.42,20203.98,17585.925,2133.376,77536.74,94673.1,85937.435,6700.667,59,220,405,315.5,60.566,22864.778,0,15445.329,7864.494,6079.872,NA,NA,NA,NA,105.78,5251.847,2078.616,1410.683,105.78,875.308,371.449,232.589,-169.695,99.462,-48.079,83.536,-71.565,167.675,26.591,70.805
14,14,11,6452.58,32051.34,15116.924,8855.05,50668.62,85576.02,70035.976,13039.843,59,201,357,295.273,54.015,55073.802,0,37664.959,22163.203,12713.476,NA,NA,NA,NA,3045.656,7481.271,5507.38,1540.948,609.131,1246.879,928.049,240.278,-154.231,178.264,-52.165,111.915,-30.761,53.569,13.887,30.624
15,15,11,38186.58,61987.08,48158.749,9748.198,89384.1,100385.22,95278.931,3801.637,59,184,318,254.545,43.553,37425.091,0,23517.442,11838.411,9021.575,NA,NA,NA,NA,1238.123,6059.08,3742.509,1676.416,206.354,1009.847,636.367,282.583,-97.595,100.62,13.064,62.307,-81.374,34.16,-18.228,36.84
16,16,11,23271.6,37869.24,32589.856,5316.738,78277.2,89807.22,83710.445,3952.061,59,191,354,281,56.652,20862.613,0,18601.948,10870.183,6472.603,NA,NA,NA,NA,211.56,4900.252,2086.261,1409.153,35.26,816.709,350.531,232.256,-90,90,30.822,51.636,-79.695,135,5.277,59.341
17,17,11,37869.24,68968.56,52043.76,9856.29,78594.54,104616.42,91893.971,10673.311,59,213,491,283.091,83.848,49280.439,0,40414.605,19635.45,14013.934,NA,NA,NA,NA,2336.757,6600.028,4928.044,1353.676,389.459,1100.005,835.814,223.283,-19.179,98.973,37.908,38.291,-61.928,53.256,4.364,37.652
18,18,11,70449.48,79229.22,75671.165,2283.12,81344.82,106943.58,93124.865,8843.268,59,197,267,236.636,20.796,29083.346,0,27062.527,13118.168,8761.283,NA,NA,NA,NA,1291.209,3647.493,2908.335,722.356,215.202,682.26,496.093,133.812,29.539,106.189,71.024,21.595,-35.215,26.844,3.413,21.156
19,19,11,90865.02,106308.9,101385.322,5452.826,89595.66,96577.14,95086.604,2095.648,59,184,322,246.364,50.993,17962.326,0,16948.584,11934.633,5688.232,NA,NA,NA,NA,105.78,5038.727,1796.233,1718.184,17.63,839.788,300.161,285.578,-15.945,50.964,14.277,19.055,-36.671,42.51,-2.711,27.174
20,20,11,84518.22,91922.82,87922.413,3083.924,92557.5,106837.8,99404.351,6212.644,59,202,332,253.091,41.45,18692.013,0,15542.462,7672.564,6904.141,NA,NA,NA,NA,211.56,4462.863,1869.201,1750.786,35.26,743.811,313.297,290.348,-90,135,52.028,69.204,-157.834,180,-10.353,105.248
21,21,6,29512.62,39561.72,34625.32,3642.684,25492.98,35647.86,30147.3,3927.844,30,226,416,328,62.524,14585.042,0,14286.567,7516.929,5344.818,NA,NA,NA,NA,1561.823,3964.987,2917.008,863.859,260.304,660.831,486.168,143.977,-65.225,-28.301,-43.69,13.933,-19.144,36.924,2.055,24.281
22,22,11,32474.46,38503.92,36157.527,2234.347,17136.36,35859.42,27560.498,6901.91,59,210,361,320.636,42.205,21464.852,0,19149.686,11119.844,7145.841,NA,NA,NA,NA,569.643,5406.176,2146.485,1344.214,94.94,901.029,359.978,221.408,-108.435,116.565,64.618,65.512,-27.35,135,20.465,45.617
23,23,7,23694.72,25704.54,24480.514,859.051,17136.36,29935.74,23800.5,4570.626,36,224,423,314,71.547,14666.129,0,12910.795,6826.29,4502.496,NA,NA,NA,NA,1614.662,3579.368,2444.355,734.614,269.11,596.561,407.392,122.436,58.392,145.491,97.947,32.573,-50.728,87.099,-6.012,53.922
24,24,11,13222.5,17665.26,15799.685,1807.119,9414.42,19992.42,13655.236,3884.144,59,213,579,347,105.147,13425.647,0,11005.696,6545.473,4014.767,NA,NA,NA,NA,211.56,4156.495,1342.565,1265.495,35.26,692.749,225.215,209.806,-172.875,165.964,-61.989,106.531,-180,161.565,-13.415,94.065
25,25,9,1269.36,18828.84,12599.573,6487.265,32474.46,36070.98,33755.573,1394.777,48,243,443,356.444,76.261,18380.304,0,17790.234,6309.064,6575.201,NA,NA,NA,NA,423.12,6058.156,2297.538,1861.996,70.52,1009.693,382.923,310.333,-171.87,180,43.223,174.632,-29.621,20.556,-1.904,18.575
26,26,11,44850.72,50457.06,49101.153,1660.32,33426.48,44744.94,38782.795,4522.456,59,210,383,306.364,47.009,17289.422,0,10601.774,6544.22,3276.985,NA,NA,NA,NA,149.596,4021.032,1728.942,1281.791,24.933,670.172,290.842,211.642,-116.565,122.735,35.087,79.567,-131.634,151.049,10.583,84.185
27,27,10,86104.92,128628.48,109704.438,14614.617,76584.72,96894.48,88305.144,8157.155,53,184,462,255.4,82.61,50950.872,0,47033.932,26421.376,16610.909,NA,NA,NA,NA,1874.426,9084.772,5661.208,2005.549,374.885,1514.129,950.477,319.85,-8.13,70.346,24.387,24.952,-54.095,47.261,0.375,30.391
28,28,1,101760.36,101760.36,101760.36,NA,81979.5,81979.5,81979.5,NA,0,410,410,410,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,29,11,88008.96,110857.44,99010.08,7848.99,78171.42,82085.28,80585.127,1354.495,59,254,419,310,52.452,24772.275,0,22854.601,12105.73,7780.837,NA,NA,NA,NA,1391.319,3653.623,2477.227,564.883,231.886,608.937,420.106,92.547,-175.601,177.614,-32.278,167.374,-14.626,30.856,7.181,14.863
30,30,11,103664.4,108530.28,105924.245,1608.602,73728.66,84729.78,81392.902,3993.209,59,201,318,269.636,30.24,18341.076,0,11650.216,8012.156,4045.033,NA,NA,NA,NA,236.531,3983.288,1834.108,1199.685,39.422,663.881,308.878,197.597,-116.565,132.51,24.592,87.931,-95.711,132.089,-14.019,70.582
31,31,11,11847.36,39350.16,26041.113,10602.493,51514.86,70132.14,63323.755,5767.343,59,261,632,348.273,104.285,46458.895,0,23463.377,10915.778,8268.029,NA,NA,NA,NA,1484.693,7169.668,4645.889,1725.606,247.449,1194.945,793.303,306.117,-173.991,176.186,-68.38,121.737,-35.201,90.272,30.017,41.271
