Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
68,7,2,123022.14,47072.1,6,135,2877.527,2877.527,NA,2877.527,479.588,126.027,NA
69,7,3,122810.58,50562.84,12,120,6374.672,6121.546,NA,3497.145,582.858,93.468,-32.559
70,7,4,123233.7,52784.22,18,118,8635.99,8174.543,NA,2261.318,376.886,79.216,-14.253
71,7,5,125560.86,55005.6,24,140,11853.163,10295.497,NA,3217.173,536.196,43.668,-35.548
72,7,6,127570.68,55322.94,30,108,13887.882,10956.786,NA,2034.719,339.12,8.973,-34.695
73,7,7,127782.24,54582.48,36,131,14657.972,10304.731,NA,770.09,128.348,-74.055,-83.027
74,7,8,127888.02,54053.58,42,130,15197.347,9834.696,NA,539.374,89.896,-78.69,-4.635
75,7,9,128840.04,52572.66,48,125,16957.877,8848.293,NA,1760.53,293.422,-57.265,21.425
76,7,10,128840.04,52572.66,54,126,16957.877,8848.293,NA,0,0,0,57.265
77,7,11,128734.26,52572.66,59,125,17063.657,8799.472,NA,105.78,21.156,180,180
78,8,1,100067.88,60611.94,0,130,0,0,NA,NA,NA,NA,NA
79,8,2,100914.12,63150.66,6,135,2676.046,2676.046,NA,2676.046,446.008,71.565,NA
80,8,3,101443.02,63891.12,12,136,3586,3555.845,NA,909.954,151.659,54.462,-17.103
81,8,4,102818.16,64631.58,18,113,5147.823,4870.477,NA,1561.823,260.304,28.301,-26.162
82,8,5,102923.94,64631.58,24,137,5253.603,4930.982,NA,105.78,17.63,0,-28.301
83,8,6,104616.42,64737.36,30,125,6949.385,6140.709,NA,1695.782,282.63,3.576,3.576
84,8,7,105674.22,64737.36,36,113,8007.185,6960.613,NA,1057.8,176.3,0,-3.576
85,8,8,107155.14,65372.04,42,118,9618.378,8537.436,NA,1611.193,268.532,23.199,23.199
86,8,9,109164.96,64314.24,48,120,11889.571,9821.603,NA,2271.193,378.532,-27.759,-50.957
87,8,10,109799.64,64208.46,54,115,12533.006,10375.072,NA,643.435,107.239,-9.462,18.296
88,8,11,110011.2,63256.44,59,129,13508.249,10288.974,NA,975.243,195.049,-77.471,-68.009
89,9,1,98692.74,49822.38,0,132,0,0,NA,NA,NA,NA,NA
90,9,2,98798.52,50033.94,6,153,236.531,236.531,NA,236.531,39.422,63.435,NA
91,9,3,99115.86,50562.84,12,136,853.329,852.826,NA,616.798,102.8,59.036,-4.399
92,9,4,99221.64,50774.4,18,139,1089.861,1089.072,NA,236.531,39.422,63.435,4.399
93,9,5,99644.76,51197.52,24,143,1688.243,1672.529,NA,598.382,99.73,45,-18.435
94,9,6,100808.34,51832.2,30,130,3013.662,2918.071,NA,1325.42,220.903,28.61,-16.39
95,9,7,103135.5,52784.22,36,131,5528.024,5339.533,NA,2514.362,419.06,22.249,-6.361
96,9,8,104087.52,52678.44,42,114,6485.903,6104.157,NA,957.879,159.646,-6.34,-28.589
97,9,9,104933.76,53101.56,48,136,7432.028,7050.06,NA,946.125,157.688,26.565,32.905
98,9,10,105568.44,53313.12,54,128,8101.039,7711.065,NA,669.011,111.502,18.435,-8.13
99,9,11,106414.68,53418.9,59,126,8953.865,8518.41,NA,852.826,170.565,7.125,-11.31
100,10,1,120589.2,48764.58,0,136,0,0,NA,NA,NA,NA,NA
101,10,2,122281.68,48235.68,6,134,1773.196,1773.196,NA,1773.196,295.533,-17.354,NA
102,10,3,122916.36,48870.36,12,148,2670.769,2329.563,NA,897.573,149.596,45,62.354
103,10,4,123339.48,48870.36,18,139,3093.889,2752.313,NA,423.12,70.52,0,-45
104,10,5,123868.38,50351.28,24,124,4666.422,3642.889,NA,1572.533,262.089,70.346,70.346
105,10,6,124079.94,51303.3,30,146,5641.665,4316.291,NA,975.243,162.541,77.471,7.125
106,10,7,124079.94,52255.32,36,130,6593.685,4936.652,NA,952.02,158.67,90,12.529
107,10,8,124079.94,52466.88,42,131,6805.245,5088.447,NA,211.56,35.26,90,0
108,10,9,124079.94,52678.44,48,138,7016.805,5244.384,NA,211.56,35.26,90,0
109,10,10,124291.5,53418.9,54,139,7786.895,5947.245,NA,770.09,128.348,74.055,-15.945
110,10,11,124185.72,53524.68,59,142,7936.491,5966.03,NA,149.596,29.919,135,60.945
111,11,1,13116.72,76055.82,0,116,0,0,NA,NA,NA,NA,NA
112,11,2,14703.42,74998.02,6,117,1906.976,1906.976,NA,1906.976,317.829,-33.69,NA
113,11,3,16501.68,74680.68,12,142,3733.022,3653.623,NA,1826.046,304.341,-10.008,23.682
114,11,4,17030.58,74786.46,18,118,4272.396,4114.556,NA,539.374,89.896,11.31,21.318
115,11,5,17347.92,74469.12,24,143,4721.183,4518.924,NA,448.787,74.798,-45,-56.31
116,11,6,17982.6,74151.78,30,130,5430.777,5225.147,NA,709.594,118.266,-26.565,18.435
117,11,7,18299.94,73834.44,36,115,5879.563,5639.175,NA,448.787,74.798,-45,-18.435
118,11,8,18828.84,73940.22,42,118,6418.937,6091.312,NA,539.374,89.896,11.31,56.31
119,11,9,19146.18,74151.78,48,115,6800.333,6322.955,NA,381.395,63.566,33.69,22.38
120,11,10,18934.62,73305.54,54,143,7672.617,6435.216,NA,872.284,145.381,-104.036,-137.726
121,11,11,19040.4,71295.72,59,119,9685.219,7599.246,NA,2012.602,402.52,-86.987,17.049
122,12,1,4654.32,66641.4,0,156,0,0,NA,NA,NA,NA,NA
123,12,2,6346.8,69603.24,6,132,3411.302,3411.302,NA,3411.302,568.55,60.255,NA
124,12,3,7721.94,71189.94,12,125,5510.976,5486.302,NA,2099.673,349.946,49.086,-11.17
125,12,4,8991.3,71718.84,18,120,6886.116,6677.559,NA,1375.14,229.19,22.62,-26.466
126,12,5,10049.1,71718.84,24,117,7943.916,7408.377,NA,1057.8,176.3,0,-22.62
127,12,6,11635.8,71401.5,30,145,9562.038,8449.829,NA,1618.123,269.687,-11.31,-11.31
128,12,7,13328.28,71084.16,36,143,11284.012,9745.548,NA,1721.974,286.996,-10.62,0.69
129,12,8,13857.18,70978.38,42,122,11823.386,10173.595,NA,539.374,89.896,-11.31,-0.69
130,12,9,14386.08,70343.7,48,139,12649.555,10412.213,NA,826.168,137.695,-50.194,-38.884
131,12,10,14703.42,70237.92,54,123,12984.06,10673.302,NA,334.506,55.751,-18.435,31.759
132,12,11,15338.1,69814.8,59,117,13746.851,11145.117,NA,762.79,152.558,-33.69,-15.255
133,13,1,11001.12,74574.9,0,131,0,0,NA,NA,NA,NA,NA
134,13,2,11212.68,74786.46,6,140,299.191,299.191,NA,299.191,49.865,45,NA
135,13,3,12270.48,75315.36,12,132,1481.847,1469.543,NA,1182.656,197.109,26.565,-18.435
136,13,4,13328.28,75844.26,18,132,2664.504,2650.839,NA,1182.656,197.109,26.565,0
137,13,5,13645.62,76267.38,24,115,3193.404,3139.724,NA,528.9,88.15,53.13,26.565
138,13,6,15338.1,78488.76,30,121,5986.076,5841.891,NA,2792.672,465.445,52.696,-0.434
139,13,7,16395.9,78806.1,36,127,7090.451,6856.144,NA,1104.376,184.063,16.699,-35.997
140,13,8,16501.68,78806.1,42,124,7196.231,6939.684,NA,105.78,17.63,0,-16.699
141,13,9,16713.24,78911.88,48,114,7432.763,7172.009,NA,236.531,39.422,26.565,26.565
142,13,10,16713.24,79017.66,54,123,7538.543,7236.465,NA,105.78,17.63,90,63.435
143,13,11,16713.24,79017.66,59,131,7538.543,7236.465,NA,0,0,0,-90
144,14,1,19146.18,66852.96,0,120,0,0,NA,NA,NA,NA,NA
145,14,2,19251.96,67381.86,6,124,539.374,539.374,NA,539.374,89.896,78.69,NA
146,14,3,19146.18,67381.86,12,140,645.154,528.9,NA,105.78,17.63,180,101.31
147,14,4,18299.94,68122.32,18,129,1769.611,1525.581,NA,1124.457,187.409,138.814,-41.186
148,14,5,17771.04,68333.88,24,140,2339.254,2020.924,NA,569.643,94.94,158.199,19.385
149,14,6,16290.12,68757,30,133,3879.434,3432.557,NA,1540.18,256.697,164.055,5.856
150,14,8,15443.88,69074.34,36,135,4783.219,4317.587,NA,903.785,150.631,159.444,-4.611
151,14,9,14280.3,69814.8,42,119,6162.421,5696.427,NA,1379.202,229.867,147.529,-11.915
152,15,1,57861.66,65900.94,0,142,0,0,NA,NA,NA,NA,NA
153,15,2,58813.68,66324.06,6,140,1041.812,1041.812,NA,1041.812,173.635,23.962,NA
154,15,3,60294.6,66429.84,12,125,2526.505,2489.766,NA,1484.693,247.449,4.086,-19.877
155,15,4,62621.76,67276.08,18,158,5002.752,4954.751,NA,2476.246,412.708,19.983,15.897
156,15,5,64208.46,68228.1,24,136,6853.146,6759.996,NA,1850.394,308.399,30.964,10.981
157,15,6,64948.92,67910.76,30,124,7658.742,7366.725,NA,805.596,134.266,-23.199,-54.162
158,15,7,66747.18,67170.3,36,131,9603.484,8975.731,NA,1944.742,324.124,-22.38,0.818
159,15,8,68333.88,67064.52,42,131,11193.706,10536.665,NA,1590.222,265.037,-3.814,18.566
160,15,9,69497.46,68757,48,128,13247.582,11981.19,NA,2053.876,342.313,55.491,59.306
161,15,10,71930.4,69603.24,54,141,15823.493,14547.731,NA,2575.911,429.319,19.179,-36.312
162,15,11,73728.66,71613.06,59,122,18520.365,16863.867,NA,2696.871,539.374,48.18,29.001
163,16,1,14491.86,25598.76,0,139,0,0,NA,NA,NA,NA,NA
164,16,2,14068.74,24540.96,6,130,1139.285,1139.285,NA,1139.285,189.881,-111.801,NA
165,16,3,13222.5,23165.82,12,149,2753.947,2744.171,NA,1614.662,269.11,-121.608,-9.806
166,16,4,12693.6,21367.56,18,132,4628.373,4597.477,NA,1874.426,312.404,-106.39,15.218
167,16,5,11953.14,20521.32,24,117,5752.83,5676.75,NA,1124.457,187.409,-131.186,-24.796
168,16,6,11424.24,19992.42,30,113,6500.808,6390.723,NA,747.978,124.663,-135,-3.814
169,16,7,11530.02,19675.08,36,134,6835.314,6622.876,NA,334.506,55.751,-71.565,63.435
170,16,8,11424.24,19251.96,42,119,7271.456,7049.267,NA,436.142,72.69,-104.036,-32.471
171,16,9,9943.32,18828.84,48,153,8811.636,8156.043,NA,1540.18,256.697,-164.055,-60.018
172,16,10,8673.96,17559.48,54,151,10606.782,9923.607,NA,1795.146,299.191,-135,29.055
173,16,11,8356.62,17136.36,59,132,11135.682,10452.434,NA,528.9,105.78,-126.87,8.13
