Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
1,1,11,68862.78,74574.9,73526.716,1784.176,83671.98,87691.62,84239.345,1209.11,59,177,413,262.273,94.524,7991.144,0,6924.349,5808.9,2136.618,NA,NA,NA,NA,105.78,3665.853,799.114,1323.681,17.63,610.976,134.301,220.207,-161.565,180,-0.648,111.465,-180,180,27.178,120.433
2,2,11,51091.74,77642.52,61785.136,9491.532,66006.72,89384.1,78507.993,8694.037,59,203,323,275.364,40.071,43709.06,0,30221.626,15386.253,10336.203,NA,NA,NA,NA,381.395,7209.355,4370.906,2577.595,63.566,1201.559,738.363,424.715,-34.824,159.928,51.506,51.241,-69.928,40.016,-21.639,38.512
3,3,11,84729.78,91393.92,88364.765,2706.51,79546.56,88643.64,82777.658,4016.957,59,203,473,347.727,72.27,16128.492,0,10316.669,6659.818,4610.432,NA,NA,NA,NA,0,5315.379,1612.849,1965.797,0,885.897,274.591,328.541,-123.69,180,40.87,131.103,-90,180,24.174,94.965
4,4,11,74046,83037.3,78469.527,3003.786,48341.46,53313.12,49985.858,1713.09,59,210,406,295.091,65.071,22719.641,0,7928.562,4142.48,2479.709,NA,NA,NA,NA,539.374,4048.763,2271.964,1284.388,89.896,674.794,384.645,212.426,-171.87,159.146,-58.457,118.044,-90.396,3.18,-38.697,33.501
5,5,11,78488.76,93932.64,85354.844,5245.974,31205.1,46543.2,37494.202,5628.721,59,214,418,298.364,64.276,31116.884,0,17031.894,10500.567,5333.299,NA,NA,NA,NA,643.435,4989.633,3111.688,1466.423,107.239,831.605,525.202,239.576,-151.699,4.865,-66.891,60.071,-110.389,67.326,5.115,50.177
6,6,11,96365.58,105039.54,101875.756,3529.457,32897.58,38927.04,34878.551,2292.324,59,201,428,337.455,69.795,17519.009,0,8504.607,4091.286,3633.62,NA,NA,NA,NA,105.78,3579.368,1751.901,1338.064,17.63,596.561,294.349,221.08,-158.629,180,-4.378,135.347,-164.876,86.82,12.952,77.425
7,7,11,95519.34,109693.86,101260.309,4258.112,35965.2,45485.4,41811.949,4031.617,59,216,388,295.727,59.835,23264.541,0,16957.824,8540.403,5292.508,NA,NA,NA,NA,569.643,3813.952,2326.454,1347.714,94.94,635.659,393.829,222.926,-16.699,109.983,33.333,45.253,-68.199,88.182,-0.259,43.503
8,8,11,91393.92,104299.08,100308.289,4232.017,51726.42,63996.9,57140.433,4538.891,59,178,375,249,59.203,27432.29,0,13868.077,10018.56,4358.532,NA,NA,NA,NA,436.142,4750.688,2743.229,1533.959,137.695,774.517,444.679,221.81,-81.469,101.56,17.335,65.194,-49.568,62.534,9.754,37.915
9,9,11,37657.68,70978.38,50072.405,11976.919,40407.96,63468,47918.34,7775.37,59,200,442,310.273,75.177,56317.176,0,33334.298,22194.394,12154.909,NA,NA,NA,NA,2007.034,7911.609,5631.718,2259.151,334.506,1318.601,949.686,365.405,-177.678,172.117,32.189,136.575,-55.62,33.106,-18.711,27.076
10,10,10,18828.84,49505.04,36134.448,9687.482,57015.42,72882.42,66789.492,5847.465,59,234,350,286,31.612,36067.064,0,34488.336,19903.614,11259.507,NA,NA,NA,NA,1057.8,7849.133,4007.452,2091.562,136.4,1308.189,691.375,403.432,-1.364,70.017,28.367,20.071,-33.147,52.663,-1.964,28.829
11,11,8,72882.42,77113.62,75950.04,1302.917,57438.54,68016.54,62568.87,4128.325,42,214,621,352.625,127.306,18456.92,0,6896.012,3805.101,2687.435,NA,NA,NA,NA,236.531,5826.548,2636.703,2086.648,39.422,971.091,439.45,347.775,-133.025,126.027,-6.832,110.939,-179.308,113.17,-40.432,96.865
12,12,11,83248.86,99644.76,91297.756,5332.918,71189.94,81979.5,78181.036,4030.886,59,215,499,290.545,89.631,26563.602,0,17862.105,8771.804,5596.644,NA,NA,NA,NA,105.78,6070.15,2656.36,2365.789,17.63,1011.692,443.432,393.494,-135,158.199,5.539,96.409,-132.955,144.782,6.337,91.356
