Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
11,11,11,14174.52,20944.44,16463.215,2220.51,62939.1,79123.44,69160.887,6352.055,59,229,449,361.455,62.06,21725.969,0,17543.223,8223.919,5962.747,NA,NA,NA,NA,952.02,3465.001,2172.597,833.336,158.67,577.5,366.843,134.902,71.565,180,122.28,39.57,-58.57,33.269,-4.665,29.269
12,12,11,55851.84,61881.3,57861.66,2500.081,51514.86,58496.34,56226.878,2762.201,59,196,430,286.727,72.4,10052.793,0,9155.93,3073.652,3687.398,NA,NA,NA,NA,0,3217.173,1005.279,1094.104,0,536.196,169.691,181.687,-126.87,0,-48.267,39.517,-126.87,81.87,-11.051,58.148
13,13,11,66852.96,70343.7,68603.138,1083.265,48129.9,64737.36,57678.949,6164.187,59,300,447,373.818,43.412,18638.177,0,16970.356,7372.429,6128.246,NA,NA,NA,NA,211.56,4258.877,1863.818,1301.969,35.26,709.813,313.203,214.739,-113.199,-33.69,-70.801,26.184,-35.538,61.871,-2.177,37.354
14,14,11,72247.74,76478.94,74526.818,1377.062,46648.98,60400.38,53957.416,4707.259,59,261,577,364.636,85.967,20201.227,0,11062.484,4936.2,3504.398,NA,NA,NA,NA,105.78,3069.443,2020.123,835.814,17.63,511.574,341.284,136.107,-122.471,170.134,-20.529,98.054,-140.711,140.528,17.255,87.428
15,15,11,55851.84,65054.7,60775.418,2783.99,56909.64,72459.3,66141.349,5655.836,59,262,578,350,88.929,21068.063,0,17796.522,10234.502,6197.575,NA,NA,NA,NA,105.78,3738.392,2106.806,1152.405,17.63,623.065,357.139,191.236,-176.634,141.34,46.508,120.766,-70.346,132.879,7.422,62.294
16,16,11,46331.64,59131.02,52024.527,4543.819,50351.28,57650.1,53765.089,3117.224,59,241,401,339.909,46.591,24979.029,0,13950.533,8214.88,4950.017,NA,NA,NA,NA,846.24,3366.73,2497.903,769.87,141.04,561.122,424.241,129.373,-177.138,180,47.853,134.287,-45.848,72.897,16.414,41.51
17,17,11,54053.58,69497.46,63612.245,5333.719,43581.36,62833.32,53188.107,7351.949,59,262,444,353.727,64.983,29147.152,0,24614.94,11369.469,8909.747,NA,NA,NA,NA,1375.14,4383.174,2914.715,1304.379,229.867,730.529,490.37,211.796,-160.253,180,-89.407,100.088,-52,81.87,-10.489,38.556
18,18,6,39138.6,47918.34,44251.3,3603.772,44427.6,46225.86,45079.91,809.522,30,269,415,341.333,57.368,9019.66,0,8962.007,3731.684,3684.992,NA,NA,NA,NA,423.12,3386.612,1803.932,1068.155,70.52,564.435,300.655,178.026,161.565,180,171.295,8.413,-18.435,3.965,-2.655,10.68
19,19,11,55957.62,61775.52,57765.496,1707.916,22742.7,37657.68,28560.6,4893.168,59,289,471,376.182,66.725,17891.032,0,16009.516,9314.575,5103.963,NA,NA,NA,NA,423.12,2768.528,1789.103,752.416,70.52,461.421,304.966,129.626,-102.529,-19.29,-71.653,27.83,-36.027,70.71,6.169,31.955
20,20,7,118896.72,143331.9,133056.129,8815.443,33320.7,45062.28,38564.366,4373.743,36,221,315,274.429,37.523,28756.397,0,26929.27,15618.6,9767.698,NA,NA,NA,NA,2034.719,6559.213,4792.733,1945.225,339.12,1093.202,798.789,324.204,-62.103,8.13,-27.21,26.514,-31.139,53.13,8.106,37.582
21,21,11,6029.46,19886.64,10529.918,5062.513,5712.12,11953.14,7462.298,1863.268,59,211,659,375,114.394,19282.521,0,14487.227,10598.764,4901.134,NA,NA,NA,NA,236.531,4413.701,1928.252,1492.242,39.422,735.617,322.952,247.043,-178.025,169.38,8.854,144.657,-135,173.254,-13.839,83.845
22,22,6,21050.22,31310.88,27291.24,4247.564,317.34,6875.7,4918.77,2389.551,30,259,459,354.667,82.25,16029.613,0,10794.226,6551.763,4360.235,NA,NA,NA,NA,1721.974,4778.868,3205.923,1109.796,286.996,796.478,534.32,184.966,-95.08,31.329,-21.529,49.381,-52.569,-21.024,-31.602,14.656
