Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
68,7,2,30147.3,45485.4,6,366,5056.461,5056.461,NA,5056.461,842.744,-74.219,NA
69,7,3,28454.82,43264.02,12,494,7849.133,7094.361,NA,2792.672,465.445,-127.304,-53.085
70,7,4,25598.76,42523.56,18,271,10799.618,8446.518,NA,2950.485,491.747,-165.466,-38.162
71,7,5,22954.26,40407.96,24,412,14186.23,11520.311,NA,3386.612,564.435,-141.34,24.125
72,7,6,18299.94,38398.14,30,305,19255.951,15891.663,NA,5069.721,844.954,-156.644,-15.304
73,7,7,15338.1,37763.46,36,391,22285.029,18409.975,NA,3029.078,504.846,-167.905,-11.261
74,7,8,13645.62,37763.46,42,259,23977.509,19679.061,NA,1692.48,282.08,180,-12.095
75,7,9,12058.92,38398.14,48,266,25686.438,20547.748,NA,1708.928,284.821,158.199,-21.801
76,7,10,11741.58,38715.48,54,442,26135.224,20626.015,NA,448.787,74.798,135,-23.199
77,7,11,11424.24,38715.48,59,422,26452.564,20888.805,NA,317.34,63.468,180,45
78,8,1,66112.5,20521.32,0,498,0,0,NA,NA,NA,NA,NA
79,8,2,65795.16,21684.9,12,405,1206.078,1206.078,NA,1206.078,100.506,105.255,NA
80,8,3,66006.72,24223.62,18,442,3753.597,3703.811,NA,2547.52,424.587,85.236,-20.019
81,8,4,65372.04,25281.42,24,416,4987.193,4817.347,NA,1233.596,205.599,120.964,35.727
82,8,5,63891.12,26868.12,30,346,7157.618,6724.314,NA,2170.424,361.737,133.025,12.061
83,8,6,63468,27714.36,36,369,8103.743,7663.759,NA,946.125,157.688,116.565,-16.46
84,8,7,63044.88,27820.14,42,348,8539.885,7917.264,NA,436.142,72.69,165.964,49.399
85,8,8,61987.08,28560.6,48,700,9831.094,9035.99,NA,1291.209,215.202,145.008,-20.956
86,8,9,60611.94,30676.2,54,378,12354.341,11548.928,NA,2523.247,420.541,123.024,-21.984
87,8,10,59025.24,32157.12,59,352,14524.765,13624.283,NA,2170.424,434.085,136.975,13.951
88,9,1,71930.4,25069.86,0,429,0,0,NA,NA,NA,NA,NA
89,9,2,72353.52,24964.08,6,421,436.142,436.142,NA,436.142,72.69,-14.036,NA
90,9,3,74892.24,27291.24,12,349,3880.089,3702.3,NA,3443.947,573.991,42.51,56.547
91,9,4,76796.28,29935.74,18,435,7138.732,6881.393,NA,3258.642,543.107,54.246,11.736
92,9,5,79440.78,32368.68,24,330,10732.139,10472.754,NA,3593.407,598.901,42.614,-11.632
93,9,6,82085.28,32368.68,30,475,13376.639,12505.773,NA,2644.5,440.75,0,-42.614
94,9,7,82508.4,31945.56,36,385,13975.021,12616.233,NA,598.382,99.73,-45,-45
95,9,8,83777.76,31205.1,42,447,15444.564,13341.706,NA,1469.543,244.924,-30.256,14.744
96,9,9,85364.46,30358.86,48,240,17242.824,14437.711,NA,1798.26,299.71,-28.072,2.184
97,9,10,86528.04,30041.52,54,353,18448.901,15421.041,NA,1206.078,201.013,-15.255,12.817
98,9,11,88114.74,29406.84,59,445,20157.83,16755.365,NA,1708.928,341.786,-21.801,-6.546
99,10,1,44110.26,17136.36,0,579,0,0,NA,NA,NA,NA,NA
100,10,2,44110.26,15867,6,292,1269.36,1269.36,NA,1269.36,211.56,-90,NA
101,10,3,44004.48,12376.26,12,291,4761.702,4761.275,NA,3492.342,582.057,-91.736,-1.736
102,10,4,42735.12,12164.7,18,394,6048.572,5158.334,NA,1286.869,214.478,-170.538,-78.802
103,10,5,42629.34,12270.48,24,431,6198.167,5086.247,NA,149.596,24.933,135,-54.462
104,10,6,41994.66,12376.26,30,377,6841.602,5209.061,NA,643.435,107.239,170.538,35.538
105,10,7,40090.62,12482.04,36,517,8748.578,6149.813,NA,1906.976,317.829,176.82,6.282
106,10,8,36811.44,14280.3,42,387,12488.466,7837.72,NA,3739.888,623.315,151.26,-25.56
107,10,9,35013.18,14174.52,48,295,14289.834,9567.098,NA,1801.368,300.228,-176.634,32.106
108,10,10,31628.22,11530.02,54,343,18585.336,13683.288,NA,4295.502,715.917,-142.001,34.632
109,10,11,31416.66,9414.42,59,308,20711.487,14857.854,NA,2126.152,425.23,-95.711,46.291
110,11,3,34166.94,10049.1,12,393,0,0,NA,NA,NA,NA,NA
