Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
161,17,3,118262.04,61246.62,12,343,6180.424,6167.981,NA,3169.872,528.312,154.29,-7.275
162,17,4,117838.92,61669.74,18,258,6778.806,6723.482,NA,598.382,99.73,135,-19.29
163,17,5,115829.1,62515.98,24,289,8959.516,8903.761,NA,2180.711,363.452,157.166,22.166
164,17,6,112549.92,63679.56,30,237,12439.019,12376.26,NA,3479.503,579.917,160.463,3.297
165,17,7,110434.32,64843.14,36,219,14853.492,14778.946,NA,2414.473,402.412,151.189,-9.274
166,17,8,108107.16,66429.84,42,228,17670.102,17554.7,NA,2816.61,469.435,145.713,-5.476
167,17,9,107260.92,67910.76,48,204,19375.753,18978.3,NA,1705.651,284.275,119.745,-25.968
168,17,10,107049.36,67699.2,54,209,19674.944,19066.533,NA,299.191,49.865,-135,105.255
169,17,11,106308.9,67064.52,59,340,20650.188,19452.594,NA,975.243,195.049,-139.399,-4.399
170,18,1,46014.3,55851.84,0,517,0,0,NA,NA,NA,NA,NA
171,18,2,46437.42,55005.6,6,352,946.125,946.125,NA,946.125,157.688,-63.435,NA
172,18,3,47177.88,53842.02,12,263,2325.328,2322.347,NA,1379.202,229.867,-57.529,5.906
173,18,4,48447.24,51620.64,18,312,4883.804,4880.804,NA,2558.477,426.413,-60.255,-2.726
174,18,5,50562.84,49928.16,24,256,7593.094,7468.547,NA,2709.29,451.548,-38.66,21.595
175,18,6,53842.02,46648.98,30,212,12230.555,12081.632,NA,4637.461,772.91,-45,-6.34
176,18,7,55322.94,43264.02,36,322,15925.292,15655.797,NA,3694.737,615.789,-66.371,-21.371
177,18,8,58284.78,42735.12,42,266,18933.984,17961.432,NA,3008.693,501.449,-10.125,56.246
178,18,9,61352.4,41888.88,48,227,22116.187,20741.783,NA,3182.203,530.367,-15.422,-5.297
179,18,10,64843.14,42312,54,239,25632.477,23191.647,NA,3516.29,586.048,6.911,22.333
180,18,11,66747.18,42206.22,59,200,27539.453,24820.46,NA,1906.976,381.395,-3.18,-10.091
181,19,1,77007.84,54265.14,0,239,0,0,NA,NA,NA,NA,NA
182,19,2,77430.96,54159.36,6,298,436.142,436.142,NA,436.142,72.69,-14.036,NA
183,19,3,77642.52,54053.58,12,212,672.673,669.011,NA,236.531,39.422,-26.565,-12.529
184,19,4,77748.3,54053.58,18,209,778.453,770.09,NA,105.78,17.63,0,26.565
185,19,5,78277.2,54265.14,24,260,1348.096,1269.36,NA,569.643,94.94,21.801,21.801
186,19,6,81450.6,52784.22,30,271,4850.037,4683.08,NA,3501.941,583.657,-25.017,-46.818
187,19,7,82296.84,50457.06,36,250,7326.284,6517.284,NA,2476.246,412.708,-70.017,-45
188,19,8,82296.84,49610.82,42,270,8172.524,7045.297,NA,846.24,141.04,-90,-19.983
189,19,9,83143.08,46860.54,48,259,11050.051,9616.094,NA,2877.527,479.588,-72.897,17.103
190,19,10,83566.2,44850.72,54,289,13103.927,11473.595,NA,2053.876,342.313,-78.111,-5.214
191,19,11,85152.9,42417.78,59,303,16008.546,14377.133,NA,2904.619,580.924,-56.889,21.223
192,20,1,93086.4,61775.52,0,296,0,0,NA,NA,NA,NA,NA
193,20,2,94673.1,62727.54,6,289,1850.394,1850.394,NA,1850.394,308.399,30.964,NA
194,20,3,95730.9,61987.08,12,204,3141.604,2652.949,NA,1291.209,215.202,-34.992,-65.956
195,20,4,97634.94,61352.4,18,201,5148.638,4568.178,NA,2007.034,334.506,-18.435,16.557
196,20,5,98586.96,59977.26,24,284,6821.167,5787.046,NA,1672.529,278.755,-55.305,-36.87
197,20,6,97952.28,58390.56,30,309,8530.095,5927.457,NA,1708.928,284.821,-111.801,-56.497
198,20,7,95307.78,55957.62,36,306,12123.502,6227.559,NA,3593.407,598.901,-137.386,-25.585
199,20,8,93826.86,53524.68,42,243,14971.716,8283.999,NA,2848.214,474.702,-121.329,16.057
200,20,9,92557.5,52255.32,48,235,16766.862,9534.88,NA,1795.146,299.191,-135,-13.671
201,20,10,92240.16,50245.5,54,217,18801.581,11561.033,NA,2034.719,339.12,-98.973,36.027
202,20,11,91499.7,48658.8,59,204,20552.552,13212.341,NA,1750.971,350.194,-115.017,-16.044
