k
3.4156386979080384
3.755767309435107
3.5898551183181415
3.2041027961932733
3.5075564840909763
3.6314737534225685
3.8197009051908166
3.4831315319371683
3.614489945155907
3.727479475915902
3.4740907331430124
3.4354869121166467
3.974247693819432
3.020833771467505
3.893417245293392
3.355248557409891
3.1090400328069916
3.6333391133078905
3.6196261772840463
3.0795355558658097
3.1955221103298572
3.5918554729454084
3.24298673399787
3.8929331550485036
3.334641424108628
3.609102752853304
4.293097160343926
3.5999901430097716
3.7718805936903905
3.7206722256881903
3.263380723804077
3.8312636910046334
3.4167701168605538
3.645367266997984
3.250803443569871
3.4106583190653454
3.544096019654741
3.832986272626091
3.48253426317455
2.9426607036539583
3.488432909101714
3.5149115182962545
3.4768371010771166
3.347559500514525
2.7319854256108624
3.720859154570693
3.7643671680391453
4.012425636730793
4.033520045872435
4.034909048071373
3.488284852116308
3.8471576973221304
3.9076419553283213
3.520736742311754
3.35984648355958
3.1523627398120686
3.6173388702007476
3.807529559702268
3.341789448068215
3.906504332337113
3.6892240325501215
3.7814211174163437
3.420617978208892
3.7035618791664904
3.5482918718189924
3.5905241065177065
3.105088328119349
3.3915922350511125
3.175465782594549
3.789076049354687
3.682402341769996
3.5678521838313184
3.762866974632384
4.516311757002538
3.354878447163071
3.331423982959373
3.8290548004175142
3.3467291121561815
3.908022278086659
3.684980794264392
4.17595936060284
3.7324878900987297
2.9509453391646514
3.685399258314629
3.491802290515351
3.215210016111123
3.3108874700372146
3.9881703396959858
3.8757684835892845
3.526912369881795
3.7032123425155015
3.5763548628682855
3.4867656819724133
4.005429824596064
3.3989526588582835
3.3031925389442836
3.3146285125304513
3.4892219874267134
3.472265290227605
3.5414330478607043
3.1867246158383598
4.0678200360454815
3.1717145385266607
3.5201500524069846
3.9607288477076845
3.67984033423864
3.61273054475514
4.294658812658803
3.486141749541702
3.466687184722375
3.0251016665524957
4.060448384023057
3.407260824945559
3.4069717555147463
3.5812564919476473
3.4571835356848872
3.5427258547140115
3.4703135520086996
3.536756309603416
3.148602032631591
3.6869706290647097
3.5858366407626145
3.2188520601976296
3.7620271699557812
4.444545481183905
3.9302669981359655
3.872298963427568
3.3185392442714527
3.8312246228353977
3.8118975478601747
3.5476122109806814
3.691417960186931
3.396580413091818
2.936091588435439
3.7635670965373262
3.554252437644937
3.6463409044164954
3.4148515853601245
3.4381670627247454
4.01192687510304
3.4864698639078524
3.907670984989965
3.790427634517163
3.3965497120217516
3.869157225825056
4.100986415107218
3.3384501354549263
3.0676018832367684
3.893463355405251
3.2397388539135323
3.935842452350648
3.1738121520842757
3.640897651361585
3.276237271750846
3.2941289779200997
3.1759067857740093
3.456621496961835
3.327699258235087
3.6806003206044524
3.486948282273024
3.7521471351404427
3.5764472680989576
3.6263750741928065
3.644710035583115
3.784814409174462
3.7750048658723583
3.430159034784525
3.6041466105259636
3.211211503517258
3.3283917402188354
3.790058924778382
3.9150672561418776
3.7643779457200903
3.43615264164023
4.0859694735354815
3.272515257021227
