Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
105,10,6,16713.24,66218.28,30,152,211.56,0,NA,0,0,0,90
106,10,7,16713.24,66324.06,36,139,317.34,105.78,NA,105.78,17.63,90,90
107,10,8,16713.24,66324.06,42,150,317.34,105.78,NA,0,0,0,-90
108,10,9,16713.24,66324.06,48,135,317.34,105.78,NA,0,0,0,0
109,10,10,16713.24,66112.5,54,138,528.9,105.78,NA,211.56,35.26,-90,-90
110,10,11,16713.24,66218.28,59,134,634.68,0,NA,105.78,21.156,90,180
111,11,1,66747.18,6241.02,0,136,0,0,NA,NA,NA,NA,NA
112,11,2,66641.4,6135.24,6,137,149.596,149.596,NA,149.596,24.933,-135,NA
113,11,3,66747.18,6135.24,12,135,255.376,105.78,NA,105.78,17.63,0,135
114,11,4,66324.06,6452.58,18,117,784.276,473.063,NA,528.9,88.15,143.13,143.13
115,11,5,66535.62,6346.8,24,125,1020.807,236.531,NA,236.531,39.422,-26.565,-169.695
116,11,6,66112.5,6769.92,30,133,1619.189,826.168,NA,598.382,99.73,135,161.565
117,11,7,65900.94,6452.58,36,126,2000.584,872.284,NA,381.395,63.566,-123.69,101.31
118,11,8,65900.94,6452.58,42,127,2000.584,872.284,NA,0,0,0,123.69
119,11,9,65372.04,6875.7,48,116,2677.907,1514.539,NA,677.322,112.887,141.34,141.34
120,11,10,65372.04,6558.36,54,120,2995.247,1411.281,NA,317.34,52.89,-90,128.66
121,11,11,65477.82,6241.02,59,148,3329.752,1269.36,NA,334.506,66.901,-71.565,18.435
122,12,1,62304.42,13222.5,0,142,0,0,NA,NA,NA,NA,NA
123,12,2,62304.42,13222.5,6,146,0,0,NA,0,0,0,NA
124,12,3,62304.42,13222.5,12,132,0,0,NA,0,0,0,0
125,12,4,62304.42,13222.5,18,141,0,0,NA,0,0,0,0
126,12,5,62410.2,13222.5,24,159,105.78,105.78,NA,105.78,17.63,0,0
127,12,6,62515.98,13434.06,30,139,342.311,299.191,NA,236.531,39.422,63.435,63.435
128,12,7,62515.98,13434.06,36,147,342.311,299.191,NA,0,0,0,-63.435
129,12,8,62515.98,13434.06,42,154,342.311,299.191,NA,0,0,0,0
130,12,9,62410.2,13434.06,48,156,448.091,236.531,NA,105.78,17.63,180,180
131,12,10,62515.98,13539.84,54,145,597.687,381.395,NA,149.596,24.933,45,-135
132,12,11,62515.98,13434.06,59,150,703.467,299.191,NA,105.78,21.156,-90,-135
