Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
1,1,11,89278.32,89384.1,89374.484,31.894,45273.84,45485.4,45331.538,86.761,59,129,163,141.818,10.088,1163.58,0,236.531,127.903,66.21,NA,NA,NA,NA,0,211.56,116.358,78.051,0,35.26,19.746,13.003,-90,90,9,78.804,-180,180,-10,145.43
2,2,11,81344.82,81556.38,81421.751,95.682,45591.18,45802.74,45648.878,86.761,59,119,128,123.273,2.724,1531.558,0,236.531,173.179,78.568,NA,NA,NA,NA,0,299.191,153.156,86.633,0,59.838,26.523,16.504,-116.565,180,51.343,99.15,-180,180,20,134.755
3,3,11,79123.44,79335,79152.289,68.405,48129.9,48341.46,48187.598,72.729,59,125,134,129.364,2.248,1313.176,0,236.531,83.184,76.261,NA,NA,NA,NA,0,211.56,131.318,66.796,0,42.312,22.591,12.242,-90,180,13.5,94.987,-180,180,-35,145.43
4,4,11,68439.66,68651.22,68497.358,86.761,46966.32,47283.66,47100.949,83.169,59,122,127,124.727,1.954,1257.338,0,381.395,244.793,106.259,NA,NA,NA,NA,0,236.531,125.734,69.378,0,47.306,21.744,13.125,-153.435,180,-17.187,106.904,-90,180,80,89.199
5,5,11,51726.42,51937.98,51851.433,63.788,55640.28,55746.06,55649.896,31.894,59,147,159,152.182,3.945,952.02,0,211.56,90.531,66.422,NA,NA,NA,NA,0,105.78,95.202,33.451,0,21.156,16.22,5.806,-90,180,72,102.176,-180,180,0,135
6,6,11,27079.68,27291.24,27098.913,63.788,44427.6,44533.38,44485.298,55.242,59,124,135,129.455,3.267,1163.58,0,236.531,69.585,76.571,NA,NA,NA,NA,0,211.56,116.358,60.046,0,35.26,19.746,10.001,-90,180,27,95.341,-180,180,40,150
7,7,11,36705.66,36811.44,36792.207,42.79,38927.04,38927.04,38927.04,0,59,133,153,144,7.655,423.12,0,105.78,19.233,42.79,NA,NA,NA,NA,0,105.78,42.312,54.625,0,21.156,7.405,9.613,0,180,36,75.895,-180,180,0,127.279
8,8,11,33955.38,34166.94,34080.393,79.415,31522.44,31734,31628.22,66.901,59,118,145,126.182,8.46,1109.133,0,149.596,79.264,65.409,NA,NA,NA,NA,0,299.191,110.913,93.328,0,49.865,18.984,15.861,-135,180,22.5,88.105,-180,180,5,139.508
9,9,11,16184.34,16184.34,16184.34,0,56698.08,56803.86,56746.162,55.242,59,130,154,141.182,6.493,317.34,0,105.78,57.698,55.242,NA,NA,NA,NA,0,105.78,31.734,51.097,0,17.63,5.289,8.516,-90,90,-9,51.088,-90,90,10,70.356
10,10,11,16713.24,16713.24,16713.24,0,66112.5,66324.06,66256.745,71.317,59,134,152,141.364,5.714,634.68,0,105.78,57.698,55.242,NA,NA,NA,NA,0,211.56,63.468,73.962,0,35.26,10.931,12.599,-90,90,9,66.408,-90,180,10,105
11,11,11,65372.04,66747.18,66102.884,538.242,6135.24,6875.7,6423.731,241.637,59,116,148,129.091,9.741,3329.752,0,1514.539,702.808,545.995,NA,NA,NA,NA,0,677.322,332.975,219.953,0,112.887,56.611,36.837,-135,143.13,-2.735,108.559,-169.695,161.565,87.048,104.79
12,12,11,62304.42,62515.98,62419.816,99.844,13222.5,13539.84,13347.513,123.524,59,132,159,146.455,7.967,703.467,0,381.395,174.588,153.417,NA,NA,NA,NA,0,236.531,70.347,83.272,0,39.422,12.077,14.089,-90,180,19.843,68.808,-135,180,-10,97.467
