Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,49187.7,26550.78,0,261,0,0,NA,NA,NA,NA,NA
2,1,2,50139.72,26973.9,6,364,1041.812,1041.812,NA,1041.812,173.635,23.962,NA
3,1,3,50880.18,27397.02,12,281,1894.638,1892.25,NA,852.826,142.138,29.745,5.782
4,1,4,51091.74,27502.8,18,194,2131.169,2128.781,NA,236.531,39.422,26.565,-3.18
5,1,5,51091.74,27502.8,24,184,2131.169,2128.781,NA,0,0,0,-26.565
6,1,6,51091.74,27502.8,30,205,2131.169,2128.781,NA,0,0,0,0
7,1,7,51197.52,27502.8,36,302,2236.949,2223.897,NA,105.78,17.63,0,0
8,1,8,51091.74,27925.92,42,236,2673.091,2348.697,NA,436.142,72.69,104.036,104.036
9,1,9,51091.74,28031.7,48,270,2778.871,2412.155,NA,105.78,17.63,90,-14.036
10,1,10,50985.96,27925.92,54,320,2928.467,2263.791,NA,149.596,24.933,-135,135
11,1,11,50985.96,27925.92,59,315,2928.467,2263.791,NA,0,0,0,135
12,2,1,40619.52,16290.12,0,251,0,0,NA,NA,NA,NA,NA
13,2,2,40619.52,16395.9,6,251,105.78,105.78,NA,105.78,17.63,90,NA
14,2,3,40619.52,16290.12,12,196,211.56,0,NA,105.78,17.63,-90,-180
15,2,4,40619.52,16290.12,18,192,211.56,0,NA,0,0,0,90
16,2,5,40619.52,16501.68,24,179,423.12,211.56,NA,211.56,35.26,90,90
17,2,6,39984.84,16501.68,30,255,1057.8,669.011,NA,634.68,105.78,180,90
18,2,7,39561.72,16607.46,36,290,1493.942,1104.376,NA,436.142,72.69,165.964,-14.036
19,2,8,39350.16,16501.68,42,242,1730.473,1286.869,NA,236.531,39.422,-153.435,40.601
20,2,9,39350.16,16713.24,48,184,1942.033,1338.023,NA,211.56,35.26,90,-116.565
21,2,10,38927.04,16607.46,54,209,2378.175,1721.974,NA,436.142,72.69,-165.964,104.036
22,2,11,38503.92,16713.24,59,269,2814.318,2157.497,NA,436.142,87.228,165.964,-28.072
23,3,1,57755.88,13962.96,0,292,0,0,NA,NA,NA,NA,NA
24,3,2,59131.02,14703.42,6,382,1561.823,1561.823,NA,1561.823,260.304,28.301,NA
25,3,3,59131.02,14703.42,12,393,1561.823,1561.823,NA,0,0,0,-28.301
26,3,4,59131.02,14703.42,18,352,1561.823,1561.823,NA,0,0,0,0
27,3,5,58919.46,14914.98,24,351,1861.014,1503.416,NA,299.191,49.865,135,135
28,3,6,58919.46,14914.98,30,378,1861.014,1503.416,NA,0,0,0,-135
29,3,7,58919.46,15020.76,36,349,1966.794,1572.533,NA,105.78,17.63,90,90
30,3,8,58919.46,14914.98,42,347,2072.574,1503.416,NA,105.78,17.63,-90,-180
31,3,9,59236.8,15126.54,48,339,2453.969,1883.359,NA,381.395,63.566,33.69,123.69
32,3,10,59659.92,15443.88,54,324,2982.869,2412.155,NA,528.9,88.15,36.87,3.18
33,3,11,59765.7,15549.66,59,337,3132.465,2560.663,NA,149.596,29.919,45,8.13
34,4,1,61881.3,13962.96,0,230,0,0,NA,NA,NA,NA,NA
35,4,2,61881.3,13857.18,6,237,105.78,105.78,NA,105.78,17.63,-90,NA
36,4,3,61775.52,14068.74,12,186,342.311,149.596,NA,236.531,39.422,116.565,-153.435
37,4,4,62092.86,13751.4,18,231,791.098,299.191,NA,448.787,74.798,-45,-161.565
38,4,5,62621.76,13857.18,24,351,1330.472,747.978,NA,539.374,89.896,11.31,56.31
39,4,6,62621.76,13751.4,30,343,1436.252,770.09,NA,105.78,17.63,-90,-101.31
40,4,7,62515.98,13751.4,36,334,1542.032,669.011,NA,105.78,17.63,180,-90
41,4,8,62515.98,13962.96,42,322,1753.592,634.68,NA,211.56,35.26,90,-90
42,4,9,62515.98,13857.18,48,311,1859.372,643.435,NA,105.78,17.63,-90,-180
43,4,10,62410.2,13751.4,54,281,2008.968,569.643,NA,149.596,24.933,-135,-45
44,4,11,62515.98,13751.4,59,290,2114.748,669.011,NA,105.78,21.156,0,135
45,5,1,62833.32,27820.14,0,371,0,0,NA,NA,NA,NA,NA
46,5,2,62833.32,27925.92,6,360,105.78,105.78,NA,105.78,17.63,90,NA
47,5,3,62727.54,27820.14,12,328,255.376,105.78,NA,149.596,24.933,-135,135
48,5,4,62621.76,27820.14,18,334,361.156,211.56,NA,105.78,17.63,180,-45
49,5,5,62621.76,27820.14,24,327,361.156,211.56,NA,0,0,0,-180
50,5,6,62304.42,28560.6,30,296,1166.752,909.954,NA,805.596,134.266,113.199,113.199
51,5,7,62304.42,28560.6,36,286,1166.752,909.954,NA,0,0,0,-113.199
52,5,8,62304.42,28666.38,42,235,1272.532,997.927,NA,105.78,17.63,90,90
53,5,9,62833.32,29195.28,48,301,2020.51,1375.14,NA,747.978,124.663,45,-45
54,5,10,62833.32,29195.28,54,192,2020.51,1375.14,NA,0,0,0,-45
55,5,11,63044.88,29301.06,59,235,2257.041,1495.955,NA,236.531,47.306,26.565,26.565
56,6,1,50774.4,34484.28,0,294,0,0,NA,NA,NA,NA,NA
57,6,2,51091.74,35118.96,6,417,709.594,709.594,NA,709.594,118.266,63.435,NA
58,6,3,51091.74,35118.96,12,401,709.594,709.594,NA,0,0,0,-63.435
59,6,4,51091.74,35224.74,18,364,815.374,805.596,NA,105.78,17.63,90,90
60,6,5,51726.42,35647.86,24,361,1578.164,1503.416,NA,762.79,127.132,33.69,-56.31
61,6,6,52043.76,36917.22,30,184,2886.591,2744.171,NA,1308.426,218.071,75.964,42.274
62,6,7,52149.54,38080.8,36,178,4054.969,3850.45,NA,1168.378,194.73,84.806,8.842
63,6,8,52043.76,39455.94,42,318,5434.171,5131.148,NA,1379.202,229.867,94.399,9.593
64,6,9,51514.86,39984.84,48,398,6182.149,5550.175,NA,747.978,124.663,135,40.601
65,6,10,51620.64,39984.84,54,385,6287.929,5565.275,NA,105.78,17.63,0,-135
66,6,11,51514.86,40090.62,59,364,6437.524,5655.027,NA,149.596,29.919,135,135
67,7,1,61140.84,40090.62,0,282,0,0,NA,NA,NA,NA,NA
68,7,2,61669.74,39667.5,6,415,677.322,677.322,NA,677.322,112.887,-38.66,NA
69,7,3,61775.52,39561.72,12,324,826.918,826.168,NA,149.596,24.933,-45,-6.34
70,7,4,62515.98,39138.6,18,372,1679.744,1672.529,NA,852.826,142.138,-29.745,15.255
71,7,5,63150.66,38821.26,24,404,2389.337,2377.11,NA,709.594,118.266,-26.565,3.18
72,7,6,63150.66,38715.48,30,204,2495.117,2435.238,NA,105.78,17.63,-90,-63.435
73,7,7,63996.9,38503.92,36,385,3367.402,3267.215,NA,872.284,145.381,-14.036,75.964
74,7,8,63996.9,38398.14,42,382,3473.182,3319.875,NA,105.78,17.63,-90,-75.964
75,7,9,64208.46,38186.58,48,409,3772.373,3610.493,NA,299.191,49.865,-45,45
76,7,10,64102.68,38186.58,54,362,3878.153,3521.06,NA,105.78,17.63,180,-135
77,7,11,64102.68,38186.58,59,323,3878.153,3521.06,NA,0,0,0,-180
78,8,1,37446.12,28983.72,0,397,0,0,NA,NA,NA,NA,NA
79,8,2,37340.34,28877.94,6,389,149.596,149.596,NA,149.596,24.933,-135,NA
80,8,3,37340.34,28983.72,12,381,255.376,105.78,NA,105.78,17.63,90,-135
81,8,4,37234.56,28877.94,18,359,404.971,236.531,NA,149.596,24.933,-135,135
82,8,5,37234.56,28877.94,24,372,404.971,236.531,NA,0,0,0,135
83,8,6,37340.34,28877.94,30,361,510.751,149.596,NA,105.78,17.63,0,0
84,8,7,37340.34,28877.94,36,353,510.751,149.596,NA,0,0,0,0
85,8,8,37234.56,28877.94,42,349,616.531,236.531,NA,105.78,17.63,180,180
86,8,9,37128.78,28877.94,48,343,722.311,334.506,NA,105.78,17.63,180,0
87,8,10,37128.78,28877.94,54,345,722.311,334.506,NA,0,0,0,-180
88,8,11,37234.56,28877.94,59,301,828.091,236.531,NA,105.78,21.156,0,0
89,9,1,19992.42,77642.52,0,366,0,0,NA,NA,NA,NA,NA
90,9,2,19780.86,77854.08,6,245,299.191,299.191,NA,299.191,49.865,135,NA
91,9,3,19780.86,77854.08,12,259,299.191,299.191,NA,0,0,0,-135
92,9,4,20415.54,77113.62,18,341,1274.434,677.322,NA,975.243,162.541,-49.399,-49.399
93,9,5,20309.76,77113.62,24,336,1380.214,616.798,NA,105.78,17.63,180,-130.601
94,9,6,20203.98,77219.4,30,341,1529.81,473.063,NA,149.596,24.933,135,-45
95,9,7,20203.98,77219.4,36,334,1529.81,473.063,NA,0,0,0,-135
96,9,8,20415.54,77113.62,42,323,1766.341,677.322,NA,236.531,39.422,-26.565,-26.565
97,9,9,20415.54,77113.62,48,312,1766.341,677.322,NA,0,0,0,26.565
98,9,10,20838.66,76902.06,54,322,2239.404,1124.457,NA,473.063,78.844,-26.565,-26.565
99,9,11,21579.12,76478.94,59,258,3092.229,1967.622,NA,852.826,170.565,-29.745,-3.18
100,10,1,20627.1,95096.22,0,302,0,0,NA,NA,NA,NA,NA
101,10,2,20627.1,94990.44,6,299,105.78,105.78,NA,105.78,17.63,-90,NA
102,10,3,20627.1,94990.44,12,333,105.78,105.78,NA,0,0,0,90
103,10,4,19675.08,95307.78,18,203,1109.297,975.243,NA,1003.517,167.253,161.565,161.565
104,10,5,19675.08,95625.12,24,253,1426.637,1089.072,NA,317.34,52.89,90,-71.565
105,10,6,19675.08,95519.34,30,253,1532.417,1041.812,NA,105.78,17.63,-90,-180
106,10,7,19675.08,95519.34,36,299,1532.417,1041.812,NA,0,0,0,90
107,10,8,19146.18,95730.9,42,312,2102.06,1611.193,NA,569.643,94.94,158.199,158.199
