Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,27502.8,26233.44,0,127,0,0,NA,NA,NA,NA,NA
2,1,2,28772.16,26868.12,6,136,1419.188,1419.188,NA,1419.188,236.531,26.565,NA
3,1,3,30781.98,26233.44,12,118,3526.839,3279.18,NA,2107.652,351.275,-17.526,-44.091
4,1,4,32051.34,25704.54,18,131,4901.979,4579.187,NA,1375.14,229.19,-22.62,-5.094
5,1,5,32474.46,25387.2,24,147,5430.879,5043.166,NA,528.9,88.15,-36.87,-14.25
6,1,6,32474.46,25598.76,30,147,5642.439,5012.008,NA,211.56,35.26,90,126.87
7,1,7,32051.34,24329.4,36,147,6980.462,4930.982,NA,1338.023,223.004,-108.435,161.565
8,1,8,31839.78,23377.38,42,162,7955.706,5192.925,NA,975.243,162.541,-102.529,5.906
9,1,9,30358.86,21790.68,48,152,10126.13,5281.59,NA,2170.424,361.737,-133.025,-30.496
10,1,10,28454.82,19569.3,54,139,13051.86,6731.798,NA,2925.73,487.622,-130.601,2.424
11,1,11,28243.26,17665.26,59,117,14967.617,8600.116,NA,1915.757,383.151,-96.34,34.261
12,2,1,47812.56,21156,0,164,0,0,NA,NA,NA,NA,NA
13,2,2,47495.22,20309.76,6,144,903.785,903.785,NA,903.785,150.631,-110.556,NA
14,2,3,46966.32,19463.52,12,116,1901.711,1892.25,NA,997.927,166.321,-122.005,-11.449
15,2,4,46754.76,19040.4,18,156,2374.774,2365.313,NA,473.063,78.844,-116.565,5.44
16,2,5,46120.08,18194.16,24,133,3432.574,3411.302,NA,1057.8,176.3,-126.87,-10.305
17,2,6,46014.3,18299.94,30,154,3582.169,3375.029,NA,149.596,24.933,135,-98.13
18,2,7,45591.18,17771.04,36,153,4259.492,4048.763,NA,677.322,112.887,-128.66,96.34
19,2,8,44639.16,17030.58,42,151,5465.569,5204.763,NA,1206.078,201.013,-142.125,-13.465
20,2,9,43158.24,15443.88,48,126,7635.993,7368.243,NA,2170.424,361.737,-133.025,9.1
21,2,10,41571.54,13222.5,54,124,10365.855,10094.095,NA,2729.862,454.977,-125.538,7.487
22,2,11,40196.4,11953.14,59,112,12237.295,11945.649,NA,1871.439,374.288,-137.291,-11.753
23,3,1,49716.6,33532.26,0,133,0,0,NA,NA,NA,NA,NA
24,3,2,50774.4,32157.12,6,168,1734.921,1734.921,NA,1734.921,289.153,-52.431,NA
25,3,3,52784.22,29406.84,12,160,5141.3,5140.952,NA,3406.379,567.73,-53.842,-1.41
26,3,4,54688.26,28560.6,18,154,7224.924,7030.989,NA,2083.624,347.271,-23.962,29.879
27,3,5,55534.5,28454.82,24,133,8077.75,7721.94,NA,852.826,142.138,-7.125,16.837
28,3,6,56909.64,27608.58,30,131,9692.411,9318.251,NA,1614.662,269.11,-31.608,-24.482
29,3,7,58707.9,27714.36,36,126,11493.78,10709.409,NA,1801.368,300.228,3.366,34.974
30,3,8,60506.16,27397.02,42,142,13319.826,12411.921,NA,1826.046,304.341,-10.008,-13.374
31,3,9,61035.06,27608.58,48,141,13889.469,12774.879,NA,569.643,94.94,21.801,31.809
32,3,10,61563.96,27925.92,54,138,14506.267,13106.906,NA,616.798,102.8,30.964,9.162
33,3,11,63150.66,26973.9,59,148,16356.661,14949.45,NA,1850.394,370.079,-30.964,-61.928
34,4,1,65372.04,22002.24,0,140,0,0,NA,NA,NA,NA,NA
35,4,2,66112.5,22531.14,6,120,909.954,909.954,NA,909.954,151.659,35.538,NA
36,4,3,67170.3,23906.28,12,126,2644.875,2618.99,NA,1734.921,289.153,52.431,16.894
37,4,4,68545.44,24752.52,18,136,4259.537,4199.346,NA,1614.662,269.11,31.608,-20.824
38,4,5,68968.56,25598.76,24,139,5205.662,5086.247,NA,946.125,157.688,63.435,31.827
39,4,6,68122.32,28772.16,30,128,8489.956,7307.247,NA,3284.294,547.382,104.931,41.496
40,4,7,67699.2,29406.84,36,133,9252.746,7761.686,NA,762.79,127.132,123.69,18.759
41,4,8,67276.08,29935.74,42,119,9930.069,8158.786,NA,677.322,112.887,128.66,4.97
42,4,9,66958.74,29829.96,48,148,10264.575,7986.915,NA,334.506,55.751,-161.565,69.775
43,4,10,66641.4,30041.52,54,147,10645.97,8138.876,NA,381.395,63.566,146.31,-52.125
44,4,11,66641.4,31099.32,59,148,11703.77,9185.213,NA,1057.8,211.56,90,-56.31
45,5,1,67170.3,28031.7,0,160,0,0,NA,NA,NA,NA,NA
46,5,2,69497.46,29829.96,6,156,2940.988,2940.988,NA,2940.988,490.165,37.694,NA
47,5,3,70766.82,30464.64,12,135,4360.176,4342.137,NA,1419.188,236.531,26.565,-11.129
48,5,4,72565.08,29512.62,18,150,6394.895,5594.352,NA,2034.719,339.12,-27.897,-54.462
49,5,5,73622.88,28243.26,24,128,8047.231,6456.047,NA,1652.336,275.389,-50.194,-22.297
50,5,6,74786.46,26127.66,30,125,10461.705,7850.558,NA,2414.473,402.412,-61.189,-10.995
51,5,7,74786.46,23060.04,36,138,13529.325,9095.235,NA,3067.62,511.27,-90,-28.811
52,5,8,74151.78,22002.24,42,150,14762.921,9224.72,NA,1233.596,205.599,-120.964,-30.964
53,5,9,74151.78,21579.12,48,154,15186.041,9506.674,NA,423.12,70.52,-90,30.964
54,5,10,74151.78,21156,54,136,15609.161,9798.791,NA,423.12,70.52,-90,0
55,5,11,74046,21050.22,59,130,15758.756,9798.791,NA,149.596,29.919,-135,-45
56,6,1,54370.92,32580.24,0,156,0,0,NA,NA,NA,NA,NA
57,6,2,55322.94,34272.72,6,128,1941.863,1941.863,NA,1941.863,323.644,60.642,NA
58,6,3,56063.4,35330.52,12,153,3233.072,3229.323,NA,1291.209,215.202,55.008,-5.634
59,6,4,58073.22,35965.2,18,124,5340.724,5016.471,NA,2107.652,351.275,17.526,-37.482
60,6,5,60717.72,36282.54,24,138,8004.196,7347.714,NA,2663.472,443.912,6.843,-10.683
61,6,6,62304.42,35647.86,30,142,9713.124,8505.922,NA,1708.928,284.821,-21.801,-28.644
62,6,7,63573.78,34907.4,36,134,11182.667,9492.539,NA,1469.543,244.924,-30.256,-8.455
63,6,8,64314.24,34695.84,42,160,11952.757,10165.893,NA,770.09,128.348,-15.945,14.311
64,6,9,64525.8,34695.84,48,136,12164.317,10372.914,NA,211.56,35.26,0,15.945
65,6,10,66218.28,34272.72,54,137,13908.885,11967.641,NA,1744.568,290.761,-14.036,-14.036
66,6,11,67804.98,33109.14,59,133,15876.507,13444.467,NA,1967.622,393.524,-36.254,-22.218
67,7,1,73834.44,53207.34,0,156,0,0,NA,NA,NA,NA,NA
68,7,2,73728.66,52466.88,6,137,747.978,747.978,NA,747.978,124.663,-98.13,NA
69,7,3,73517.1,51620.64,12,158,1620.262,1618.123,NA,872.284,145.381,-104.036,-5.906
70,7,4,73622.88,50033.94,18,144,3210.484,3180.444,NA,1590.222,265.037,-86.186,17.85
71,7,5,73834.44,47918.34,24,135,5336.636,5289,NA,2126.152,354.359,-84.289,1.897
72,7,6,74998.02,44956.5,30,135,8518.838,8332.483,NA,3182.203,530.367,-68.552,15.737
73,7,7,76161.6,43475.58,36,154,10402.198,10006.139,NA,1883.359,313.893,-51.843,16.709
74,7,8,76161.6,43475.58,42,139,10402.198,10006.139,NA,0,0,0,51.843
75,7,9,76161.6,43369.8,48,148,10507.978,10109.049,NA,105.78,17.63,-90,-90
76,7,10,77113.62,42840.9,54,157,11597.049,10872.723,NA,1089.072,181.512,-29.055,60.945
77,7,11,77854.08,42312,59,147,12507.003,11613.18,NA,909.954,181.991,-35.538,-6.483
78,8,1,75844.26,65795.16,0,154,0,0,NA,NA,NA,NA,NA
79,8,2,76373.16,66429.84,6,142,826.168,826.168,NA,826.168,137.695,50.194,NA
80,8,3,77113.62,66958.74,12,126,1736.122,1721.974,NA,909.954,151.659,35.538,-14.657
81,8,4,77748.3,67487.64,18,132,2562.29,2547.52,NA,826.168,137.695,39.806,4.268
82,8,5,79017.66,68228.1,24,131,4031.833,3998.708,NA,1469.543,244.924,30.256,-9.549
83,8,6,80392.8,68333.88,30,117,5411.036,5209.061,NA,1379.202,229.867,4.399,-25.858
84,8,7,81767.94,68016.54,36,141,6822.317,6326.493,NA,1411.281,235.214,-12.995,-17.393
85,8,8,83354.64,67381.86,42,135,8531.245,7676.159,NA,1708.928,284.821,-21.801,-8.807
86,8,9,83777.76,66852.96,48,130,9208.567,8003.709,NA,677.322,112.887,-51.34,-29.539
87,8,10,85047.12,66218.28,54,134,10627.755,9212.582,NA,1419.188,236.531,-26.565,24.775
88,8,11,85258.68,65900.94,59,126,11009.15,9415.014,NA,381.395,76.279,-56.31,-29.745
89,9,1,76373.16,56380.74,0,143,0,0,NA,NA,NA,NA,NA
90,9,2,75315.36,55217.16,6,169,1572.533,1572.533,NA,1572.533,262.089,-132.274,NA
91,9,3,73411.32,54053.58,12,143,3803.964,3766.719,NA,2231.432,371.905,-148.57,-16.297
92,9,4,70872.6,54899.82,18,125,6480.01,5696.427,NA,2676.046,446.008,161.565,-49.865
93,9,5,70978.38,54794.04,24,131,6629.606,5623.279,NA,149.596,24.933,-45,153.435
94,9,6,69391.68,55322.94,30,123,8302.134,7061.162,NA,1672.529,278.755,161.565,-153.435
95,9,7,66535.62,55322.94,36,112,11158.194,9894.248,NA,2856.06,476.01,180,18.435
96,9,8,64102.68,55217.16,42,120,13593.433,12325.526,NA,2435.238,405.873,-177.51,2.49
97,9,9,62410.2,54582.48,48,131,15401.002,14078.281,NA,1807.569,301.262,-159.444,18.066
98,9,10,61246.62,53630.46,54,134,16904.418,15374.533,NA,1503.416,250.569,-140.711,18.733
99,9,11,60717.72,53418.9,59,137,17474.061,15933.151,NA,569.643,113.929,-158.199,-17.488
100,10,1,74892.24,54159.36,0,176,0,0,NA,NA,NA,NA,NA
101,10,2,76373.16,54688.26,6,149,1572.533,1572.533,NA,1572.533,262.089,19.654,NA
102,10,3,77113.62,54794.04,12,138,2320.51,2310.27,NA,747.978,124.663,8.13,-11.524
103,10,4,79123.44,55005.6,18,126,4341.434,4314.994,NA,2020.924,336.821,6.009,-2.121
104,10,5,81027.48,54688.26,24,131,6271.738,6157.995,NA,1930.304,321.717,-9.462,-15.471
105,10,6,82191.06,54476.7,30,137,7454.395,7305.715,NA,1182.656,197.109,-10.305,-0.843
106,10,7,83037.3,53947.8,36,131,8452.321,8147.807,NA,997.927,166.321,-32.005,-21.701
107,10,8,83248.86,52466.88,42,133,9948.276,8526.288,NA,1495.955,249.326,-81.87,-49.865
108,10,9,83354.64,52255.32,48,151,10184.807,8673.96,NA,236.531,39.422,-63.435,18.435
109,10,10,83248.86,52043.76,54,133,10421.339,8620.259,NA,236.531,39.422,-116.565,-53.13
110,10,11,83248.86,51937.98,59,127,10527.119,8646.828,NA,105.78,21.156,-90,26.565
111,11,1,87585.84,58073.22,0,170,0,0,NA,NA,NA,NA,NA
112,11,2,87691.62,56592.3,6,139,1484.693,1484.693,NA,1484.693,247.449,-85.914,NA
113,11,3,89278.32,55217.16,12,152,3584.366,3319.875,NA,2099.673,349.946,-40.914,45
114,11,4,89701.44,54053.58,18,143,4822.489,4542.386,NA,1238.123,206.354,-70.017,-29.103
115,11,5,91288.14,51937.98,24,130,7466.989,7165.765,NA,2644.5,440.75,-53.13,16.887
116,11,6,92134.38,50351.28,30,127,9265.249,8962.007,NA,1798.26,299.71,-61.928,-8.797
117,11,7,92451.72,50033.94,36,153,9714.036,9397.17,NA,448.787,74.798,-45,16.928
118,11,8,92663.28,48341.46,42,151,11419.687,10976.682,NA,1705.651,284.275,-82.875,-37.875
119,11,9,93615.3,44956.5,48,141,14935.977,14436.161,NA,3516.29,586.048,-74.291,8.584
120,11,10,93721.08,42523.56,54,125,17371.216,16716.252,NA,2435.238,405.873,-87.51,-13.219
121,11,11,94461.54,40725.3,59,147,19315.957,18660.803,NA,1944.742,388.948,-67.62,19.891
122,12,1,94778.88,44427.6,0,125,0,0,NA,NA,NA,NA,NA
123,12,2,94884.66,44216.04,6,129,236.531,236.531,NA,236.531,39.422,-63.435,NA
124,12,3,96365.58,45273.84,12,127,2056.439,1798.26,NA,1819.908,303.318,35.538,98.973
