Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,84729.78,23694.72,0,130,0,0,NA,NA,NA,NA,NA
2,1,2,84729.78,24117.84,6,130,423.12,423.12,NA,423.12,70.52,90,NA
3,1,3,83037.3,24329.4,12,133,2128.771,1807.569,NA,1705.651,284.275,172.875,82.875
4,1,4,81450.6,24223.62,18,120,3718.993,3321.559,NA,1590.222,265.037,-176.186,10.939
5,1,5,80181.24,25281.42,24,128,5371.33,4817.347,NA,1652.336,275.389,140.194,-43.62
6,1,6,77748.3,26339.22,30,148,8024.279,7465.55,NA,2652.949,442.158,156.501,16.307
7,1,7,76584.72,29406.84,36,156,11305.164,9948.383,NA,3280.886,546.814,110.772,-45.729
8,1,8,76373.16,32262.9,42,140,14169.049,11968.576,NA,2863.885,477.314,94.236,-16.536
9,1,9,79546.56,34590.06,48,125,18104.293,12065.414,NA,3935.243,655.874,36.254,-57.983
10,1,10,82931.52,38398.14,54,133,23199.332,14812.977,NA,5095.039,849.173,48.366,12.113
11,1,11,85152.9,40936.86,59,124,26572.703,17247.331,NA,3373.37,674.674,48.814,0.448
12,2,1,85576.02,27820.14,0,129,0,0,NA,NA,NA,NA,NA
13,2,2,83566.2,24964.08,6,137,3492.342,3492.342,NA,3492.342,582.057,-125.134,NA
14,2,3,81767.94,25387.2,12,148,5339.711,4518.924,NA,1847.368,307.895,166.759,-68.106
15,2,4,80604.36,25810.32,18,141,6577.834,5362.535,NA,1238.123,206.354,160.017,-6.743
16,2,5,77113.62,27397.02,24,152,10412.268,8472.971,NA,3834.434,639.072,155.556,-4.461
17,2,6,73199.76,26762.34,30,147,14377.254,12421.383,NA,3964.987,660.831,-170.789,33.655
18,2,7,71824.62,27397.02,36,144,15891.793,13757.908,NA,1514.539,252.423,155.225,-33.986
19,2,8,69603.24,27608.58,42,135,18123.225,15974.181,NA,2231.432,371.905,174.56,19.335
20,2,9,67487.64,27925.92,48,122,20262.493,18088.689,NA,2139.268,356.545,171.469,-3.09
21,2,10,67064.52,27608.58,54,129,20791.393,18512.709,NA,528.9,88.15,-143.13,45.401
22,2,11,66747.18,27608.58,59,118,21108.733,18830.029,NA,317.34,63.468,180,-36.87
23,3,1,99644.76,46120.08,0,136,0,0,NA,NA,NA,NA,NA
24,3,2,98692.74,47706.78,6,142,1850.394,1850.394,NA,1850.394,308.399,120.964,NA
25,3,3,98904.3,48553.02,12,131,2722.679,2543.124,NA,872.284,145.381,75.964,-45
26,3,4,98904.3,47918.34,18,130,3357.359,1944.742,NA,634.68,105.78,-90,-165.964
27,3,5,98904.3,47812.56,24,143,3463.139,1847.368,NA,105.78,17.63,-90,0
28,3,6,98904.3,47812.56,30,146,3463.139,1847.368,NA,0,0,0,90
29,3,7,97952.28,49187.7,36,141,5135.667,3503.538,NA,1672.529,278.755,124.695,124.695
30,3,8,97846.5,49293.48,42,131,5285.263,3647.493,NA,149.596,24.933,135,10.305
