Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,90230.34,37869.24,0,162,0,0,NA,NA,NA,NA,NA
2,1,2,90230.34,37763.46,6,147,105.78,105.78,NA,105.78,17.63,-90,NA
3,1,3,90230.34,37975.02,12,138,317.34,105.78,NA,211.56,35.26,90,180
4,1,4,90230.34,37763.46,18,137,528.9,105.78,NA,211.56,35.26,-90,-180
5,1,5,90230.34,37763.46,24,132,528.9,105.78,NA,0,0,0,90
6,1,6,90230.34,37975.02,30,135,740.46,105.78,NA,211.56,35.26,90,90
7,1,7,90336.12,37869.24,36,139,890.056,105.78,NA,149.596,24.933,-45,-135
8,1,8,90230.34,37869.24,42,141,995.836,0,NA,105.78,17.63,180,-135
9,1,9,90230.34,37763.46,48,138,1101.616,105.78,NA,105.78,17.63,-90,90
10,1,10,90230.34,37869.24,54,138,1207.396,0,NA,105.78,17.63,90,180
11,1,11,90230.34,37975.02,59,144,1313.176,105.78,NA,105.78,21.156,90,0
12,2,1,79123.44,41359.98,0,181,0,0,NA,NA,NA,NA,NA
13,2,2,79123.44,41148.42,6,168,211.56,211.56,NA,211.56,35.26,-90,NA
14,2,3,79017.66,41148.42,12,162,317.34,236.531,NA,105.78,17.63,180,-90
15,2,4,79017.66,41148.42,18,163,317.34,236.531,NA,0,0,0,-180
16,2,5,79017.66,41148.42,24,174,317.34,236.531,NA,0,0,0,0
17,2,6,79017.66,41148.42,30,170,317.34,236.531,NA,0,0,0,0
18,2,7,79017.66,41148.42,36,178,317.34,236.531,NA,0,0,0,0
19,2,8,79017.66,41254.2,42,162,423.12,149.596,NA,105.78,17.63,90,90
20,2,9,79017.66,41148.42,48,163,528.9,236.531,NA,105.78,17.63,-90,-180
21,2,10,79017.66,41148.42,54,177,528.9,236.531,NA,0,0,0,90
22,2,11,79017.66,41148.42,59,170,528.9,236.531,NA,0,0,0,0
23,3,1,69920.58,34378.5,0,164,0,0,NA,NA,NA,NA,NA
24,3,2,69920.58,34166.94,6,145,211.56,211.56,NA,211.56,35.26,-90,NA
25,3,3,70026.36,34378.5,12,137,448.091,105.78,NA,236.531,39.422,63.435,153.435
26,3,4,69920.58,34166.94,18,130,684.623,211.56,NA,236.531,39.422,-116.565,-180
27,3,5,70026.36,34166.94,24,130,790.403,236.531,NA,105.78,17.63,0,116.565
28,3,6,69920.58,34166.94,30,126,896.183,211.56,NA,105.78,17.63,180,180
29,3,7,70026.36,34378.5,36,132,1132.714,105.78,NA,236.531,39.422,63.435,-116.565
30,3,8,70132.14,34166.94,42,125,1369.245,299.191,NA,236.531,39.422,-63.435,-126.87
31,3,9,69920.58,34166.94,48,130,1580.805,211.56,NA,211.56,35.26,180,-116.565
32,3,10,70026.36,34272.72,54,133,1730.401,149.596,NA,149.596,24.933,45,-135
33,3,11,70132.14,34272.72,59,134,1836.181,236.531,NA,105.78,21.156,0,-45
34,5,1,75103.8,22425.36,0,176,0,0,NA,NA,NA,NA,NA
35,5,2,75103.8,22319.58,6,181,105.78,105.78,NA,105.78,17.63,-90,NA
36,5,3,75103.8,22319.58,12,170,105.78,105.78,NA,0,0,0,90
37,5,4,75103.8,22319.58,18,180,105.78,105.78,NA,0,0,0,0
38,5,5,74998.02,22425.36,24,177,255.376,105.78,NA,149.596,24.933,135,135
39,5,6,75103.8,22425.36,30,186,361.156,0,NA,105.78,17.63,0,-135
40,5,7,75103.8,22531.14,36,173,466.936,105.78,NA,105.78,17.63,90,90
41,5,8,75103.8,22531.14,42,180,466.936,105.78,NA,0,0,0,-90
42,5,9,75103.8,22531.14,48,169,466.936,105.78,NA,0,0,0,0
43,5,10,74998.02,22531.14,54,173,572.716,149.596,NA,105.78,17.63,180,180
44,5,11,75103.8,22425.36,59,175,722.311,0,NA,149.596,29.919,-45,135
45,6,1,73728.66,20203.98,0,152,0,0,NA,NA,NA,NA,NA
46,6,2,73728.66,20098.2,6,137,105.78,105.78,NA,105.78,17.63,-90,NA
47,6,3,73728.66,19992.42,12,134,211.56,211.56,NA,105.78,17.63,-90,0
48,6,4,73728.66,19992.42,18,129,211.56,211.56,NA,0,0,0,90
49,6,5,73940.22,19992.42,24,130,423.12,299.191,NA,211.56,35.26,0,0
50,6,6,73728.66,20098.2,30,138,659.651,105.78,NA,236.531,39.422,153.435,153.435
51,6,7,73728.66,20203.98,36,133,765.431,0,NA,105.78,17.63,90,-63.435
52,6,8,73834.44,20203.98,42,134,871.211,105.78,NA,105.78,17.63,0,-90
53,6,9,73834.44,20098.2,48,128,976.991,149.596,NA,105.78,17.63,-90,-90
54,6,10,73834.44,20203.98,54,128,1082.771,105.78,NA,105.78,17.63,90,180
55,6,11,73940.22,20098.2,59,132,1232.367,236.531,NA,149.596,29.919,-45,-135
56,7,1,87797.4,30147.3,0,166,0,0,NA,NA,NA,NA,NA
57,7,2,87691.62,30147.3,6,162,105.78,105.78,NA,105.78,17.63,180,NA
58,7,3,87691.62,30147.3,12,154,105.78,105.78,NA,0,0,0,-180
59,7,4,87691.62,30147.3,18,161,105.78,105.78,NA,0,0,0,0
60,7,5,87691.62,30147.3,24,170,105.78,105.78,NA,0,0,0,0
61,7,6,87691.62,30147.3,30,150,105.78,105.78,NA,0,0,0,0
62,7,7,87691.62,30147.3,36,171,105.78,105.78,NA,0,0,0,0
63,7,8,87691.62,30147.3,42,162,105.78,105.78,NA,0,0,0,0
64,7,9,87691.62,30147.3,48,157,105.78,105.78,NA,0,0,0,0
65,7,10,87691.62,30147.3,54,156,105.78,105.78,NA,0,0,0,0
66,7,11,87797.4,30147.3,59,160,211.56,0,NA,105.78,21.156,0,0
67,8,1,64525.8,49610.82,0,147,0,0,NA,NA,NA,NA,NA
68,8,2,64525.8,49505.04,6,142,105.78,105.78,NA,105.78,17.63,-90,NA
69,8,3,64631.58,49610.82,12,141,255.376,105.78,NA,149.596,24.933,45,135
70,8,4,64525.8,49505.04,18,133,404.971,105.78,NA,149.596,24.933,-135,-180
71,8,5,64737.36,49610.82,24,130,641.502,211.56,NA,236.531,39.422,26.565,161.565
72,8,6,64631.58,49399.26,30,127,878.034,236.531,NA,236.531,39.422,-116.565,-143.13
73,8,7,64525.8,49399.26,36,126,983.814,211.56,NA,105.78,17.63,180,-63.435
74,8,8,64737.36,49505.04,42,125,1220.345,236.531,NA,236.531,39.422,26.565,-153.435
75,8,9,64525.8,49505.04,48,130,1431.905,105.78,NA,211.56,35.26,180,153.435
76,8,10,64631.58,49399.26,54,129,1581.5,236.531,NA,149.596,24.933,-45,135
77,8,11,64631.58,49399.26,59,131,1581.5,236.531,NA,0,0,0,45
78,9,1,69920.58,53207.34,0,167,0,0,NA,NA,NA,NA,NA
79,9,2,70026.36,53207.34,6,158,105.78,105.78,NA,105.78,17.63,0,NA
80,9,3,69920.58,53313.12,12,162,255.376,105.78,NA,149.596,24.933,135,135
81,9,4,69920.58,53207.34,18,164,361.156,0,NA,105.78,17.63,-90,135
82,9,5,70026.36,53207.34,24,171,466.936,105.78,NA,105.78,17.63,0,90
83,9,6,69920.58,53313.12,30,166,616.531,105.78,NA,149.596,24.933,135,135
84,9,7,69920.58,53313.12,36,168,616.531,105.78,NA,0,0,0,-135
85,9,8,70026.36,53418.9,42,166,766.127,236.531,NA,149.596,24.933,45,45
86,9,9,70026.36,53207.34,48,167,977.687,105.78,NA,211.56,35.26,-90,-135
87,9,10,69920.58,53418.9,54,160,1214.218,211.56,NA,236.531,39.422,116.565,-153.435
88,9,11,70026.36,53313.12,59,171,1363.813,149.596,NA,149.596,29.919,-45,-161.565
89,10,1,77959.86,53630.46,0,162,0,0,NA,NA,NA,NA,NA
90,10,2,77959.86,53524.68,6,161,105.78,105.78,NA,105.78,17.63,-90,NA
91,10,3,78171.42,53630.46,12,149,342.311,211.56,NA,236.531,39.422,26.565,116.565
92,10,4,77959.86,53524.68,18,163,578.843,105.78,NA,236.531,39.422,-153.435,-180
93,10,5,77959.86,53630.46,24,158,684.623,0,NA,105.78,17.63,90,-116.565
94,10,6,77959.86,53630.46,30,153,684.623,0,NA,0,0,0,-90
95,10,7,77959.86,53524.68,36,162,790.403,105.78,NA,105.78,17.63,-90,-90
96,10,8,77642.52,53630.46,42,167,1124.908,317.34,NA,334.506,55.751,161.565,-108.435
97,10,9,77642.52,53630.46,48,169,1124.908,317.34,NA,0,0,0,-161.565
98,10,10,77642.52,53630.46,54,169,1124.908,317.34,NA,0,0,0,0
99,10,11,77854.08,53524.68,59,180,1361.44,149.596,NA,236.531,47.306,-26.565,-26.565
