Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,95413.56,44639.16,0,117,0,0,NA,NA,NA,NA,NA
2,1,2,95307.78,44533.38,6,120,149.596,149.596,NA,149.596,24.933,-135,NA
3,1,3,95202,44744.94,12,120,386.127,236.531,NA,236.531,39.422,116.565,-108.435
4,1,4,95202,44639.16,18,125,491.907,211.56,NA,105.78,17.63,-90,153.435
5,1,5,95202,44744.94,24,120,597.687,236.531,NA,105.78,17.63,90,180
6,1,6,95202,44639.16,30,121,703.467,211.56,NA,105.78,17.63,-90,-180
7,1,7,95202,44744.94,36,125,809.247,236.531,NA,105.78,17.63,90,180
8,1,8,95202,44744.94,42,126,809.247,236.531,NA,0,0,0,-90
9,1,9,95202,44744.94,48,126,809.247,236.531,NA,0,0,0,0
10,1,10,95202,44639.16,54,120,915.027,211.56,NA,105.78,17.63,-90,-90
11,1,11,95202,44533.38,59,121,1020.807,236.531,NA,105.78,21.156,-90,0
12,2,1,85258.68,51197.52,0,143,0,0,NA,NA,NA,NA,NA
13,2,2,85258.68,51091.74,6,142,105.78,105.78,NA,105.78,17.63,-90,NA
14,2,3,85258.68,51197.52,12,137,211.56,0,NA,105.78,17.63,90,180
15,2,4,85258.68,51303.3,18,147,317.34,105.78,NA,105.78,17.63,90,0
16,2,5,85258.68,51303.3,24,135,317.34,105.78,NA,0,0,0,-90
17,2,6,85258.68,51197.52,30,131,423.12,0,NA,105.78,17.63,-90,-90
18,2,7,85364.46,51197.52,36,115,528.9,105.78,NA,105.78,17.63,0,90
19,2,8,85258.68,51091.74,42,113,678.496,105.78,NA,149.596,24.933,-135,-135
20,2,9,85470.24,51197.52,48,115,915.027,211.56,NA,236.531,39.422,26.565,161.565
21,2,10,85258.68,51091.74,54,117,1151.558,105.78,NA,236.531,39.422,-153.435,-180
22,2,11,85364.46,51197.52,59,119,1301.154,105.78,NA,149.596,29.919,45,-161.565
23,3,1,78911.88,58496.34,0,138,0,0,NA,NA,NA,NA,NA
24,3,2,78911.88,58496.34,6,136,0,0,NA,0,0,0,NA
25,3,3,78911.88,58496.34,12,130,0,0,NA,0,0,0,0
26,3,4,78911.88,58707.9,18,133,211.56,211.56,NA,211.56,35.26,90,90
27,3,5,78911.88,58602.12,24,133,317.34,105.78,NA,105.78,17.63,-90,-180
28,3,6,78911.88,58707.9,30,135,423.12,211.56,NA,105.78,17.63,90,180
29,3,7,78911.88,58602.12,36,127,528.9,105.78,NA,105.78,17.63,-90,-180
30,3,8,79017.66,58496.34,42,120,678.496,105.78,NA,149.596,24.933,-45,45
31,3,9,79017.66,58602.12,48,121,784.276,149.596,NA,105.78,17.63,90,135
32,3,10,79335,58496.34,54,115,1118.781,423.12,NA,334.506,55.751,-18.435,-108.435
33,3,11,79335,58602.12,59,120,1224.561,436.142,NA,105.78,21.156,90,108.435
34,4,1,122281.68,45591.18,0,114,0,0,NA,NA,NA,NA,NA
35,4,2,122387.46,45696.96,6,116,149.596,149.596,NA,149.596,24.933,45,NA
36,4,3,122493.24,45485.4,12,119,386.127,236.531,NA,236.531,39.422,-63.435,-108.435
37,4,4,122599.02,45696.96,18,119,622.658,334.506,NA,236.531,39.422,63.435,126.87
38,4,5,122599.02,45591.18,24,123,728.438,317.34,NA,105.78,17.63,-90,-153.435
39,4,6,122599.02,45696.96,30,119,834.218,334.506,NA,105.78,17.63,90,180
40,4,7,122493.24,45591.18,36,113,983.814,211.56,NA,149.596,24.933,-135,135
41,4,8,122493.24,45696.96,42,115,1089.594,236.531,NA,105.78,17.63,90,-135
42,4,9,122599.02,45485.4,48,118,1326.125,334.506,NA,236.531,39.422,-63.435,-153.435
43,4,10,122387.46,45485.4,54,115,1537.685,149.596,NA,211.56,35.26,180,-116.565
