Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
1,1,6,23165.82,23271.6,23201.08,54.625,87374.28,87585.84,87515.32,86.369,29,218,474,304.5,115.991,784.276,0,236.531,117.244,76.703,NA,NA,NA,NA,105.78,211.56,156.855,53.045,17.63,35.26,26.848,8.102,-90,180,63,125.678,-135,180,0,160.156
2,2,6,29089.5,29301.06,29142.39,88.502,93192.18,93192.18,93192.18,0,29,230,366,317,52.657,211.56,0,211.56,158.67,88.502,NA,NA,NA,NA,0,105.78,42.312,57.938,0,17.63,7.052,9.656,0,180,72,98.59,-180,0,-45,90
3,3,2,6769.92,6875.7,6822.81,74.798,85047.12,85047.12,85047.12,0,6,515,527,521,8.485,105.78,0,105.78,52.89,74.798,NA,NA,NA,NA,105.78,105.78,105.78,NA,17.63,17.63,17.63,NA,180,180,180,NA,NA,NA,NA,NA
4,4,6,58496.34,58707.9,58602.12,94.613,82085.28,82085.28,82085.28,0,29,403,439,417.833,14.851,317.34,0,105.78,70.52,54.625,NA,NA,NA,NA,0,211.56,63.468,94.613,0,35.26,10.578,15.769,0,180,36,80.498,-180,180,0,146.969
5,5,6,45062.28,45273.84,45097.54,86.369,76373.16,76373.16,76373.16,0,29,294,481,389.167,79.066,211.56,0,211.56,176.3,86.369,NA,NA,NA,NA,0,211.56,42.312,94.613,0,35.26,7.052,15.769,0,180,36,80.498,-180,0,-45,90
6,6,6,31734,32051.34,31857.41,155.704,76373.16,76478.94,76390.79,43.185,29,232,371,277.5,51.134,448.091,0,317.34,211.56,133.802,NA,NA,NA,NA,0,236.531,89.618,97.684,0,39.422,14.936,16.281,-153.435,180,23.313,123.819,-180,116.565,-22.5,122.022
7,7,6,19569.3,19780.86,19710.34,86.369,70978.38,70978.38,70978.38,0,29,448,514,478.333,24.549,423.12,0,211.56,70.52,86.369,NA,NA,NA,NA,0,105.78,84.624,47.306,0,21.156,14.809,8.418,0,180,108,98.59,-180,180,45,172.337
8,8,6,15338.1,15338.1,15338.1,0,62939.1,63150.66,63009.62,109.249,29,206,398,273.333,78.424,211.56,0,211.56,70.52,109.249,NA,NA,NA,NA,0,211.56,42.312,94.613,0,35.26,7.052,15.769,0,90,18,40.249,-90,90,0,73.485
9,9,6,29301.06,29512.62,29336.32,86.369,57438.54,57650.1,57544.32,66.901,29,245,505,380.333,111.652,342.311,0,299.191,207.553,104.723,NA,NA,NA,NA,0,236.531,68.462,104.524,0,39.422,12.116,17.803,0,153.435,48.687,70.339,-153.435,90,-15.859,101.055
10,10,6,43052.46,43264.02,43087.72,86.369,55851.84,55851.84,55851.84,0,29,290,523,414.167,94.398,211.56,0,211.56,176.3,86.369,NA,NA,NA,NA,0,211.56,42.312,94.613,0,35.26,7.052,15.769,0,180,36,80.498,-180,0,-45,90
