Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
1,1,1,23271.6,87585.84,0,474,0,0,NA,NA,NA,NA,NA
2,1,2,23165.82,87585.84,6,431,105.78,105.78,NA,105.78,17.63,180,NA
3,1,3,23165.82,87374.28,12,251,317.34,236.531,NA,211.56,35.26,-90,90
4,1,4,23165.82,87585.84,18,230,528.9,105.78,NA,211.56,35.26,90,180
5,1,5,23271.6,87480.06,24,223,678.496,105.78,NA,149.596,24.933,-45,-135
6,1,6,23165.82,87480.06,29,218,784.276,149.596,NA,105.78,21.156,180,-135
7,2,1,29301.06,93192.18,0,352,0,0,NA,NA,NA,NA,NA
8,2,2,29195.28,93192.18,6,347,105.78,105.78,NA,105.78,17.63,180,NA
9,2,3,29089.5,93192.18,12,366,211.56,211.56,NA,105.78,17.63,180,0
10,2,4,29089.5,93192.18,18,330,211.56,211.56,NA,0,0,0,-180
11,2,5,29089.5,93192.18,24,277,211.56,211.56,NA,0,0,0,0
12,2,6,29089.5,93192.18,29,230,211.56,211.56,NA,0,0,0,0
13,3,2,6875.7,85047.12,6,515,0,0,NA,NA,NA,NA,NA
14,3,3,6769.92,85047.12,12,527,105.78,105.78,NA,105.78,17.63,180,NA
15,4,1,58602.12,82085.28,0,439,0,0,NA,NA,NA,NA,NA
16,4,2,58602.12,82085.28,6,434,0,0,NA,0,0,0,NA
17,4,3,58707.9,82085.28,12,409,105.78,105.78,NA,105.78,17.63,0,0
18,4,4,58707.9,82085.28,18,412,105.78,105.78,NA,0,0,0,0
19,4,5,58496.34,82085.28,24,410,317.34,105.78,NA,211.56,35.26,180,180
20,4,6,58496.34,82085.28,29,403,317.34,105.78,NA,0,0,0,-180
21,5,1,45273.84,76373.16,0,481,0,0,NA,NA,NA,NA,NA
22,5,2,45062.28,76373.16,6,467,211.56,211.56,NA,211.56,35.26,180,NA
23,5,3,45062.28,76373.16,12,411,211.56,211.56,NA,0,0,0,-180
24,5,4,45062.28,76373.16,18,377,211.56,211.56,NA,0,0,0,0
25,5,5,45062.28,76373.16,24,294,211.56,211.56,NA,0,0,0,0
26,5,6,45062.28,76373.16,29,305,211.56,211.56,NA,0,0,0,0
27,6,1,32051.34,76373.16,0,371,0,0,NA,NA,NA,NA,NA
28,6,2,32051.34,76478.94,6,232,105.78,105.78,NA,105.78,17.63,90,NA
29,6,3,31839.78,76373.16,12,295,342.311,211.56,NA,236.531,39.422,-153.435,116.565
30,6,4,31734,76373.16,18,266,448.091,317.34,NA,105.78,17.63,180,-26.565
31,6,5,31734,76373.16,24,264,448.091,317.34,NA,0,0,0,-180
32,6,6,31734,76373.16,29,237,448.091,317.34,NA,0,0,0,0
33,7,1,19780.86,70978.38,0,448,0,0,NA,NA,NA,NA,NA
34,7,2,19780.86,70978.38,6,461,0,0,NA,0,0,0,NA
35,7,3,19675.08,70978.38,12,475,105.78,105.78,NA,105.78,17.63,180,180
36,7,4,19780.86,70978.38,18,514,211.56,0,NA,105.78,17.63,0,-180
37,7,5,19675.08,70978.38,24,472,317.34,105.78,NA,105.78,17.63,180,180
38,7,6,19569.3,70978.38,29,500,423.12,211.56,NA,105.78,21.156,180,0
39,8,1,15338.1,62939.1,0,398,0,0,NA,NA,NA,NA,NA
40,8,2,15338.1,62939.1,6,336,0,0,NA,0,0,0,NA
41,8,3,15338.1,62939.1,12,269,0,0,NA,0,0,0,0
42,8,4,15338.1,62939.1,18,220,0,0,NA,0,0,0,0
43,8,5,15338.1,63150.66,24,211,211.56,211.56,NA,211.56,35.26,90,90
44,8,6,15338.1,63150.66,29,206,211.56,211.56,NA,0,0,0,-90
45,9,1,29512.62,57438.54,0,489,0,0,NA,NA,NA,NA,NA
46,9,2,29301.06,57544.32,6,505,236.531,236.531,NA,236.531,39.422,153.435,NA
47,9,3,29301.06,57544.32,12,428,236.531,236.531,NA,0,0,0,-153.435
48,9,4,29301.06,57544.32,18,351,236.531,236.531,NA,0,0,0,0
49,9,5,29301.06,57544.32,24,264,236.531,236.531,NA,0,0,0,0
50,9,6,29301.06,57650.1,29,245,342.311,299.191,NA,105.78,21.156,90,90
51,10,1,43264.02,55851.84,0,523,0,0,NA,NA,NA,NA,NA
52,10,2,43052.46,55851.84,6,481,211.56,211.56,NA,211.56,35.26,180,NA
53,10,3,43052.46,55851.84,12,447,211.56,211.56,NA,0,0,0,-180
54,10,4,43052.46,55851.84,18,436,211.56,211.56,NA,0,0,0,0
55,10,5,43052.46,55851.84,24,308,211.56,211.56,NA,0,0,0,0
56,10,6,43052.46,55851.84,29,290,211.56,211.56,NA,0,0,0,0
57,11,1,48024.12,59871.48,0,456,0,0,NA,NA,NA,NA,NA
58,11,2,47918.34,59871.48,6,437,105.78,105.78,NA,105.78,17.63,180,NA
59,11,3,47918.34,59871.48,12,450,105.78,105.78,NA,0,0,0,-180
60,11,4,47918.34,59871.48,18,400,105.78,105.78,NA,0,0,0,0
61,11,5,47918.34,59871.48,24,366,105.78,105.78,NA,0,0,0,0
62,11,6,47918.34,59871.48,29,378,105.78,105.78,NA,0,0,0,0
63,12,1,51091.74,60929.28,0,472,0,0,NA,NA,NA,NA,NA
64,12,2,51091.74,60929.28,6,366,0,0,NA,0,0,0,NA
65,12,3,51091.74,60929.28,12,276,0,0,NA,0,0,0,0
66,12,4,51091.74,60929.28,18,226,0,0,NA,0,0,0,0
67,12,5,51091.74,60929.28,24,214,0,0,NA,0,0,0,0
68,12,6,51197.52,60717.72,29,203,236.531,236.531,NA,236.531,47.306,-63.435,-63.435
69,13,1,62727.54,62304.42,0,478,0,0,NA,NA,NA,NA,NA
70,13,2,62515.98,62410.2,6,482,236.531,236.531,NA,236.531,39.422,153.435,NA
71,13,3,62515.98,62304.42,12,424,342.311,211.56,NA,105.78,17.63,-90,116.565
72,13,4,62515.98,62515.98,18,396,553.871,299.191,NA,211.56,35.26,90,180
73,13,5,62198.64,62410.2,24,448,888.377,539.374,NA,334.506,55.751,-161.565,108.435
74,13,6,62198.64,62410.2,29,450,888.377,539.374,NA,0,0,0,161.565
75,14,1,36070.98,73834.44,0,397,0,0,NA,NA,NA,NA,NA
76,14,2,36070.98,73834.44,6,447,0,0,NA,0,0,0,NA
77,14,3,36070.98,73834.44,12,497,0,0,NA,0,0,0,0
78,14,4,36070.98,73834.44,18,481,0,0,NA,0,0,0,0
79,14,5,36070.98,73834.44,24,480,0,0,NA,0,0,0,0
80,14,6,36070.98,73834.44,29,462,0,0,NA,0,0,0,0
81,15,1,58390.56,97634.94,0,295,0,0,NA,NA,NA,NA,NA
82,15,2,58179,97634.94,6,300,211.56,211.56,NA,211.56,35.26,180,NA
83,15,3,58073.22,97634.94,12,258,317.34,317.34,NA,105.78,17.63,180,0
84,15,4,58073.22,97634.94,18,227,317.34,317.34,NA,0,0,0,-180
85,15,5,58073.22,97634.94,24,211,317.34,317.34,NA,0,0,0,0
86,15,6,58284.78,97529.16,29,187,553.871,149.596,NA,236.531,47.306,-26.565,-26.565
87,16,1,8462.4,94567.32,0,492,0,0,NA,NA,NA,NA,NA
88,16,2,8250.84,94461.54,6,463,236.531,236.531,NA,236.531,39.422,-153.435,NA
89,16,3,8250.84,94567.32,12,466,342.311,211.56,NA,105.78,17.63,90,-116.565
90,16,4,8250.84,94567.32,18,374,342.311,211.56,NA,0,0,0,-90
91,16,5,8250.84,94567.32,24,316,342.311,211.56,NA,0,0,0,0
92,16,6,8250.84,94567.32,29,275,342.311,211.56,NA,0,0,0,0
93,17,1,112655.7,22848.48,0,413,0,0,NA,NA,NA,NA,NA
94,17,2,112549.92,22954.26,6,393,149.596,149.596,NA,149.596,24.933,135,NA
95,17,3,112549.92,22848.48,12,272,255.376,105.78,NA,105.78,17.63,-90,135
96,17,4,112549.92,23060.04,18,254,466.936,236.531,NA,211.56,35.26,90,180
97,17,5,112444.14,22954.26,24,252,616.531,236.531,NA,149.596,24.933,-135,135
98,17,6,112444.14,22954.26,29,240,616.531,236.531,NA,0,0,0,135
99,18,1,98586.96,30570.42,0,215,0,0,NA,NA,NA,NA,NA
100,18,2,98163.84,30781.98,6,200,473.063,473.063,NA,473.063,78.844,153.435,NA
101,18,3,98163.84,30887.76,12,187,578.843,528.9,NA,105.78,17.63,90,-63.435
102,18,4,98269.62,30781.98,18,186,728.438,381.395,NA,149.596,24.933,-45,-135
103,18,5,98269.62,30887.76,24,187,834.218,448.787,NA,105.78,17.63,90,135
104,18,6,98163.84,30887.76,29,190,939.998,528.9,NA,105.78,21.156,180,90
105,19,1,122387.46,37128.78,0,375,0,0,NA,NA,NA,NA,NA
106,19,2,122281.68,37023,6,193,149.596,149.596,NA,149.596,24.933,-135,NA
107,19,3,122281.68,37128.78,12,200,255.376,105.78,NA,105.78,17.63,90,-135
108,19,4,122281.68,37023,18,181,361.156,149.596,NA,105.78,17.63,-90,-180
109,19,5,122387.46,37128.78,24,178,510.751,0,NA,149.596,24.933,45,135
110,19,6,122281.68,37023,29,193,660.347,149.596,NA,149.596,29.919,-135,-180
111,20,1,126936,36388.32,0,388,0,0,NA,NA,NA,NA,NA
112,20,2,127041.78,36388.32,6,299,105.78,105.78,NA,105.78,17.63,0,NA
113,20,3,126830.22,36388.32,12,281,317.34,105.78,NA,211.56,35.26,180,180
114,20,4,126830.22,36388.32,18,256,317.34,105.78,NA,0,0,0,-180
115,20,5,126830.22,36494.1,24,204,423.12,149.596,NA,105.78,17.63,90,90
116,20,6,126830.22,36388.32,29,273,528.9,105.78,NA,105.78,21.156,-90,-180
