Nr,TID,Points,Min x [nm],Max x [nm],Mean x [nm],SD x [nm],Min y [nm],Max y [nm],Mean y [nm],SD y [nm],Dur [sec],Min I [val],Max I [val],Mean I [val],SD I [val],Len [nm],Min D2S [nm],Max D2S [nm],Mean D2S [nm],SD D2S [nm],Min D2R [nm],Max D2R [nm],Mean D2R [nm],SD D2R [nm],Min D2P [nm],Max D2P [nm],Mean D2P [nm],SD D2P [nm],Min v [nm/sec],Max v [nm/sec],Mean v [nm/sec],SD v [nm/sec],Min α [deg],Max α [deg],Mean α [deg],SD α [deg],Min Δα [deg],Max Δα [deg],Mean Δα [deg],SD Δα [deg]
1,1,11,30887.76,42523.56,38503.92,4447.291,27502.8,44850.72,34445.815,5825.832,59,195,328,253.273,41.309,35598.481,0,13143.99,6981.231,4224.506,NA,NA,NA,NA,1078.749,6208.664,3559.848,1706.577,215.75,1034.777,596.904,278.792,-143.973,168.69,-10.317,123.828,-56.31,169.715,8.478,63.827
2,2,11,44110.26,63785.34,50187.802,6380.273,22742.7,38821.26,29483.771,5407.85,59,204,420,279.455,59.651,34063.707,0,22698.377,14451.282,6923.023,NA,NA,NA,NA,2141.882,5362.535,3406.371,987.94,356.98,893.756,576.759,159.987,-165.141,156.571,30.35,132.857,-67.025,63.572,-7.888,40.558
3,3,11,57967.44,63785.34,60544.625,2191.599,4548.54,13539.84,9404.804,2923.609,59,186,299,233.455,35.115,25394.696,0,9287.58,5229.435,3063.226,NA,NA,NA,NA,473.063,4582.851,2539.47,1171.884,78.844,916.57,438.521,228.128,-91.848,145.713,1.684,89.408,-164.566,140.906,7.376,96.593
4,4,6,54899.82,68122.32,61281.88,5012.082,105.78,6664.14,3878.6,2447.765,30,210,343,265,52.421,15481.613,0,14320.987,7196.268,5357.334,NA,NA,NA,NA,1379.202,4069.438,3096.323,1095.401,229.867,678.24,516.054,182.567,-157.891,156.501,-84.274,135.268,-22.937,45.608,14.523,29.856
5,5,11,60400.38,78488.76,68131.936,7702.129,32368.68,46437.42,39917.525,5030.119,59,221,370,306,42.793,31955.786,0,20139.912,11283.043,7943.15,NA,NA,NA,NA,381.395,9227.752,3195.579,2519.489,63.566,1537.959,536.491,416.601,-174.806,154.904,-3.803,137.439,-132.016,113.218,-11.118,84.472
6,6,11,56803.86,66006.72,61871.684,3863.057,71824.62,79758.12,76325.078,2502.48,59,222,391,316.091,61.429,16171.935,0,11370.243,6336.535,4255.195,NA,NA,NA,NA,334.506,4440.241,1617.194,1206.432,55.751,740.04,273.553,199.949,-177.274,167.619,55.161,126.741,-121.866,90,-5,61.526
7,7,11,63468,78911.88,69045.491,6012.752,61035.06,70026.36,66814.495,3154.754,59,223,423,297.091,64.719,24858.542,0,15906.442,10409.42,5948.671,NA,NA,NA,NA,528.9,5553.198,2485.854,1526.555,88.15,925.533,419.105,251.202,-173.83,180,-4.112,138.654,-23.915,58.371,22.485,26.97
8,8,11,118050.48,125137.74,119867.973,2078.688,50985.96,59342.58,53572.762,2886.21,59,179,386,284.636,58.592,22203.322,0,8423.303,3340.343,2804.065,NA,NA,NA,NA,0,4191.345,2220.332,1472.99,0,698.557,381.099,256.825,-132.138,180,29.65,101.594,-74.932,180,38.145,84.508
9,9,9,111069,144707.04,128663.74,11114.327,42735.12,54159.36,46472.68,4095.817,48,174,316,246.778,47.95,38258.517,0,35525.076,19289.999,11680.296,NA,NA,NA,NA,2141.882,6677.559,4782.315,1863.497,356.98,1112.926,797.052,310.583,-63.435,20.225,-14.468,24.2,-45.96,59.802,0.459,37.467
10,10,10,36811.44,40936.86,38747.214,1190.567,33955.38,74469.12,53387.166,13195.539,53,221,320,264.6,32.749,42744.175,0,40621.861,21144.301,13163.473,NA,NA,NA,NA,1139.285,9171.193,4749.353,2506.619,189.881,1528.532,808.41,419.316,-130.236,-68.199,-86.843,21.402,-62.038,54.077,-0.526,37.726
11,11,11,93615.3,111915.24,103193.198,4730.238,31522.44,38609.7,37176.862,1968.965,59,179,327,232.364,47.105,21175.444,0,19404.216,11215.584,4895.223,NA,NA,NA,NA,149.596,8166.326,2117.544,2436.934,24.933,1361.054,363.021,411.571,-63.435,59.036,10.189,41.244,-108.435,104.036,-2.72,65.275
12,12,9,89172.54,117733.14,101149.187,10622.174,49187.7,57967.44,53994.813,3508.769,48,184,432,250.778,83.441,38155.076,0,23984.084,9872.126,8616.178,NA,NA,NA,NA,2365.313,8609.868,4769.385,2115.503,394.219,1434.978,794.897,352.584,-42.51,153.435,30.921,72.79,-126.457,45.237,-17.97,54.519
13,13,11,39138.6,53101.56,45764.275,4773.778,1057.8,12905.16,7183.424,3766.557,59,198,337,259.636,50.684,35661.533,0,14084.241,7234.02,4557.729,NA,NA,NA,NA,1269.36,5840.934,3566.153,1450.548,211.56,973.489,605.626,242.775,-48.691,144.583,50.137,69.519,-141.627,78.215,-2.237,62.081
14,14,11,3913.86,12376.26,7519.996,3052.062,29724.18,45485.4,37734.611,5452.975,59,214,343,280,41.94,20791.696,0,16991.113,8435.462,5814.195,NA,NA,NA,NA,236.531,3880.843,2079.17,1080.806,39.422,646.807,351.54,177.851,17.447,116.565,71.902,35.479,-46.386,85.793,-8.586,38.511
15,15,1,19146.18,19146.18,19146.18,NA,31839.78,31839.78,31839.78,NA,0,192,192,192,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,11,14703.42,21473.34,19098.098,2233.118,21261.78,38186.58,29435.689,5554.627,59,200,423,276.182,70.091,24101.612,0,17093.537,8046.894,5171.073,NA,NA,NA,NA,105.78,4172.615,2410.161,1404.921,17.63,834.523,415.602,256.596,-157.62,159.444,75.69,90.289,-88.751,69.444,-9.102,46.042
17,17,6,32686.02,55111.38,45608.81,8641.499,3490.74,18511.5,11177.42,6327.613,30,231,313,266.5,34.824,28435.189,0,26991.11,14964.292,10532.939,NA,NA,NA,NA,2180.711,6813.579,5687.038,1966.03,363.452,1135.596,947.84,327.672,-62.241,-14.036,-35.967,20.077,-39.913,31.918,-9.217,30.355
18,18,11,31522.44,48341.46,39234.764,5046.372,71930.4,75103.8,73824.824,874.148,59,262,374,320.091,35.439,18485.231,0,17115.779,9214.473,5085.009,NA,NA,NA,NA,334.506,4156.495,1848.523,1203.594,55.751,692.749,313.074,199.593,-177.614,158.199,-75.082,142.165,-78.551,49.764,3.362,35.753
