Nr,TID,PID,x [nm],y [nm],t [sec],I [val],Len [nm],D2S [nm],D2R [nm],D2P [nm],v [nm/sec],α [deg],Δα [deg]
29,3,7,58496.34,47706.78,36,135,423.12,0,NA,0,0,0,0
30,3,8,58496.34,47706.78,42,139,423.12,0,NA,0,0,0,0
31,3,9,58496.34,47706.78,48,137,423.12,0,NA,0,0,0,0
32,3,10,58496.34,47706.78,54,130,423.12,0,NA,0,0,0,0
33,3,11,58496.34,47601,59,132,528.9,105.78,NA,105.78,21.156,-90,-90
34,4,1,70766.82,54794.04,0,143,0,0,NA,NA,NA,NA,NA
35,4,2,70661.04,54794.04,6,143,105.78,105.78,NA,105.78,17.63,180,NA
36,4,3,70661.04,54794.04,12,141,105.78,105.78,NA,0,0,0,-180
37,4,4,70555.26,54794.04,18,146,211.56,211.56,NA,105.78,17.63,180,180
38,4,5,70555.26,54794.04,24,149,211.56,211.56,NA,0,0,0,-180
39,4,6,70766.82,54794.04,30,137,423.12,0,NA,211.56,35.26,0,0
40,4,7,70661.04,54794.04,36,137,528.9,105.78,NA,105.78,17.63,180,180
41,4,8,70555.26,54899.82,42,135,678.496,236.531,NA,149.596,24.933,135,-45
42,4,9,70661.04,54794.04,48,141,828.091,105.78,NA,149.596,24.933,-45,-180
43,4,10,70766.82,54794.04,54,140,933.871,0,NA,105.78,17.63,0,45
44,4,11,70555.26,54794.04,59,139,1145.431,211.56,NA,211.56,42.312,180,180
45,5,1,89172.54,50351.28,0,148,0,0,NA,NA,NA,NA,NA
46,5,2,89172.54,50457.06,6,151,105.78,105.78,NA,105.78,17.63,90,NA
47,5,3,89278.32,50457.06,12,149,211.56,149.596,NA,105.78,17.63,0,-90
48,5,4,89278.32,50351.28,18,148,317.34,105.78,NA,105.78,17.63,-90,-90
49,5,5,89384.1,50457.06,24,144,466.936,236.531,NA,149.596,24.933,45,135
50,5,6,89384.1,50562.84,30,148,572.716,299.191,NA,105.78,17.63,90,45
51,5,7,89172.54,50457.06,36,158,809.247,105.78,NA,236.531,39.422,-153.435,116.565
52,5,8,89278.32,50562.84,42,139,958.842,236.531,NA,149.596,24.933,45,-161.565
53,5,9,89278.32,50457.06,48,141,1064.622,149.596,NA,105.78,17.63,-90,-135
54,5,10,89172.54,50562.84,54,137,1214.218,211.56,NA,149.596,24.933,135,-135
55,5,11,89278.32,50562.84,59,138,1319.998,236.531,NA,105.78,21.156,0,-135
56,6,1,98269.62,39984.84,0,168,0,0,NA,NA,NA,NA,NA
57,6,2,98269.62,39879.06,6,147,105.78,105.78,NA,105.78,17.63,-90,NA
58,6,3,98269.62,39879.06,12,155,105.78,105.78,NA,0,0,0,90
59,6,4,98163.84,39773.28,18,143,255.376,236.531,NA,149.596,24.933,-135,-135
60,6,5,98269.62,39984.84,24,150,491.907,0,NA,236.531,39.422,63.435,-161.565
61,6,6,98375.4,39984.84,30,155,597.687,105.78,NA,105.78,17.63,0,-63.435
62,6,7,98163.84,39773.28,36,153,896.878,236.531,NA,299.191,49.865,-135,-135
63,6,8,98269.62,39773.28,42,144,1002.658,211.56,NA,105.78,17.63,0,135
64,6,9,98375.4,39984.84,48,143,1239.189,105.78,NA,236.531,39.422,63.435,63.435
65,6,10,98269.62,39879.06,54,147,1388.785,105.78,NA,149.596,24.933,-135,161.565
66,6,11,98163.84,39773.28,59,152,1538.38,236.531,NA,149.596,29.919,-135,0
67,7,1,105991.56,55111.38,0,149,0,0,NA,NA,NA,NA,NA
68,7,2,106097.34,55111.38,6,142,105.78,105.78,NA,105.78,17.63,0,NA
69,7,3,105885.78,55217.16,12,135,342.311,149.596,NA,236.531,39.422,153.435,153.435
70,7,4,105885.78,55322.94,18,130,448.091,236.531,NA,105.78,17.63,90,-63.435
71,7,5,105885.78,55217.16,24,139,553.871,149.596,NA,105.78,17.63,-90,-180
72,7,6,106097.34,55217.16,30,145,765.431,149.596,NA,211.56,35.26,0,90
73,7,7,105885.78,55217.16,36,144,976.991,149.596,NA,211.56,35.26,180,180
74,7,8,105991.56,55322.94,42,138,1126.587,211.56,NA,149.596,24.933,45,-135
75,7,9,105885.78,55217.16,48,143,1276.182,149.596,NA,149.596,24.933,-135,-180
76,7,10,105885.78,55217.16,54,127,1276.182,149.596,NA,0,0,0,135
77,7,11,105991.56,55428.72,59,132,1512.714,317.34,NA,236.531,47.306,63.435,63.435
78,8,1,89172.54,56380.74,0,139,0,0,NA,NA,NA,NA,NA
79,8,2,89172.54,56380.74,6,134,0,0,NA,0,0,0,NA
80,8,3,89066.76,56486.52,12,138,149.596,149.596,NA,149.596,24.933,135,135
81,8,4,89066.76,56486.52,18,135,149.596,149.596,NA,0,0,0,-135
82,8,5,89066.76,56486.52,24,134,149.596,149.596,NA,0,0,0,0
83,8,6,89066.76,56274.96,30,136,361.156,149.596,NA,211.56,35.26,-90,-90
84,8,7,89066.76,56274.96,36,138,361.156,149.596,NA,0,0,0,90
85,8,8,89066.76,56274.96,42,139,361.156,149.596,NA,0,0,0,0
86,8,9,89278.32,56274.96,48,131,572.716,149.596,NA,211.56,35.26,0,0
87,8,10,89066.76,56274.96,54,138,784.276,149.596,NA,211.56,35.26,180,180
88,8,11,89066.76,56274.96,59,136,784.276,149.596,NA,0,0,0,-180
89,9,1,94461.54,54688.26,0,134,0,0,NA,NA,NA,NA,NA
90,9,2,94567.32,54688.26,6,135,105.78,105.78,NA,105.78,17.63,0,NA
91,9,3,94461.54,54582.48,12,134,255.376,105.78,NA,149.596,24.933,-135,-135
92,9,4,94673.1,54476.7,18,133,491.907,299.191,NA,236.531,39.422,-26.565,108.435
93,9,5,94567.32,54476.7,24,144,597.687,236.531,NA,105.78,17.63,180,-153.435
94,9,6,94461.54,54688.26,30,142,834.218,0,NA,236.531,39.422,116.565,-63.435
95,9,7,94355.76,54476.7,36,148,1070.749,236.531,NA,236.531,39.422,-116.565,126.87
96,9,8,94355.76,54476.7,42,142,1070.749,236.531,NA,0,0,0,116.565
97,9,9,94461.54,54582.48,48,143,1220.345,105.78,NA,149.596,24.933,45,45
98,9,10,94355.76,54476.7,54,135,1369.94,236.531,NA,149.596,24.933,-135,-180
99,9,11,94355.76,54582.48,59,131,1475.72,149.596,NA,105.78,21.156,90,-135
100,10,1,121647,41994.66,0,144,0,0,NA,NA,NA,NA,NA
101,10,2,121541.22,41888.88,6,139,149.596,149.596,NA,149.596,24.933,-135,NA
102,10,3,121541.22,41888.88,12,146,149.596,149.596,NA,0,0,0,135
103,10,4,121541.22,42100.44,18,144,361.156,149.596,NA,211.56,35.26,90,90
104,10,5,121541.22,41888.88,24,146,572.716,149.596,NA,211.56,35.26,-90,-180
105,10,6,121541.22,41888.88,30,149,572.716,149.596,NA,0,0,0,90
106,10,7,121647,41888.88,36,146,678.496,105.78,NA,105.78,17.63,0,0
107,10,8,121541.22,41888.88,42,147,784.276,149.596,NA,105.78,17.63,180,180
108,10,9,121541.22,41888.88,48,139,784.276,149.596,NA,0,0,0,-180
109,10,10,121647,41994.66,54,137,933.871,0,NA,149.596,24.933,45,45
110,10,11,121541.22,41888.88,59,133,1083.467,149.596,NA,149.596,29.919,-135,-180
